sourceId,oldUrl,demoUrl,hub,hubPage,priority,wordCount,existingDecision,result,proposedAction,conflict,evidence,title
1219,https://gcalls.co/ban-hang-inbound-hay-outbound-dau-la-phuong-phap-ban-hang-ma-ban-nen-quan-tam-phan-3/,,HUB-04,/gcalls-plus-webphone/ ; /tong-dai-tich-hop-crm/,P1,1794,REBUILD_KEEP_URL,MISSING,"PREPARE_IMPORT — rebuild body, keep legacy URL",none (URL preserved); verify not already on demo before write,result=MISSING; plannedDecision=REBUILD_KEEP_URL,Bán hàng Inbound hay Outbound - Đâu là phương pháp mà bạn nên quan tâm? (Phần 3)
12686,https://gcalls.co/hoc-ngay-5-kinh-nghiem-ban-hang-tren-shopee/,,HUB-04,/gcalls-plus-webphone/ ; /tong-dai-tich-hop-crm/,P1,1638,REBUILD_KEEP_URL,MISSING,"PREPARE_IMPORT — rebuild body, keep legacy URL",none (URL preserved); verify not already on demo before write,result=MISSING; plannedDecision=REBUILD_KEEP_URL,Học Ngay 5 Kinh Nghiệm Bán Hàng Trên Shopee Cực Hiệu Quả 2022
12751,https://gcalls.co/kinh-nghiem-kinh-doanh-shopee-ban-hang-online/,,HUB-04,/gcalls-plus-webphone/ ; /tong-dai-tich-hop-crm/,P1,1661,REBUILD_KEEP_URL,MISSING,"PREPARE_IMPORT — rebuild body, keep legacy URL",none (URL preserved); verify not already on demo before write,result=MISSING; plannedDecision=REBUILD_KEEP_URL,"Kinh Nghiệm Kinh Doanh Shopee, Bán Hàng Online Hiệu Quả"
12797,https://gcalls.co/khoa-hoc-ban-hang-tren-shopee-nao-hieu-qua-nhat/,,HUB-04,/gcalls-plus-webphone/ ; /tong-dai-tich-hop-crm/,P1,1619,REBUILD_KEEP_URL,MISSING,"PREPARE_IMPORT — rebuild body, keep legacy URL",none (URL preserved); verify not already on demo before write,result=MISSING; plannedDecision=REBUILD_KEEP_URL,Khóa Học Bán Hàng Trên Shopee Nào Hiệu Quả Nhất
1296,https://gcalls.co/bi-quyet-telesales-nen-hay-khong-nen-su-dung-kich-ban-cuoc-goi-ban-hang/,,HUB-04,/gcalls-plus-webphone/ ; /tong-dai-tich-hop-crm/,P1,2300,REBUILD_KEEP_URL,MISSING,"PREPARE_IMPORT — rebuild body, keep legacy URL",none (URL preserved); verify not already on demo before write,result=MISSING; plannedDecision=REBUILD_KEEP_URL,Bí quyết telesales: Nên hay không sử dụng kịch bản cuộc gọi bán hàng?
13020,https://gcalls.co/khoa-hoc-kinh-doanh-shopee-hieu-qua-trong-top-3/,,HUB-04,/gcalls-plus-webphone/ ; /tong-dai-tich-hop-crm/,P1,1328,REBUILD_KEEP_URL,MISSING,"PREPARE_IMPORT — rebuild body, keep legacy URL",none (URL preserved); verify not already on demo before write,result=MISSING; plannedDecision=REBUILD_KEEP_URL,Khóa Học Kinh Doanh Shopee Hiệu Quả Trong Top 3
13047,https://gcalls.co/cach-toi-uu-san-pham-tren-shopee-hieu-qua-nhat/,,HUB-04,/gcalls-plus-webphone/ ; /tong-dai-tich-hop-crm/,P1,1062,REBUILD_KEEP_URL,MISSING,"PREPARE_IMPORT — rebuild body, keep legacy URL",none (URL preserved); verify not already on demo before write,result=MISSING; plannedDecision=REBUILD_KEEP_URL,Cách Tối Ưu Sản Phẩm Trên Shopee Hiệu Quả Nhất
1314,https://gcalls.co/telesales-cach-tap-trung-khi-goi-dien-ban-hang/,,HUB-04,/gcalls-plus-webphone/ ; /tong-dai-tich-hop-crm/,P1,1579,REBUILD_KEEP_URL,MISSING,"PREPARE_IMPORT — rebuild body, keep legacy URL",none (URL preserved); verify not already on demo before write,result=MISSING; plannedDecision=REBUILD_KEEP_URL,Telesales: Cách tập trung khi gọi điện bán hàng
1324,https://gcalls.co/telesales-thanh-cong-va-cach-danh-gia-cuoc-goi-ban-hang/,,HUB-04,/gcalls-plus-webphone/ ; /tong-dai-tich-hop-crm/,P1,1945,REBUILD_KEEP_URL,MISSING,"PREPARE_IMPORT — rebuild body, keep legacy URL",none (URL preserved); verify not already on demo before write,result=MISSING; plannedDecision=REBUILD_KEEP_URL,Thế nào là telesales thành công và cách đánh giá cuộc gọi bán hàng?
1351,https://gcalls.co/6-cach-nhan-tin-cho-khach-hang-dat-hieu-qua-trong-quy-trinh-ban-hang/,,HUB-04,/gcalls-plus-webphone/ ; /tong-dai-tich-hop-crm/,P1,2129,REBUILD_KEEP_URL,MISSING,"PREPARE_IMPORT — rebuild body, keep legacy URL",none (URL preserved); verify not already on demo before write,result=MISSING; plannedDecision=REBUILD_KEEP_URL,6 cách nhắn tin cho khách hàng đạt hiệu quả trong quy trình bán hàng
1381,https://gcalls.co/6-buoc-xay-dung-kich-ban-ban-hang-dinh-cao/,,HUB-04,/gcalls-plus-webphone/ ; /tong-dai-tich-hop-crm/,P1,3469,REBUILD_KEEP_URL,MISSING,"PREPARE_IMPORT — rebuild body, keep legacy URL",none (URL preserved); verify not already on demo before write,result=MISSING; plannedDecision=REBUILD_KEEP_URL,6 bước xây dựng kịch bản bán hàng đỉnh cao
1396,https://gcalls.co/cach-goi-dien-thoai-cho-khach-hang-tiem-nang-da-mo-email/,,HUB-04,/gcalls-plus-webphone/ ; /tong-dai-tich-hop-crm/,P1,3137,REBUILD_KEEP_URL,MISSING,"PREPARE_IMPORT — rebuild body, keep legacy URL",none (URL preserved); verify not already on demo before write,result=MISSING; plannedDecision=REBUILD_KEEP_URL,Cách gọi điện thoại cho khách hàng tiềm năng đã mở email
1420,https://gcalls.co/cach-giam-ap-luc-khi-lam-telesales/,,HUB-04,/gcalls-plus-webphone/ ; /tong-dai-tich-hop-crm/,P1,1342,REBUILD_KEEP_URL,MISSING,"PREPARE_IMPORT — rebuild body, keep legacy URL",none (URL preserved); verify not already on demo before write,result=MISSING; plannedDecision=REBUILD_KEEP_URL,Cách giảm áp lực khi làm telesales
1427,https://gcalls.co/cac-chi-so-danh-gia-pheu-ban-hang-hieu-qua/,,HUB-04,/gcalls-plus-webphone/ ; /tong-dai-tich-hop-crm/,P1,1605,REBUILD_KEEP_URL,MISSING,"PREPARE_IMPORT — rebuild body, keep legacy URL",none (URL preserved); verify not already on demo before write,result=MISSING; plannedDecision=REBUILD_KEEP_URL,Các chỉ số đánh giá phễu bán hàng hiệu quả
1440,https://gcalls.co/tiep-thi-qua-dien-thoai-huong-dan-nhanh-cold-calling-chuyen-nghiep/,,HUB-04,/gcalls-plus-webphone/ ; /tong-dai-tich-hop-crm/,P1,1249,REBUILD_KEEP_URL,MISSING,"PREPARE_IMPORT — rebuild body, keep legacy URL",none (URL preserved); verify not already on demo before write,result=MISSING; plannedDecision=REBUILD_KEEP_URL,Tiếp thị qua điện thoại: Hướng dẫn nhanh Cold Calling chuyên nghiệp
14506,https://gcalls.co/quy-trinh-cham-soc-khach-hang-sau-ban-hang/,,HUB-04,/gcalls-plus-webphone/ ; /tong-dai-tich-hop-crm/,P1,1065,REBUILD_KEEP_URL,MISSING,"PREPARE_IMPORT — rebuild body, keep legacy URL",none (URL preserved); verify not already on demo before write,result=MISSING; plannedDecision=REBUILD_KEEP_URL,Quy Trình Chăm Sóc Khách Hàng Sau Bán Hàng
14787,https://gcalls.co/cach-xu-ly-cac-tinh-huong-cham-soc-khach-hang/,,HUB-04,/gcalls-plus-webphone/ ; /tong-dai-tich-hop-crm/,P1,1441,REBUILD_KEEP_URL,MISSING,"PREPARE_IMPORT — rebuild body, keep legacy URL",none (URL preserved); verify not already on demo before write,result=MISSING; plannedDecision=REBUILD_KEEP_URL,Cách Xử Lý Các Tình Huống Chăm Sóc Khách Hàng
15217,https://gcalls.co/phan-mem-quan-ly-ban-hang-da-kenh-la-gi-co-nen-su-dung/,,HUB-04,/gcalls-plus-webphone/ ; /tong-dai-tich-hop-crm/,P1,1127,REBUILD_KEEP_URL,MISSING,"PREPARE_IMPORT — rebuild body, keep legacy URL",none (URL preserved); verify not already on demo before write,result=MISSING; plannedDecision=REBUILD_KEEP_URL,Phần Mềm Quản Lý Bán Hàng Đa Kênh Là Gì? Có Nên Sử Dụng?
15353,https://gcalls.co/cach-xay-dung-quy-trinh-ban-hang-cua-doanh-nghiep-hieu-qua/,,HUB-04,/gcalls-plus-webphone/ ; /tong-dai-tich-hop-crm/,P1,1537,REBUILD_KEEP_URL,MISSING,"PREPARE_IMPORT — rebuild body, keep legacy URL",none (URL preserved); verify not already on demo before write,result=MISSING; plannedDecision=REBUILD_KEEP_URL,Cách Xây Dựng Quy Trình Bán Hàng Của Doanh Nghiệp Hiệu Quả
1560,https://gcalls.co/tiep-thi-qua-dien-thoai-ky-nang-xu-ly-tu-choi/,,HUB-04,/gcalls-plus-webphone/ ; /tong-dai-tich-hop-crm/,P1,1562,REBUILD_KEEP_URL,MISSING,"PREPARE_IMPORT — rebuild body, keep legacy URL",none (URL preserved); verify not already on demo before write,result=MISSING; plannedDecision=REBUILD_KEEP_URL,Tiếp thị qua điện thoại: Kỹ năng xử lý từ chối giúp tăng cơ hội bán hàng
15646,https://gcalls.co/top-5-loi-ich-cua-phan-mem-auto-answer/,,HUB-04,/gcalls-plus-webphone/ ; /tong-dai-tich-hop-crm/,P1,1584,REBUILD_KEEP_URL,MISSING,"PREPARE_IMPORT — rebuild body, keep legacy URL",none (URL preserved); verify not already on demo before write,result=MISSING; plannedDecision=REBUILD_KEEP_URL,Top 5 Lợi Ích Của Phần Mềm Auto Answer
15904,https://gcalls.co/8-buoc-ban-hang-co-ban-va-hieu-qua-cho-nhan-vien-sales/,,HUB-04,/gcalls-plus-webphone/ ; /tong-dai-tich-hop-crm/,P1,1600,REBUILD_KEEP_URL,MISSING,"PREPARE_IMPORT — rebuild body, keep legacy URL",none (URL preserved); verify not already on demo before write,result=MISSING; plannedDecision=REBUILD_KEEP_URL,8 Bước Bán Hàng Cơ Bản Và Hiệu Quả Cho Nhân Viên Sales
1591,https://gcalls.co/giong-noi-yeu-to-quyet-dinh-thanh-cong-trong-tiep-thi-qua-dien-thoai/,,HUB-04,/gcalls-plus-webphone/ ; /tong-dai-tich-hop-crm/,P1,1442,REBUILD_KEEP_URL,MISSING,"PREPARE_IMPORT — rebuild body, keep legacy URL",none (URL preserved); verify not already on demo before write,result=MISSING; plannedDecision=REBUILD_KEEP_URL,Giọng nói: Yếu tố quyết định thành công trong tiếp thị qua điện thoại
15916,https://gcalls.co/cach-goi-sale-hieu-qua-co-the-ban-khong-biet/,,HUB-04,/gcalls-plus-webphone/ ; /tong-dai-tich-hop-crm/,P1,1110,REBUILD_KEEP_URL,MISSING,"PREPARE_IMPORT — rebuild body, keep legacy URL",none (URL preserved); verify not already on demo before write,result=MISSING; plannedDecision=REBUILD_KEEP_URL,Cách Gọi Sale Hiệu Quả Có Thể Bạn Không Biết
15926,https://gcalls.co/cach-telesale-cho-nguoi-moi-bat-dau/,,HUB-04,/gcalls-plus-webphone/ ; /tong-dai-tich-hop-crm/,P1,1460,REBUILD_KEEP_URL,MISSING,"PREPARE_IMPORT — rebuild body, keep legacy URL",none (URL preserved); verify not already on demo before write,result=MISSING; plannedDecision=REBUILD_KEEP_URL,Cách Telesale Cho Người Mới Bắt Đầu
15993,https://gcalls.co/phuong-phap-quan-ly-telesale-hieu-qua/,,HUB-04,/gcalls-plus-webphone/ ; /tong-dai-tich-hop-crm/,P1,1667,REBUILD_KEEP_URL,MISSING,"PREPARE_IMPORT — rebuild body, keep legacy URL",none (URL preserved); verify not already on demo before write,result=MISSING; plannedDecision=REBUILD_KEEP_URL,Phương Pháp Quản Lý Telesale Hiệu Quả
16022,https://gcalls.co/cach-goi-telesale-hieu-qua-ma-ban-chua-biet/,,HUB-04,/gcalls-plus-webphone/ ; /tong-dai-tich-hop-crm/,P1,1079,REBUILD_KEEP_URL,MISSING,"PREPARE_IMPORT — rebuild body, keep legacy URL",none (URL preserved); verify not already on demo before write,result=MISSING; plannedDecision=REBUILD_KEEP_URL,Cách Gọi Telesale Hiệu Quả Mà Bạn Chưa Biết
1805,https://gcalls.co/ban-hang-qua-dien-thoai-3-cau-hoi-ban-nen-tu-hoi-truoc-khi-thuc-hien-cuoc-goi/,,HUB-04,/gcalls-plus-webphone/ ; /tong-dai-tich-hop-crm/,P1,1179,REBUILD_KEEP_URL,MISSING,"PREPARE_IMPORT — rebuild body, keep legacy URL",none (URL preserved); verify not already on demo before write,result=MISSING; plannedDecision=REBUILD_KEEP_URL,Bán hàng qua điện thoại: 3 câu hỏi bạn nên tự hỏi bản thân trước khi thực hiện cuộc gọi
1817,https://gcalls.co/cach-chiem-duoc-long-tin-cua-khach-hang-kin-tieng/,,HUB-04,/gcalls-plus-webphone/ ; /tong-dai-tich-hop-crm/,P1,1108,REBUILD_KEEP_URL,MISSING,"PREPARE_IMPORT — rebuild body, keep legacy URL",none (URL preserved); verify not already on demo before write,result=MISSING; plannedDecision=REBUILD_KEEP_URL,Cách chiếm được lòng tin của khách hàng kín tiếng
2958,https://gcalls.co/ban-hang-qua-dien-thoai-lam-gi-neu-khach-hang-noi-toi-khong-co-thoi-gian/,,HUB-04,/gcalls-plus-webphone/ ; /tong-dai-tich-hop-crm/,P1,2009,REBUILD_KEEP_URL,MISSING,"PREPARE_IMPORT — rebuild body, keep legacy URL",none (URL preserved); verify not already on demo before write,result=MISSING; plannedDecision=REBUILD_KEEP_URL,Bán hàng qua điện thoại: Làm gì nếu khách hàng nói không có thời gian?
615,https://gcalls.co/10-meo-hay-nhat-de-telesales-thanh-cong/,,HUB-04,/gcalls-plus-webphone/ ; /tong-dai-tich-hop-crm/,P1,1464,REBUILD_KEEP_URL,MISSING,"PREPARE_IMPORT — rebuild body, keep legacy URL",none (URL preserved); verify not already on demo before write,result=MISSING; plannedDecision=REBUILD_KEEP_URL,10 mẹo hay nhất để Telesales thành công
676,https://gcalls.co/lam-the-nao-de-mo-rong-mot-nhom-ban-hang-toan-cau/,,HUB-04,/gcalls-plus-webphone/ ; /tong-dai-tich-hop-crm/,P1,972,REBUILD_KEEP_URL,MISSING,"PREPARE_IMPORT — rebuild body, keep legacy URL",none (URL preserved); verify not already on demo before write,result=MISSING; plannedDecision=REBUILD_KEEP_URL,Làm thế nào để mở rộng một nhóm bán hàng toàn cầu?
14415,https://gcalls.co/ke-hoach-cham-soc-khach-hang-cu-hieu-qua-nhat/,,HUB-05,/gcalls-cx/ ; /tong-dai-tich-hop-helpdesk/,P1,1229,REBUILD_KEEP_URL,MISSING,"PREPARE_IMPORT — rebuild body, keep legacy URL",none (URL preserved); verify not already on demo before write,result=MISSING; plannedDecision=REBUILD_KEEP_URL,Kế Hoạch Chăm Sóc Khách Hàng Cũ Hiệu Quả Nhất
14797,https://gcalls.co/tin-nhan-cham-soc-khach-hang-cu-hieu-qua-nhat/,,HUB-05,/gcalls-cx/ ; /tong-dai-tich-hop-helpdesk/,P1,1164,REBUILD_KEEP_URL,MISSING,"PREPARE_IMPORT — rebuild body, keep legacy URL",none (URL preserved); verify not already on demo before write,result=MISSING; plannedDecision=REBUILD_KEEP_URL,Tin Nhắn Chăm Sóc Khách Hàng Cũ Hiệu Quả Nhất
14902,https://gcalls.co/dich-vu-cham-soc-khach-hang-la-gi/,,HUB-05,/gcalls-cx/ ; /tong-dai-tich-hop-helpdesk/,P1,1232,REBUILD_KEEP_URL,MISSING,"PREPARE_IMPORT — rebuild body, keep legacy URL",none (URL preserved); verify not already on demo before write,result=MISSING; plannedDecision=REBUILD_KEEP_URL,Dịch Vụ Chăm Sóc Khách Hàng Là Gì?
15049,https://gcalls.co/kich-ban-tu-van-khach-hang-spa-la-gi/,,HUB-05,/gcalls-cx/ ; /tong-dai-tich-hop-helpdesk/,P1,1301,REBUILD_KEEP_URL,MISSING,"PREPARE_IMPORT — rebuild body, keep legacy URL",none (URL preserved); verify not already on demo before write,result=MISSING; plannedDecision=REBUILD_KEEP_URL,Kịch Bản Tư Vấn Khách Hàng Spa Là Gì?
15207,https://gcalls.co/5-ly-do-nen-chon-dich-vu-cham-soc-khach-hang-viettel/,,HUB-05,/gcalls-cx/ ; /tong-dai-tich-hop-helpdesk/,P1,1098,REBUILD_KEEP_URL,MISSING,"PREPARE_IMPORT — rebuild body, keep legacy URL",none (URL preserved); verify not already on demo before write,result=MISSING; plannedDecision=REBUILD_KEEP_URL,5 Lý Do Nên Chọn Dịch Vụ Chăm Sóc Khách Hàng Viettel
15235,https://gcalls.co/customer-success-la-gi-nhung-thong-tin-cu-the-nhat/,,HUB-05,/gcalls-cx/ ; /tong-dai-tich-hop-helpdesk/,P1,1072,REBUILD_KEEP_URL,MISSING,"PREPARE_IMPORT — rebuild body, keep legacy URL",none (URL preserved); verify not already on demo before write,result=MISSING; plannedDecision=REBUILD_KEEP_URL,Customer Success Là Gì? Những Thông Tin Cụ Thể Nhất
15306,https://gcalls.co/cham-soc-khach-hang-qua-dien-thoai/,,HUB-05,/gcalls-cx/ ; /tong-dai-tich-hop-helpdesk/,P1,1454,REBUILD_KEEP_URL,MISSING,"PREPARE_IMPORT — rebuild body, keep legacy URL",none (URL preserved); verify not already on demo before write,result=MISSING; plannedDecision=REBUILD_KEEP_URL,Chăm Sóc Khách Hàng Qua Điện Thoại Và Kỹ Năng Cần Thiết
15558,https://gcalls.co/8-cach-giu-khach-hang-cu-hieu-qua/,,HUB-05,/gcalls-cx/ ; /tong-dai-tich-hop-helpdesk/,P1,1619,REBUILD_KEEP_URL,MISSING,"PREPARE_IMPORT — rebuild body, keep legacy URL",none (URL preserved); verify not already on demo before write,result=MISSING; plannedDecision=REBUILD_KEEP_URL,8 Cách Giữ Khách Hàng Cũ Hiệu Quả
15561,https://gcalls.co/trai-nghiem-khach-hang-xuat-sac-la-gi-cach-nang-cap/,,HUB-05,/gcalls-cx/ ; /tong-dai-tich-hop-helpdesk/,P1,1375,REBUILD_KEEP_URL,MISSING,"PREPARE_IMPORT — rebuild body, keep legacy URL",none (URL preserved); verify not already on demo before write,result=MISSING; plannedDecision=REBUILD_KEEP_URL,Trải Nghiệm Khách Hàng Xuất Sắc Là Gì? Cách Nâng Cấp
15589,https://gcalls.co/cau-hoi-cham-soc-khach-hang-cu-kich-ban-cskh-hieu-qua/,,HUB-05,/gcalls-cx/ ; /tong-dai-tich-hop-helpdesk/,P1,1624,REBUILD_KEEP_URL,MISSING,"PREPARE_IMPORT — rebuild body, keep legacy URL",none (URL preserved); verify not already on demo before write,result=MISSING; plannedDecision=REBUILD_KEEP_URL,Câu Hỏi Chăm Sóc Khách Hàng Cũ & Kịch Bản CSKH Hiệu Quả
15604,https://gcalls.co/giai-phap-cham-soc-khach-hang-nao-toi-uu-nhat/,,HUB-05,/gcalls-cx/ ; /tong-dai-tich-hop-helpdesk/,P1,1227,REBUILD_KEEP_URL,MISSING,"PREPARE_IMPORT — rebuild body, keep legacy URL",none (URL preserved); verify not already on demo before write,result=MISSING; plannedDecision=REBUILD_KEEP_URL,Giải Pháp Chăm Sóc Khách Hàng Nào Tối Ưu Nhất?
15660,https://gcalls.co/chien-luoc-giu-chan-khach-hang-hieu-qua-nhat/,,HUB-05,/gcalls-cx/ ; /tong-dai-tich-hop-helpdesk/,P1,1072,REBUILD_KEEP_URL,MISSING,"PREPARE_IMPORT — rebuild body, keep legacy URL",none (URL preserved); verify not already on demo before write,result=MISSING; plannedDecision=REBUILD_KEEP_URL,Chiến Lược Giữ Chân Khách Hàng Hiệu Quả Nhất
15681,https://gcalls.co/tin-nhan-cham-soc-khach-hang-cu-giup-gia-tang-hieu-qua/,,HUB-05,/gcalls-cx/ ; /tong-dai-tich-hop-helpdesk/,P1,1390,REBUILD_KEEP_URL,MISSING,"PREPARE_IMPORT — rebuild body, keep legacy URL",none (URL preserved); verify not already on demo before write,result=MISSING; plannedDecision=REBUILD_KEEP_URL,Tin Nhắn Chăm Sóc Khách Hàng Cũ Giúp Gia Tăng Hiệu Quả
15724,https://gcalls.co/bi-quyet-cham-soc-khach-hang-tuyet-dinh-nhat/,,HUB-05,/gcalls-cx/ ; /tong-dai-tich-hop-helpdesk/,P1,1084,REBUILD_KEEP_URL,MISSING,"PREPARE_IMPORT — rebuild body, keep legacy URL",none (URL preserved); verify not already on demo before write,result=MISSING; plannedDecision=REBUILD_KEEP_URL,Bí Quyết Chăm Sóc Khách Hàng Tuyệt Đỉnh Nhất
15830,https://gcalls.co/mo-hinh-trai-nghiem-khach-hang-la-gi/,,HUB-05,/gcalls-cx/ ; /tong-dai-tich-hop-helpdesk/,P1,1494,REBUILD_KEEP_URL,MISSING,"PREPARE_IMPORT — rebuild body, keep legacy URL",none (URL preserved); verify not already on demo before write,result=MISSING; plannedDecision=REBUILD_KEEP_URL,Mô Hình Trải Nghiệm Khách Hàng Là Gì?
15943,https://gcalls.co/chuong-trinh-cham-soc-khach-hang-toi-uu-nhat/,,HUB-05,/gcalls-cx/ ; /tong-dai-tich-hop-helpdesk/,P1,1075,REBUILD_KEEP_URL,MISSING,"PREPARE_IMPORT — rebuild body, keep legacy URL",none (URL preserved); verify not already on demo before write,result=MISSING; plannedDecision=REBUILD_KEEP_URL,Chương Trình Chăm Sóc Khách Hàng Tối Ưu Nhất
16005,https://gcalls.co/he-thong-cham-soc-khach-hang-loi-ich-va-6-tinh-nang/,,HUB-05,/gcalls-cx/ ; /tong-dai-tich-hop-helpdesk/,P1,1459,REBUILD_KEEP_URL,MISSING,"PREPARE_IMPORT — rebuild body, keep legacy URL",none (URL preserved); verify not already on demo before write,result=MISSING; plannedDecision=REBUILD_KEEP_URL,Hệ Thống Chăm Sóc Khách Hàng: Lợi Ích Và 6 Tính Năng
16035,https://gcalls.co/8-cach-nang-cao-trai-nghiem-dich-vu-khach-hang/,,HUB-05,/gcalls-cx/ ; /tong-dai-tich-hop-helpdesk/,P1,1233,REBUILD_KEEP_URL,MISSING,"PREPARE_IMPORT — rebuild body, keep legacy URL",none (URL preserved); verify not already on demo before write,result=MISSING; plannedDecision=REBUILD_KEEP_URL,8 Cách Nâng Cao Trải Nghiệm Dịch Vụ Khách Hàng
16109,https://gcalls.co/chu-y-khi-xay-dung-so-do-quy-trinh-cham-soc-khach-hang/,,HUB-05,/gcalls-cx/ ; /tong-dai-tich-hop-helpdesk/,P1,1212,REBUILD_KEEP_URL,MISSING,"PREPARE_IMPORT — rebuild body, keep legacy URL",none (URL preserved); verify not already on demo before write,result=MISSING; plannedDecision=REBUILD_KEEP_URL,Chú Ý Khi Xây Dựng Sơ Đồ Quy Trình Chăm Sóc Khách Hàng
16145,https://gcalls.co/phuong-phap-cham-soc-khach-hang-hieu-qua/,,HUB-05,/gcalls-cx/ ; /tong-dai-tich-hop-helpdesk/,P1,1320,REBUILD_KEEP_URL,MISSING,"PREPARE_IMPORT — rebuild body, keep legacy URL",none (URL preserved); verify not already on demo before write,result=MISSING; plannedDecision=REBUILD_KEEP_URL,Phương Pháp Chăm Sóc Khách Hàng Hiệu Quả Nhất Hiện Nay
439,https://gcalls.co/goc-nhin-cua-doanh-nghiep-va-khach-hang-ve-tong-dai-cskh-va-ban-hang/,,HUB-05,/gcalls-cx/ ; /tong-dai-tich-hop-helpdesk/,P1,528,REBUILD_KEEP_URL,MISSING,"PREPARE_IMPORT — rebuild body, keep legacy URL",none (URL preserved); verify not already on demo before write,result=MISSING; plannedDecision=REBUILD_KEEP_URL,Góc nhìn của doanh nghiệp và khách hàng về tổng đài CSKH và bán hàng
861,https://gcalls.co/11-chi-so-danh-gia-quan-trong-doi-voi-bo-phan-cham-soc-khach-hang/,,HUB-05,/gcalls-cx/ ; /tong-dai-tich-hop-helpdesk/,P1,2866,REBUILD_KEEP_URL,MISSING,"PREPARE_IMPORT — rebuild body, keep legacy URL",none (URL preserved); verify not already on demo before write,result=MISSING; plannedDecision=REBUILD_KEEP_URL,11 chỉ số đánh giá quan trọng đối với bộ phận Chăm Sóc Khách Hàng
872,https://gcalls.co/cong-nghe-dang-thay-doi-cach-moi-nguoi-lam-viec-tu-xa-nhu-the-nao/,,HUB-10,/lien-he/ ; /gcalls-plus-webphone/,P1,2015,REBUILD_KEEP_URL,MISSING,"PREPARE_IMPORT — rebuild body, keep legacy URL",none (URL preserved); verify not already on demo before write,result=MISSING; plannedDecision=REBUILD_KEEP_URL,Công nghệ đang thay đổi cách mọi người làm việc từ xa như thế nào?
897,https://gcalls.co/10-cong-nghe-phai-co-de-co-the-xay-dung-team-lam-viec-tu-xa-hieu-qua/,,HUB-10,/lien-he/ ; /gcalls-plus-webphone/,P1,1213,REBUILD_KEEP_URL,MISSING,"PREPARE_IMPORT — rebuild body, keep legacy URL",none (URL preserved); verify not already on demo before write,result=MISSING; plannedDecision=REBUILD_KEEP_URL,10 công nghệ mà bạn phải có để có thể xây dựng Team làm việc từ xa hiệu quả
10742,https://gcalls.co/quyet-toan-thue-tncn-doanh-nghiep-va-nguoi-lao-dong-can-biet/,,HUB-11,/gcalls-plus-webphone/,P2,1649,REBUILD_UPDATE_TOPIC,MISSING,PREPARE_IMPORT — rebuild + retopic per editorial plan (new slug),possible cannibalization/slug change — check editorial-cannibalization-map.csv,result=MISSING; plannedDecision=REBUILD_UPDATE_TOPIC,Quyết toán thuế TNCN - Doanh nghiệp và người lao động cần biết
12281,https://gcalls.co/sms-marketing-la-gi-vi-sao-ban-nen-dung-sms-marketing/,,HUB-11,/gcalls-plus-webphone/,P2,1392,REBUILD_UPDATE_TOPIC,MISSING,PREPARE_IMPORT — rebuild + retopic per editorial plan (new slug),possible cannibalization/slug change — check editorial-cannibalization-map.csv,result=MISSING; plannedDecision=REBUILD_UPDATE_TOPIC,SMS Marketing Là Gì? Vì Sao Bạn Nên Dùng SMS Marketing?
12293,https://gcalls.co/phan-mem-sms-marketing-va-nhung-dieu-can-biet/,,HUB-11,/gcalls-plus-webphone/,P2,1075,REBUILD_UPDATE_TOPIC,MISSING,PREPARE_IMPORT — rebuild + retopic per editorial plan (new slug),possible cannibalization/slug change — check editorial-cannibalization-map.csv,result=MISSING; plannedDecision=REBUILD_UPDATE_TOPIC,Phần Mềm SMS Marketing Và Những Điều Cần Biết
12309,https://gcalls.co/dich-vu-tin-nhan-sms-brandname-la-gi/,,HUB-11,/gcalls-plus-webphone/,P2,1268,REBUILD_UPDATE_TOPIC,MISSING,PREPARE_IMPORT — rebuild + retopic per editorial plan (new slug),possible cannibalization/slug change — check editorial-cannibalization-map.csv,result=MISSING; plannedDecision=REBUILD_UPDATE_TOPIC,Dịch Vụ Tin Nhắn SMS Brandname Là Gì?
12326,https://gcalls.co/sms-brandname-la-gi-gom-may-loai-va-co-loi-ich-gi-cho-doanh-nghiep/,,HUB-11,/gcalls-plus-webphone/,P2,965,REBUILD_UPDATE_TOPIC,MISSING,PREPARE_IMPORT — rebuild + retopic per editorial plan (new slug),possible cannibalization/slug change — check editorial-cannibalization-map.csv,result=MISSING; plannedDecision=REBUILD_UPDATE_TOPIC,"Sms Brandname Là Gì, Gồm Mấy Loại Và Có Lợi Ích Gì Cho Doanh Nghiệp?"
12590,https://gcalls.co/phan-mem-sms-brandname-nao-tot-nhat/,,HUB-11,/gcalls-plus-webphone/,P2,1239,REBUILD_UPDATE_TOPIC,MISSING,PREPARE_IMPORT — rebuild + retopic per editorial plan (new slug),possible cannibalization/slug change — check editorial-cannibalization-map.csv,result=MISSING; plannedDecision=REBUILD_UPDATE_TOPIC,Phần Mềm SMS Brandname Nào Tốt Nhất?
