Legacy Post ID,New Title,HUB,Image Classification,What it must show,Aspect Ratio,Dimensions,Image Source,Data to mask,Planned Alt Text,Used on,Reusable
2835,Liệu Salesforce có phải là phần mềm CRM tốt nhất trên thị trường?,HUB-03,CUSTOM_DIAGRAM_REQUIRED,Purpose-drawn diagram of the flow or architecture described in the article,16:9,1600x900,NEW inline SVG / design tool,None — no real data depicted,"Minh họa crm, helpdesk và tích hợp — Liệu Salesforce có phải là phần mềm CRM tốt nhất trên thị tr",Featured + 1-3 in-article,YES within hub
2850,Ưu và nhược điểm của Zendesk: Đâu là phần mềm help desk tốt nhất?,HUB-03,CUSTOM_DIAGRAM_REQUIRED,Purpose-drawn diagram of the flow or architecture described in the article,16:9,1600x900,NEW inline SVG / design tool,None — no real data depicted,"Minh họa crm, helpdesk và tích hợp — Ưu và nhược điểm của Zendesk: Đâu là phần mềm help desk tốt ",Featured + 1-3 in-article,YES within hub
2864,Phần mềm Pancake POS: Tính năng và những ưu nhược điểm cần biết,HUB-03,CUSTOM_DIAGRAM_REQUIRED,Purpose-drawn diagram of the flow or architecture described in the article,16:9,1600x900,NEW inline SVG / design tool,None — no real data depicted,"Minh họa crm, helpdesk và tích hợp — Phần mềm Pancake POS: Tính năng và những ưu nhược điểm cần b",Featured + 1-3 in-article,YES within hub
2883,Sapo POS là gì? Phần mềm Sapo POS có tốt không?,HUB-03,CUSTOM_DIAGRAM_REQUIRED,Purpose-drawn diagram of the flow or architecture described in the article,16:9,1600x900,NEW inline SVG / design tool,None — no real data depicted,"Minh họa crm, helpdesk và tích hợp — Sapo POS là gì? Phần mềm Sapo POS có tốt không?",Featured + 1-3 in-article,YES within hub
2920,36 mẹo telesales để bán hàng thành công năm 2021 (PHẦN 1),HUB-04,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa telesales và sales operations — 36 mẹo telesales để bán hàng thành công năm 2021 (PHẦN 1),Featured + 1-3 in-article,NO — article-specific
2930,36 Mẹo telesales để bán hàng thành công năm 2021 (PHẦN CUỐI),HUB-04,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa telesales và sales operations — 36 Mẹo telesales để bán hàng thành công năm 2021 (PHẦN CUỐI),Featured + 1-3 in-article,NO — article-specific
2958,Bán hàng qua điện thoại: Làm gì nếu khách hàng nói không có thời gian?,HUB-04,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa telesales và sales operations — Bán hàng qua điện thoại: Làm gì nếu khách hàng nói không có ,Featured + 1-3 in-article,NO — article-specific
10727,9 quy tắc giao tiếp qua điện thoại với khách hàng mà tổng đài viên cần biết,HUB-01,CUSTOM_DIAGRAM_REQUIRED,Purpose-drawn diagram of the flow or architecture described in the article,16:9,1600x900,NEW inline SVG / design tool,None — no real data depicted,Minh họa tổng đài và call center — 9 quy tắc giao tiếp qua điện thoại với khách hàng mà tổng đà,Featured + 1-3 in-article,YES within hub
10728,Dịch vụ khách hàng chủ động: Chiến lược và giá trị đối với doanh nghiệp,HUB-11,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa vận hành doanh nghiệp — Dịch vụ khách hàng chủ động: Chiến lược và giá trị đối với d,Featured + 1-3 in-article,NO — article-specific
10729,Làm gì để tạo cuộc khảo sát về mức độ hài lòng của khách hàng hiệu quả?,HUB-05,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa customer service và customer experience — Làm gì để tạo cuộc khảo sát về mức độ hài lòng của khách hàn,Featured + 1-3 in-article,NO — article-specific
10730,Hướng dẫn các bước xử lý tình huống khách hàng phàn nàn,HUB-04,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa telesales và sales operations — Hướng dẫn các bước xử lý tình huống khách hàng phàn nàn,Featured + 1-3 in-article,NO — article-specific
10731,Khách hàng tự phục vụ và các ví dụ về loại hình trang web self-service,HUB-05,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa customer service và customer experience — Khách hàng tự phục vụ và các ví dụ về loại hình trang web se,Featured + 1-3 in-article,NO — article-specific
10733,Cuộc gọi tiếp thị qua điện thoại là gì và cách thực hiện cuộc gọi hiệu quả?,HUB-04,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa telesales và sales operations — Cuộc gọi tiếp thị qua điện thoại là gì và cách thực hiện cuộ,Featured + 1-3 in-article,NO — article-specific
10734,Cách tiếp thị qua điện thoại hiệu quả xử lý 3 lời từ chối cuộc gọi chào hàng,HUB-04,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa telesales và sales operations — Cách tiếp thị qua điện thoại hiệu quả xử lý 3 lời từ chối cu,Featured + 1-3 in-article,NO — article-specific
10740,Bộ câu hỏi phỏng vấn chuyên viên Telemarketing và Telesales,HUB-04,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa telesales và sales operations — Bộ câu hỏi phỏng vấn chuyên viên Telemarketing và Telesales,Featured + 1-3 in-article,NO — article-specific
10741,8 lời khuyên dành cho nhà quản lý Call Center,HUB-01,CUSTOM_DIAGRAM_REQUIRED,Purpose-drawn diagram of the flow or architecture described in the article,16:9,1600x900,NEW inline SVG / design tool,None — no real data depicted,Minh họa tổng đài và call center — 8 lời khuyên dành cho nhà quản lý Call Center,Featured + 1-3 in-article,YES within hub
10742,Quyết toán thuế TNCN - Doanh nghiệp và người lao động cần biết,HUB-11,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa vận hành doanh nghiệp — Quyết toán thuế TNCN - Doanh nghiệp và người lao động cần bi,Featured + 1-3 in-article,NO — article-specific
10743,Hướng dẫn nhân viên tư vấn bán hàng cách xử lý khách hàng nóng tính,HUB-04,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa telesales và sales operations — Hướng dẫn nhân viên tư vấn bán hàng cách xử lý khách hàng nó,Featured + 1-3 in-article,NO — article-specific
10745,Xây dựng chiến lược email follow-up giúp bán hàng hiệu quả (Phần 1),HUB-04,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa telesales và sales operations — Xây dựng chiến lược email follow-up giúp bán hàng hiệu quả (,Featured + 1-3 in-article,NO — article-specific
10746,Xây dựng chiến lược email follow-up giúp bán hàng hiệu quả (Phần cuối),HUB-04,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa telesales và sales operations — Xây dựng chiến lược email follow-up giúp bán hàng hiệu quả (,Featured + 1-3 in-article,NO — article-specific
10747,7 bước lập kế hoạch telesales hiệu quả,HUB-04,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa telesales và sales operations — 7 bước lập kế hoạch telesales hiệu quả,Featured + 1-3 in-article,NO — article-specific
10748,5 điều về trải nghiệm khách hàng mà mọi nhân viên bán hàng nên biết,HUB-04,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa telesales và sales operations — 5 điều về trải nghiệm khách hàng mà mọi nhân viên bán hàng n,Featured + 1-3 in-article,NO — article-specific
10749,EBOOK: MẪU KỊCH BẢN CHĂM SÓC KHÁCH HÀNG QUA ĐIỆN THOẠI,HUB-05,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa customer service và customer experience — EBOOK: MẪU KỊCH BẢN CHĂM SÓC KHÁCH HÀNG QUA ĐIỆN THOẠI,Featured + 1-3 in-article,NO — article-specific
10750,Cách bán hàng hiệu quả bằng giọng nói,HUB-04,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa telesales và sales operations — Cách bán hàng hiệu quả bằng giọng nói,Featured + 1-3 in-article,NO — article-specific
10751,5 bước để thiết kế một kịch bản bán hàng thành công,HUB-04,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa telesales và sales operations — 5 bước để thiết kế một kịch bản bán hàng thành công,Featured + 1-3 in-article,NO — article-specific
10752,Đừng báo giá giải pháp trước khi truyền tải được giá trị đến khách hàng,HUB-04,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa telesales và sales operations — Đừng báo giá giải pháp trước khi truyền tải được giá trị đến,Featured + 1-3 in-article,NO — article-specific
10753,Mẫu bảng đánh giá nhân viên bán hàng mới nhất,HUB-04,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa telesales và sales operations — Mẫu bảng đánh giá nhân viên bán hàng mới nhất,Featured + 1-3 in-article,NO — article-specific
10754,Cuộc họp đánh giá bán hàng hàng năm: 8 bước để thực hiện hiệu quả,HUB-04,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa telesales và sales operations — Cuộc họp đánh giá bán hàng hàng năm: 8 bước để thực hiện hiệ,Featured + 1-3 in-article,NO — article-specific
10756,Sales: Telesales và Telemarketing,HUB-04,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa telesales và sales operations — Sales: Telesales và Telemarketing,Featured + 1-3 in-article,NO — article-specific
12281,SMS Marketing Là Gì? Vì Sao Bạn Nên Dùng SMS Marketing?,HUB-11,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa vận hành doanh nghiệp — SMS Marketing Là Gì? Vì Sao Bạn Nên Dùng SMS Marketing?,Featured + 1-3 in-article,NO — article-specific
12293,Phần Mềm SMS Marketing Và Những Điều Cần Biết,HUB-11,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa vận hành doanh nghiệp — Phần Mềm SMS Marketing Và Những Điều Cần Biết,Featured + 1-3 in-article,NO — article-specific
12309,Dịch Vụ Tin Nhắn SMS Brandname Là Gì?,HUB-11,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa vận hành doanh nghiệp — Dịch Vụ Tin Nhắn SMS Brandname Là Gì?,Featured + 1-3 in-article,NO — article-specific
12326,"Sms Brandname Là Gì, Gồm Mấy Loại Và Có Lợi Ích Gì Cho Doanh Nghiệp?",HUB-11,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,"Minh họa vận hành doanh nghiệp — Sms Brandname Là Gì, Gồm Mấy Loại Và Có Lợi Ích Gì Cho Doanh",Featured + 1-3 in-article,NO — article-specific
12590,Phần Mềm SMS Brandname Nào Tốt Nhất?,HUB-11,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa vận hành doanh nghiệp — Phần Mềm SMS Brandname Nào Tốt Nhất?,Featured + 1-3 in-article,NO — article-specific
12599,SMS Marketing Giá Rẻ - Báo Giá Nhanh - Hiệu Quả Hàng Đầu,HUB-11,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa vận hành doanh nghiệp — SMS Marketing Giá Rẻ - Báo Giá Nhanh - Hiệu Quả Hàng Đầu,Featured + 1-3 in-article,NO — article-specific
12625,"SMS Brandname Giá Rẻ, Uy Tín Tại Gcalls",HUB-11,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,"Minh họa vận hành doanh nghiệp — SMS Brandname Giá Rẻ, Uy Tín Tại Gcalls",Featured + 1-3 in-article,NO — article-specific
12686,Học Ngay 5 Kinh Nghiệm Bán Hàng Trên Shopee Cực Hiệu Quả 2022,HUB-04,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa telesales và sales operations — Học Ngay 5 Kinh Nghiệm Bán Hàng Trên Shopee Cực Hiệu Quả 202,Featured + 1-3 in-article,NO — article-specific
12751,"Kinh Nghiệm Kinh Doanh Shopee, Bán Hàng Online Hiệu Quả",HUB-04,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,"Minh họa telesales và sales operations — Kinh Nghiệm Kinh Doanh Shopee, Bán Hàng Online Hiệu Quả",Featured + 1-3 in-article,NO — article-specific
12770,Shopee Template Và Cách Thiết Kế Chi Tiết Trên Canva,HUB-08,CUSTOM_DIAGRAM_REQUIRED,Purpose-drawn diagram of the flow or architecture described in the article,16:9,1600x900,NEW inline SVG / design tool,None — no real data depicted,"Minh họa voicebot, ai và tự động hóa — Shopee Template Và Cách Thiết Kế Chi Tiết Trên Canva",Featured + 1-3 in-article,YES within hub
12797,Khóa Học Bán Hàng Trên Shopee Nào Hiệu Quả Nhất,HUB-04,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa telesales và sales operations — Khóa Học Bán Hàng Trên Shopee Nào Hiệu Quả Nhất,Featured + 1-3 in-article,NO — article-specific
12991,Kinh Nghiệm Bán Hàng Trên Lazada Cho Người Mới Bắt Đầu,HUB-04,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa telesales và sales operations — Kinh Nghiệm Bán Hàng Trên Lazada Cho Người Mới Bắt Đầu,Featured + 1-3 in-article,NO — article-specific
13012,Kinh Nghiệm Kinh Doanh Lazada Dành Cho Người Mới Bắt Đầu,HUB-04,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa telesales và sales operations — Kinh Nghiệm Kinh Doanh Lazada Dành Cho Người Mới Bắt Đầu,Featured + 1-3 in-article,NO — article-specific
13020,Khóa Học Kinh Doanh Shopee Hiệu Quả Trong Top 3,HUB-04,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa telesales và sales operations — Khóa Học Kinh Doanh Shopee Hiệu Quả Trong Top 3,Featured + 1-3 in-article,NO — article-specific
13047,Cách Tối Ưu Sản Phẩm Trên Shopee Hiệu Quả Nhất,HUB-04,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa telesales và sales operations — Cách Tối Ưu Sản Phẩm Trên Shopee Hiệu Quả Nhất,Featured + 1-3 in-article,NO — article-specific
13094,Tối Ưu Quảng Cáo Lazada Hiệu Quả Và Chuyên Nghiệp,HUB-04,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa telesales và sales operations — Tối Ưu Quảng Cáo Lazada Hiệu Quả Và Chuyên Nghiệp,Featured + 1-3 in-article,NO — article-specific
13167,Cách Tối Ưu Sản Phẩm Trên Lazada,HUB-04,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa telesales và sales operations — Cách Tối Ưu Sản Phẩm Trên Lazada,Featured + 1-3 in-article,NO — article-specific
13208,Dịch Vụ Call Center Là Gì? Công Ty Cung Cấp Uy Tín Nhất,HUB-01,CUSTOM_DIAGRAM_REQUIRED,Purpose-drawn diagram of the flow or architecture described in the article,16:9,1600x900,NEW inline SVG / design tool,None — no real data depicted,Minh họa tổng đài và call center — Dịch Vụ Call Center Là Gì? Công Ty Cung Cấp Uy Tín Nhất,Featured + 1-3 in-article,YES within hub
13242,Tổng Đài Ảo Miễn Phí Là Gì? Top 5+ Tổng Đài Ảo Miễn Phí CRM,HUB-01,CUSTOM_DIAGRAM_REQUIRED,Purpose-drawn diagram of the flow or architecture described in the article,16:9,1600x900,NEW inline SVG / design tool,None — no real data depicted,Minh họa tổng đài và call center — Tổng Đài Ảo Miễn Phí Là Gì? Top 5+ Tổng Đài Ảo Miễn Phí CRM,Featured + 1-3 in-article,YES within hub
13286,Tổng Đài Ảo Là Gì? Lợi Ích Hàng Đầu Dành Cho Doanh Nghiệp,HUB-01,CUSTOM_DIAGRAM_REQUIRED,Purpose-drawn diagram of the flow or architecture described in the article,16:9,1600x900,NEW inline SVG / design tool,None — no real data depicted,Minh họa tổng đài và call center — Tổng Đài Ảo Là Gì? Lợi Ích Hàng Đầu Dành Cho Doanh Nghiệp,Featured + 1-3 in-article,YES within hub
13378,Giải Pháp Tổng Đài Chăm Sóc Khách Hàng: Bỏ Vốn 1 Một Lời 10,HUB-01,CUSTOM_DIAGRAM_REQUIRED,Purpose-drawn diagram of the flow or architecture described in the article,16:9,1600x900,NEW inline SVG / design tool,None — no real data depicted,Minh họa tổng đài và call center — Giải Pháp Tổng Đài Chăm Sóc Khách Hàng: Bỏ Vốn 1 Một Lời 10,Featured + 1-3 in-article,YES within hub
13388,Tổng Đài Nội Bộ Ảo Khác Tổng Đài Ảo Điểm Nào?,HUB-01,CUSTOM_DIAGRAM_REQUIRED,Purpose-drawn diagram of the flow or architecture described in the article,16:9,1600x900,NEW inline SVG / design tool,None — no real data depicted,Minh họa tổng đài và call center — Tổng Đài Nội Bộ Ảo Khác Tổng Đài Ảo Điểm Nào?,Featured + 1-3 in-article,YES within hub
13409,Giải Pháp Tổng Đài Hỗ Trợ - Ưu Nhược Điểm,HUB-01,CUSTOM_DIAGRAM_REQUIRED,Purpose-drawn diagram of the flow or architecture described in the article,16:9,1600x900,NEW inline SVG / design tool,None — no real data depicted,Minh họa tổng đài và call center — Giải Pháp Tổng Đài Hỗ Trợ - Ưu Nhược Điểm,Featured + 1-3 in-article,YES within hub
13426,Lắp Đặt Tổng Đài Ảo Có Lợi Ích Gì?,HUB-01,CUSTOM_DIAGRAM_REQUIRED,Purpose-drawn diagram of the flow or architecture described in the article,16:9,1600x900,NEW inline SVG / design tool,None — no real data depicted,Minh họa tổng đài và call center — Lắp Đặt Tổng Đài Ảo Có Lợi Ích Gì?,Featured + 1-3 in-article,YES within hub
13427,Giải Pháp Tổng Đài Ảo Không Dây Có Gì Tốt?,HUB-01,CUSTOM_DIAGRAM_REQUIRED,Purpose-drawn diagram of the flow or architecture described in the article,16:9,1600x900,NEW inline SVG / design tool,None — no real data depicted,Minh họa tổng đài và call center — Giải Pháp Tổng Đài Ảo Không Dây Có Gì Tốt?,Featured + 1-3 in-article,YES within hub
13483,Tổng Đài Công Nghệ Là Gì? Có Nên Đầu Tư Vào Tổng Đài Ảo?,HUB-01,CUSTOM_DIAGRAM_REQUIRED,Purpose-drawn diagram of the flow or architecture described in the article,16:9,1600x900,NEW inline SVG / design tool,None — no real data depicted,Minh họa tổng đài và call center — Tổng Đài Công Nghệ Là Gì? Có Nên Đầu Tư Vào Tổng Đài Ảo?,Featured + 1-3 in-article,YES within hub
13899,Top 4 Kỹ Năng Chăm Sóc Khách Hàng Qua Điện Thoại,HUB-05,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa customer service và customer experience — Top 4 Kỹ Năng Chăm Sóc Khách Hàng Qua Điện Thoại,Featured + 1-3 in-article,NO — article-specific
14292,Marketing Automation Là Gì? Những Thông Tin Cần Biết,HUB-08,CUSTOM_DIAGRAM_REQUIRED,Purpose-drawn diagram of the flow or architecture described in the article,16:9,1600x900,NEW inline SVG / design tool,None — no real data depicted,"Minh họa voicebot, ai và tự động hóa — Marketing Automation Là Gì? Những Thông Tin Cần Biết",Featured + 1-3 in-article,YES within hub
14415,Kế Hoạch Chăm Sóc Khách Hàng Cũ Hiệu Quả Nhất,HUB-05,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa customer service và customer experience — Kế Hoạch Chăm Sóc Khách Hàng Cũ Hiệu Quả Nhất,Featured + 1-3 in-article,NO — article-specific
14462,Hotline Là Gì? Có Những Loại Đầu Số Hotline Nào Hiện Nay?,HUB-01,CUSTOM_DIAGRAM_REQUIRED,Purpose-drawn diagram of the flow or architecture described in the article,16:9,1600x900,NEW inline SVG / design tool,None — no real data depicted,Minh họa tổng đài và call center — Hotline Là Gì? Có Những Loại Đầu Số Hotline Nào Hiện Nay?,Featured + 1-3 in-article,YES within hub
14502,IVR Là Gì? Và Những Điều Cần Biết Về IVR,HUB-01,CUSTOM_DIAGRAM_REQUIRED,Purpose-drawn diagram of the flow or architecture described in the article,16:9,1600x900,NEW inline SVG / design tool,None — no real data depicted,Minh họa tổng đài và call center — IVR Là Gì? Và Những Điều Cần Biết Về IVR,Featured + 1-3 in-article,YES within hub
14506,Quy Trình Chăm Sóc Khách Hàng Sau Bán Hàng,HUB-04,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa telesales và sales operations — Quy Trình Chăm Sóc Khách Hàng Sau Bán Hàng,Featured + 1-3 in-article,NO — article-specific
14522,ACD Là Gì? Ứng Dụng Thực Tế Của ACD Vào Call Center,HUB-01,CUSTOM_DIAGRAM_REQUIRED,Purpose-drawn diagram of the flow or architecture described in the article,16:9,1600x900,NEW inline SVG / design tool,None — no real data depicted,Minh họa tổng đài và call center — ACD Là Gì? Ứng Dụng Thực Tế Của ACD Vào Call Center,Featured + 1-3 in-article,YES within hub
14536,Dịch Vụ Tổng Đài Ảo - 13 Tính Năng Nổi Bật,HUB-01,CUSTOM_DIAGRAM_REQUIRED,Purpose-drawn diagram of the flow or architecture described in the article,16:9,1600x900,NEW inline SVG / design tool,None — no real data depicted,Minh họa tổng đài và call center — Dịch Vụ Tổng Đài Ảo - 13 Tính Năng Nổi Bật,Featured + 1-3 in-article,YES within hub
14539,SIP Trunk Là Gì? Lợi Ích Dịch Vụ Này Mang Đến Như Thế Nào?,HUB-11,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa vận hành doanh nghiệp — SIP Trunk Là Gì? Lợi Ích Dịch Vụ Này Mang Đến Như Thế Nào?,Featured + 1-3 in-article,NO — article-specific
14560,Số Tổng Đài 1800 Là Gì? Hướng Dẫn Đăng Ký Đầu Số 1800 Đơn Giản,HUB-01,CUSTOM_DIAGRAM_REQUIRED,Purpose-drawn diagram of the flow or architecture described in the article,16:9,1600x900,NEW inline SVG / design tool,None — no real data depicted,Minh họa tổng đài và call center — Số Tổng Đài 1800 Là Gì? Hướng Dẫn Đăng Ký Đầu Số 1800 Đơn Gi,Featured + 1-3 in-article,YES within hub
14568,Giải Đáp Thông Tin Về VoIP Và Ứng Dụng Thực Tế,HUB-01,CUSTOM_DIAGRAM_REQUIRED,Purpose-drawn diagram of the flow or architecture described in the article,16:9,1600x900,NEW inline SVG / design tool,None — no real data depicted,Minh họa tổng đài và call center — Giải Đáp Thông Tin Về VoIP Và Ứng Dụng Thực Tế,Featured + 1-3 in-article,YES within hub
14607,Mẫu Lời Chào Tổng Đài Điện Thoại Phổ Biến Hiện Nay,HUB-01,CUSTOM_DIAGRAM_REQUIRED,Purpose-drawn diagram of the flow or architecture described in the article,16:9,1600x900,NEW inline SVG / design tool,None — no real data depicted,Minh họa tổng đài và call center — Mẫu Lời Chào Tổng Đài Điện Thoại Phổ Biến Hiện Nay,Featured + 1-3 in-article,YES within hub
14614,Service Level Agreement Là Gì? Từ A - Z Thông Tin Về SLA,HUB-11,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa vận hành doanh nghiệp — Service Level Agreement Là Gì? Từ A - Z Thông Tin Về SLA,Featured + 1-3 in-article,NO — article-specific
14787,Cách Xử Lý Các Tình Huống Chăm Sóc Khách Hàng,HUB-04,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa telesales và sales operations — Cách Xử Lý Các Tình Huống Chăm Sóc Khách Hàng,Featured + 1-3 in-article,NO — article-specific
14797,Tin Nhắn Chăm Sóc Khách Hàng Cũ Hiệu Quả Nhất,HUB-05,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa customer service và customer experience — Tin Nhắn Chăm Sóc Khách Hàng Cũ Hiệu Quả Nhất,Featured + 1-3 in-article,NO — article-specific
14870,On Premise Là Gì Và Đây Có Phải Là Giải Pháp Tốt Nhất?,HUB-11,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa vận hành doanh nghiệp — On Premise Là Gì Và Đây Có Phải Là Giải Pháp Tốt Nhất?,Featured + 1-3 in-article,NO — article-specific
14890,Hệ Thống Tổng Đài Điện Thoại Chuẩn Là Như Thế Nào?,HUB-01,CUSTOM_DIAGRAM_REQUIRED,Purpose-drawn diagram of the flow or architecture described in the article,16:9,1600x900,NEW inline SVG / design tool,None — no real data depicted,Minh họa tổng đài và call center — Hệ Thống Tổng Đài Điện Thoại Chuẩn Là Như Thế Nào?,Featured + 1-3 in-article,YES within hub
14902,Dịch Vụ Chăm Sóc Khách Hàng Là Gì?,HUB-05,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa customer service và customer experience — Dịch Vụ Chăm Sóc Khách Hàng Là Gì?,Featured + 1-3 in-article,NO — article-specific
15008,Tổng Đài IP Và Những Khác Biệt So Với Tổng Đài Analog,HUB-01,CUSTOM_DIAGRAM_REQUIRED,Purpose-drawn diagram of the flow or architecture described in the article,16:9,1600x900,NEW inline SVG / design tool,None — no real data depicted,Minh họa tổng đài và call center — Tổng Đài IP Và Những Khác Biệt So Với Tổng Đài Analog,Featured + 1-3 in-article,YES within hub
