ID,Post ID,Title,Slug,Route,Status,Category,Content Pillar,Search Intent,Primary Keyword,Secondary Keywords,Target Persona,Current Word Count,Target Word Count,Content Quality,SEO Title,Meta Description,H1 Count,Internal Links In,Internal Links Out,Product CTA,Image Status,Claim Risk,Action,Final Status
BLOG-033,1351,6 cách nhắn tin cho khách hàng đạt hiệu quả trong quy trình bán hàng,6-cach-nhan-tin-cho-khach-hang-dat-hieu-qua-trong-quy-trinh-ban-hang,/6-cach-nhan-tin-cho-khach-hang-dat-hieu-qua-trong-quy-trinh-ban-hang/,PUBLISH,Bán hàng|Kiến thức,HUB-03 Telesales và Sales Operations,informational-howto,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,2129,2000-3000,STRONG,6 cách nhắn tin cho khách hàng đạt hiệu quả trong quy trình bán hàng,Khi mà Gen Y đang dành rất nhiều thời gian cho nhắn tin thì liệu có nên áp dụng việc nhắn tin cho khách hàng vào trong quy trình bán hàng?,0,0,1,Gcalls Plus Webphone|Tổng đài tích hợp CRM,HAS_FEATURED,NONE,NORMALIZE,AUDITED_PENDING_BATCH
BLOG-034,1368,Phần mềm gọi tự động và lợi ích đối với chiến lược bán hàng,phan-mem-goi-tu-dong-va-loi-ich-doi-voi-chien-luoc-ban-hang,/phan-mem-goi-tu-dong-va-loi-ich-doi-voi-chien-luoc-ban-hang/,PUBLISH,Bán hàng|Kiến thức,HUB-03 Telesales và Sales Operations,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,2111,2000-3000,STRONG,Phần mềm gọi tự động và lợi ích đối với chiến lược bán hàng,Phần mềm gọi tự động là ứng dụng tích hợp trong thiết bị điện tử giúp đơn giản hóa việc quay số thủ công và còn nhiều lợi ích khác nữa.,0,0,1,Gcalls Plus Webphone|Tổng đài tích hợp CRM,HAS_FEATURED,customer_named,VERIFY_LEGAL,AUDITED_PENDING_BATCH
BLOG-035,1381,6 bước xây dựng kịch bản bán hàng đỉnh cao,6-buoc-xay-dung-kich-ban-ban-hang-dinh-cao,/6-buoc-xay-dung-kich-ban-ban-hang-dinh-cao/,PUBLISH,Bán hàng|Kiến thức,HUB-03 Telesales và Sales Operations,informational-howto,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,3469,2000-3000,STRONG,6 bước xây dựng kịch bản bán hàng đỉnh cao,Liệu nên hay không nên sử dụng kịch bản bán hàng? Hãy cùng tìm hiểu câu trả lời cho đội ngũ bán hàng của bạn qua bài viết dưới đây nhé.,0,0,1,Gcalls Plus Webphone|Tổng đài tích hợp CRM,HAS_FEATURED,NONE,NORMALIZE,AUDITED_PENDING_BATCH
BLOG-036,1396,Cách gọi điện thoại cho khách hàng tiềm năng đã mở email,cach-goi-dien-thoai-cho-khach-hang-tiem-nang-da-mo-email,/cach-goi-dien-thoai-cho-khach-hang-tiem-nang-da-mo-email/,PUBLISH,Kiến thức|Telesales,HUB-03 Telesales và Sales Operations,informational-howto,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,3137,2000-3000,STRONG,Cách gọi điện thoại cho khách hàng tiềm năng đã mở email,Làm thế nào để gọi điện thoại cho khách hàng tiềm năng đã mở email bán hàng một cách hiệu quả thay vì khiến họ khó chịu?,0,0,1,Gcalls Plus Webphone|Tổng đài tích hợp CRM,HAS_FEATURED,NONE,NORMALIZE,AUDITED_PENDING_BATCH
BLOG-037,1420,Cách giảm áp lực khi làm telesales,cach-giam-ap-luc-khi-lam-telesales,/cach-giam-ap-luc-khi-lam-telesales/,PUBLISH,Kiến thức|Telesales,HUB-03 Telesales và Sales Operations,informational-howto,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1342,1200-2000,ADEQUATE,Cách giảm áp lực khi làm telesales,Gặp áp lực là tình trạng mà nhiều nhân viên bán hàng qua điện thoại thường gặp phải. Vậy làm thế nào để giảm áp lực khi làm telesales?,0,0,1,Gcalls Plus Webphone|Tổng đài tích hợp CRM,HAS_FEATURED,NONE,NORMALIZE,AUDITED_PENDING_BATCH
BLOG-038,1427,Các chỉ số đánh giá phễu bán hàng hiệu quả,cac-chi-so-danh-gia-pheu-ban-hang-hieu-qua,/cac-chi-so-danh-gia-pheu-ban-hang-hieu-qua/,PUBLISH,Bán hàng|Kiến thức,HUB-03 Telesales và Sales Operations,commercial-investigation,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1605,1200-2000,ADEQUATE,Các chỉ số đánh giá phễu bán hàng hiệu quả,Bạn không biết cách tối ưu hóa phễu bán hàng của mình? Các chỉ số đánh giá phễu bán hàng hiệu quả trong bài viết này sẽ giúp bạn.,0,0,1,Gcalls Plus Webphone|Tổng đài tích hợp CRM,HAS_FEATURED,NONE,NORMALIZE,AUDITED_PENDING_BATCH
BLOG-039,1440,Tiếp thị qua điện thoại: Hướng dẫn nhanh Cold Calling chuyên nghiệp,tiep-thi-qua-dien-thoai-huong-dan-nhanh-cold-calling-chuyen-nghiep,/tiep-thi-qua-dien-thoai-huong-dan-nhanh-cold-calling-chuyen-nghiep/,PUBLISH,Kiến thức|Telesales,HUB-03 Telesales và Sales Operations,informational-howto,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1249,1200-2000,ADEQUATE,Tiếp thị qua điện thoại: Hướng dẫn nhanh Cold Calling chuyên nghiệp,Muốn biết cách trở thành một chuyên gia tiếp thị qua điện thoại? Bài viết dưới đây sẽ là đáp án dành cho bạn.,0,0,2,Gcalls Plus Webphone|Tổng đài tích hợp CRM,HAS_FEATURED,NONE,NORMALIZE,AUDITED_PENDING_BATCH
BLOG-040,1454,Hướng dẫn nhân viên bán hàng SaaS xử lý từ chối giao dịch (Phần 1),huong-dan-nhan-vien-ban-hang-saas-xu-ly-tu-choi-giao-dich-phan-1,/huong-dan-nhan-vien-ban-hang-saas-xu-ly-tu-choi-giao-dich-phan-1/,DRAFT,Bán hàng|Kiến thức,HUB-03 Telesales và Sales Operations,informational-howto,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1871,1200-2000,ADEQUATE,Hướng dẫn nhân viên bán hàng SaaS xử lý từ chối giao dịch (Phần 1),"Đôi khi, một nhân viên bán hàng SaaS cũng sẽ không biết cách xử lý từ chối giao dịch từ khách hàng B2B. Vậy lúc này chúng ta nên làm gì?",0,0,2,Gcalls Plus Webphone|Tổng đài tích hợp CRM,HAS_FEATURED,setup_time,VERIFY_PRODUCT,AUDITED_PENDING_BATCH
BLOG-041,1496,Hướng dẫn nhân viên bán hàng SaaS xử lý từ chối giao dịch (Phần cuối),huong-dan-nhan-vien-ban-hang-saas-xu-ly-tu-choi-giao-dich-phan-cuoi,/huong-dan-nhan-vien-ban-hang-saas-xu-ly-tu-choi-giao-dich-phan-cuoi/,DRAFT,Bán hàng|Kiến thức,HUB-03 Telesales và Sales Operations,informational-howto,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1429,1200-2000,ADEQUATE,Hướng dẫn nhân viên bán hàng SaaS xử lý từ chối giao dịch (Phần cuối),"Đôi khi, một nhân viên bán hàng SaaS cũng sẽ không biết cách xử lý từ chối giao dịch từ khách hàng B2B. Vậy lúc này chúng ta nên làm gì?",0,0,1,Gcalls Plus Webphone|Tổng đài tích hợp CRM,HAS_FEATURED,NONE,NORMALIZE,AUDITED_PENDING_BATCH
BLOG-042,1529,Tiêu chí đánh giá hiệu quả bán hàng,tieu-chi-danh-gia-hieu-qua-ban-hang,/tieu-chi-danh-gia-hieu-qua-ban-hang/,DRAFT,Bán hàng|Kiến thức,HUB-03 Telesales và Sales Operations,commercial-investigation,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,2075,2000-3000,STRONG,Tiêu chí đánh giá hiệu quả bán hàng,Các tiêu chí đánh giá hiệu quả bán hàng có thể cho bạn biết được chiến lược bán hàng của bạn đang hoạt động như thế nào và thiếu sót ở đâu.,0,0,1,Gcalls Plus Webphone|Tổng đài tích hợp CRM,HAS_FEATURED,NONE,NORMALIZE,AUDITED_PENDING_BATCH
BLOG-043,1541,Các bước tổ chức một cuộc họp khách hàng chuyên nghiệp,cac-buoc-to-chuc-mot-cuoc-hop-khach-hang-chuyen-nghiep,/cac-buoc-to-chuc-mot-cuoc-hop-khach-hang-chuyen-nghiep/,DRAFT,Chăm sóc khách hàng|Kiến thức,HUB-04 Customer Service và Customer Experience,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,2765,2000-3000,STRONG,Các bước tổ chức một cuộc họp khách hàng chuyên nghiệp,"Bài viết dưới đây sẽ gợi ý cách để chuẩn bị một cuộc họp khách hàng chu đáo, cũng như 6 bí quyết để tổ chức một chương trình họp hiệu quả.",0,0,1,Gcalls CX|Tổng đài tích hợp Helpdesk,HAS_FEATURED,NONE,NORMALIZE,AUDITED_PENDING_BATCH
BLOG-044,1560,Tiếp thị qua điện thoại: Kỹ năng xử lý từ chối giúp tăng cơ hội bán hàng,tiep-thi-qua-dien-thoai-ky-nang-xu-ly-tu-choi,/tiep-thi-qua-dien-thoai-ky-nang-xu-ly-tu-choi/,PUBLISH,Bán hàng|Kiến thức,HUB-03 Telesales và Sales Operations,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1562,1200-2000,ADEQUATE,Tiếp thị qua điện thoại: Kỹ năng xử lý từ chối giúp tăng cơ hội bán hàng,"Đa số khi tiếp thị qua điện thoại lần đầu tiên, khách hàng tiềm năng thường phản hồi đang bận và hẹn lúc khác. Những lúc này bạn nên làm gì?",0,0,1,Gcalls Plus Webphone|Tổng đài tích hợp CRM,HAS_FEATURED,NONE,NORMALIZE,AUDITED_PENDING_BATCH
BLOG-045,1591,Giọng nói: Yếu tố quyết định thành công trong tiếp thị qua điện thoại,giong-noi-yeu-to-quyet-dinh-thanh-cong-trong-tiep-thi-qua-dien-thoai,/giong-noi-yeu-to-quyet-dinh-thanh-cong-trong-tiep-thi-qua-dien-thoai/,PUBLISH,Bán hàng|Kiến thức,HUB-03 Telesales và Sales Operations,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1442,1200-2000,ADEQUATE,Giọng nói: Yếu tố quyết định thành công trong tiếp thị qua điện thoại,Tiếp thị qua điện thoại là một cách bán hàng hiệu quả nhờ khả năng tiếp cận nhiều khách hàng trong thời gian ngắn với chi phí thấp.,0,0,1,Gcalls Plus Webphone|Tổng đài tích hợp CRM,HAS_FEATURED,NONE,NORMALIZE,AUDITED_PENDING_BATCH
BLOG-046,1617,Ebook: Hướng dẫn các bước xử lý tình huống khách hàng phàn nàn,ebook-huong-dan-cac-buoc-xu-ly-tinh-huong-khach-hang-phan-nan,/ebook-huong-dan-cac-buoc-xu-ly-tinh-huong-khach-hang-phan-nan/,DRAFT,Ebook,HUB-08 Kiến thức vận hành doanh nghiệp,informational-howto,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,581,900-1200,THIN,,,0,0,13,Gcalls Plus Webphone,HAS_FEATURED,NONE,RETIRE_410,AUDITED_PENDING_BATCH
BLOG-047,1705,Cách viết bản tự đánh giá công việc của nhân viên đầy đủ và ấn tượng,cach-viet-ban-tu-danh-gia-cong-viec-cua-nhan-vien,/cach-viet-ban-tu-danh-gia-cong-viec-cua-nhan-vien/,PUBLISH,Kiến thức,HUB-08 Kiến thức vận hành doanh nghiệp,informational-howto,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,4871,2000-3000,STRONG,Cách viết bản tự đánh giá công việc của nhân viên đầy đủ và ấn tượng,Bài viết này sẽ cung cấp cho bạn các hướng dẫn bổ ích để thực hiện bản tự đánh giá công việc của nhân viên đầy đủ và trung thực.,0,0,2,Gcalls Plus Webphone,HAS_FEATURED,perf_30_50,VERIFY_PRODUCT,AUDITED_PENDING_BATCH
BLOG-048,1805,Bán hàng qua điện thoại: 3 câu hỏi bạn nên tự hỏi bản thân trước khi thực hiện cuộc gọi,ban-hang-qua-dien-thoai-3-cau-hoi-ban-nen-tu-hoi-truoc-khi-thuc-hien-cuoc-goi,/ban-hang-qua-dien-thoai-3-cau-hoi-ban-nen-tu-hoi-truoc-khi-thuc-hien-cuoc-goi/,PUBLISH,Bán hàng|Kiến thức,HUB-03 Telesales và Sales Operations,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1179,900-1200,ADEQUATE_SHORT,Bán hàng qua điện thoại: 3 câu hỏi bạn nên tự hỏi bản thân trước khi thực hiện cuộc gọi,Chúng tôi luôn có ba câu hỏi để tự hỏi bản thân trước khi thực hiện những cuộc gọi bán hàng qua điện thoại: Tại sao? Cái gì? Làm thế nào?,0,0,1,Gcalls Plus Webphone|Tổng đài tích hợp CRM,HAS_FEATURED,NONE,NORMALIZE,AUDITED_PENDING_BATCH
BLOG-049,1817,Cách chiếm được lòng tin của khách hàng kín tiếng,cach-chiem-duoc-long-tin-cua-khach-hang-kin-tieng,/cach-chiem-duoc-long-tin-cua-khach-hang-kin-tieng/,PUBLISH,Bán hàng|Kiến thức,HUB-03 Telesales và Sales Operations,informational-howto,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1108,900-1200,ADEQUATE_SHORT,Cách chiếm được lòng tin của khách hàng kín tiếng,Làm gì khi khách hàng từ chối chia sẻ thông tin với bạn? Những mẹo dưới đây sẽ giúp bạn chiếm được lòng tin của khách hàng khi giao tiếp.,0,0,1,Gcalls Plus Webphone|Tổng đài tích hợp CRM,HAS_FEATURED,NONE,NORMALIZE,AUDITED_PENDING_BATCH
BLOG-050,1828,Cải thiện trải nghiệm khách hàng tại Call Center bằng biểu mẫu chấm điểm đánh giá cuộc gọi,cai-thien-trai-nghiem-khach-hang-bang-bieu-mau-cham-diem-danh-gia-cuoc-goi,/cai-thien-trai-nghiem-khach-hang-bang-bieu-mau-cham-diem-danh-gia-cuoc-goi/,PUBLISH,Call Center|Kiến thức,HUB-01 Tổng đài và Call Center,commercial-investigation,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1999,1200-2000,ADEQUATE,Cải thiện trải nghiệm khách hàng tại Call Center bằng biểu mẫu chấm điểm đánh giá cuộc gọi,Biểu mẫu chấm điểm đánh giá cuộc gọi là công cụ giúp nâng cao tính minh bạch và nhất quán trong việc đảm bảo chất lượng tại Call Center.,0,0,1,Cloud Call Center|Gcalls Plus Webphone,HAS_FEATURED,NONE,NORMALIZE,AUDITED_PENDING_BATCH
BLOG-051,1967,Chiến lược mở rộng ra thị trường nước quốc tế,chien-luoc-mo-rong-ra-thi-truong-nuoc-ngoai-va-phuc-vu-khach-hang-quoc-te,/chien-luoc-mo-rong-ra-thi-truong-nuoc-ngoai-va-phuc-vu-khach-hang-quoc-te/,PUBLISH,Call Center|Kiến thức,HUB-01 Tổng đài và Call Center,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,3234,2000-3000,STRONG,Chiến lược mở rộng ra thị trường nước quốc tế,Cách vận hành ở thị trường nội địa có thể không phù hợp với khách hàng quốc tế. Cần phải có chiến lược mở rộng thị trường quốc tế mới!,0,0,2,Cloud Call Center|Gcalls Plus Webphone,HAS_FEATURED,NONE,NORMALIZE,AUDITED_PENDING_BATCH
BLOG-052,1968,Tổng đài quốc tế: Mở rộng thị trường dễ dàng với phần mềm Call Center kết nối số nước ngoài,tong-dai-quoc-te-mo-rong-thi-truong,/tong-dai-quoc-te-mo-rong-thi-truong/,PUBLISH,Call Center|Kiến thức,HUB-01 Tổng đài và Call Center,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1900,1200-2000,ADEQUATE,Tổng đài quốc tế: Mở rộng thị trường với tổng đài Call Center,Mở rộng thị trường với dịch vụ tổng đài quốc tế sau dịch bệnh vô cùng khó khăn. Giải pháp hiện tại là kết nối tổng đài ảo và chuyển đổi số.,0,0,8,Cloud Call Center|Gcalls Plus Webphone,HAS_FEATURED,countries_70|setup_time,VERIFY_PRODUCT,AUDITED_PENDING_BATCH
BLOG-053,2167,Mẫu bảng đánh giá nhân viên bán hàng mới nhất,mau-bang-danh-gia-nhan-vien-ban-hang-moi-nhat,/mau-bang-danh-gia-nhan-vien-ban-hang-moi-nhat/,DRAFT,Quản Lý,HUB-03 Telesales và Sales Operations,commercial-investigation,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,2599,2000-3000,STRONG,Mẫu bảng đánh giá nhân viên bán hàng mới nhất,Bài viết này sẽ cung cấp thông tin về các điểm trọng tâm để có thể đánh giá nhân viên bán hàng của bạn một cách nhanh chóng và hiệu quả.,0,0,1,Gcalls Plus Webphone|Tổng đài tích hợp CRM,HAS_FEATURED,NONE,MERGE,AUDITED_PENDING_BATCH
BLOG-054,2200,Lead qualification: Cách đánh giá khách hàng tiềm năng hiệu quả,,//,DRAFT,Bán hàng,HUB-03 Telesales và Sales Operations,informational-howto,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,3837,2000-3000,STRONG,Lead qualification: Cách đánh giá khách hàng tiềm năng hiệu quả,Đánh giá khách hàng tiềm năng một cách giúp bạn tránh mất quá nhiều thời gian cho những khách hàng tiềm năng không đủ tiêu chuẩn.,0,0,1,Gcalls Plus Webphone|Tổng đài tích hợp CRM,HAS_FEATURED,NONE,NORMALIZE,AUDITED_PENDING_BATCH
BLOG-055,2244,Làm gì để mở rộng đội ngũ hỗ trợ khách hàng mà không hi sinh chất lượng dịch vụ?,lam-gi-de-mo-rong-doi-ngu-ho-tro-khach-hang-ma-khong-hi-sinh-chat-luong-dich-vu,/lam-gi-de-mo-rong-doi-ngu-ho-tro-khach-hang-ma-khong-hi-sinh-chat-luong-dich-vu/,DRAFT,Chăm sóc khách hàng,HUB-04 Customer Service và Customer Experience,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,3350,2000-3000,STRONG,Làm gì để mở rộng đội ngũ hỗ trợ khách hàng mà không hi sinh chất lượng dịch vụ?,Việc mở rộng đội ngũ và chức năng dịch vụ khách hàng nhưng vẫn duy trì được chất lượng dịch vụ được xem là một thách thức của doanh nghiệp.,0,0,2,Gcalls CX|Tổng đài tích hợp Helpdesk,HAS_FEATURED,setup_time,VERIFY_PRODUCT,AUDITED_PENDING_BATCH
BLOG-056,2261,Cách tính giá trị vòng đời khách hàng CLV của doanh nghiệp,cach-tinh-gia-tri-vong-doi-khach-hang-clv-cua-doanh-nghiep,/cach-tinh-gia-tri-vong-doi-khach-hang-clv-cua-doanh-nghiep/,DRAFT,Chăm sóc khách hàng,HUB-04 Customer Service và Customer Experience,informational-howto,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,3323,2000-3000,STRONG,Cách tính giá trị vòng đời khách hàng CLV của doanh nghiệp,Giá trị vòng đời khách hàng là một chỉ số quan trọng để tính toán thời gian cần để thu lại khoản đầu tư cho chi phí bán hàng và marketing.,0,0,1,Gcalls CX|Tổng đài tích hợp Helpdesk,HAS_FEATURED,NONE,NORMALIZE,AUDITED_PENDING_BATCH
BLOG-057,2400,Hướng dẫn đo lường kết quả khảo sát sự hài lòng của khách hàng,huong-dan-do-luong-ket-qua-khao-sat-su-hai-long-cua-khach-hang,/huong-dan-do-luong-ket-qua-khao-sat-su-hai-long-cua-khach-hang/,DRAFT,Chăm sóc khách hàng,HUB-04 Customer Service và Customer Experience,informational-howto,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,5601,2000-3000,STRONG,Hướng dẫn đo lường kết quả khảo sát sự hài lòng của khách hàng,Doanh nghiệp thường sẽ đánh mất rất nhiều thứ khi khách hàng không hài lòng. Vậy nên việc đo lường sự hài lòng của khách hàng rất quan trọng.,0,0,2,Gcalls CX|Tổng đài tích hợp Helpdesk,HAS_FEATURED,always_247,VERIFY_PRODUCT,AUDITED_PENDING_BATCH
BLOG-058,2425,Hướng dẫn tuyển dụng nhân sự cho bộ phận Hỗ trợ khách hàng,huong-dan-tuyen-dung-nhan-su-cho-bo-phan-ho-tro-khach-hang-cua-doanh-nghiep,/huong-dan-tuyen-dung-nhan-su-cho-bo-phan-ho-tro-khach-hang-cua-doanh-nghiep/,DRAFT,Chăm sóc khách hàng,HUB-04 Customer Service và Customer Experience,informational-howto,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,3067,2000-3000,STRONG,Hướng dẫn tuyển dụng nhân sự cho bộ phận Hỗ trợ khách hàng,"Khi bộ phận Hỗ trợ khách hàng trong tình trạng quá tải công việc, đây là lúc việc tuyển dụng nhân viên hỗ trợ trở thành yêu cầu bắt buộc.",0,0,2,Gcalls CX|Tổng đài tích hợp Helpdesk,HAS_FEATURED,NONE,MANUAL_REVIEW,AUDITED_PENDING_BATCH
BLOG-059,2437,16 công cụ tạo phiếu yêu cầu hỗ trợ ticket cho bộ phận Dịch vụ khách hàng,cong-cu-tao-phieu-yeu-cau-ho-tro-ticket-cho-bo-phan-dich-vu-khach-hang,/cong-cu-tao-phieu-yeu-cau-ho-tro-ticket-cho-bo-phan-dich-vu-khach-hang/,PRIVATE,Chăm sóc khách hàng,"HUB-02 CRM, Helpdesk và tích hợp",informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,5345,2000-3000,STRONG,Công cụ tạo phiếu yêu cầu hỗ trợ ticket cho bộ phận Dịch vụ khách hàng,Không phải ai cũng có thể giải quyết nhanh gọn các vấn đề lặp đi lặp lại. Và đây là lúc bạn cần đến hệ thống tạo phiếu yêu cầu hỗ trợ ticket.,0,0,0,Tổng đài tích hợp CRM|Tổng đài tích hợp Helpdesk,HAS_FEATURED,always_247|sla_uptime|unlimited,VERIFY_PRODUCT,AUDITED_PENDING_BATCH
BLOG-060,2449,Hướng dẫn tính toán và cải thiện chỉ số CAC cho doanh nghiệp năm 2022,,//,DRAFT,Chăm sóc khách hàng,HUB-04 Customer Service và Customer Experience,informational-howto,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,3255,2000-3000,STRONG,Hướng dẫn tính toán và cải thiện chỉ số CAC cho doanh nghiệp năm 2022,"Nếu bạn vừa muốn doanh nghiệp của mình mở rộng cơ sở khách hàng mà vẫn tạo ra lợi nhuận, thì điều quan trọng là phải hiểu chỉ số CAC là gì.",0,0,2,Gcalls CX|Tổng đài tích hợp Helpdesk,HAS_FEATURED,always_247|pricing,VERIFY_PRODUCT,AUDITED_PENDING_BATCH
BLOG-061,2462,Tại sao tỷ lệ giữ chân khách hàng lại quan trọng đối với doanh nghiệp?,tai-sao-ty-le-giu-chan-khach-hang-lai-quan-trong-doi-voi-doanh-nghiep,/tai-sao-ty-le-giu-chan-khach-hang-lai-quan-trong-doi-voi-doanh-nghiep/,DRAFT,Chăm sóc khách hàng,HUB-04 Customer Service và Customer Experience,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,4171,2000-3000,STRONG,Tại sao tỷ lệ giữ chân khách hàng lại quan trọng đối với doanh nghiệp?,Điều quan trọng là công ty bạn phải dành nhiều nguồn lực tăng tỷ lệ giữ chân khách hàng hiện tại cũng như tìm cách bán cho khách hàng mới.,0,0,2,Gcalls CX|Tổng đài tích hợp Helpdesk,HAS_FEATURED,perf_30_50,VERIFY_PRODUCT,AUDITED_PENDING_BATCH
BLOG-062,2472,Chỉ số CES là gì và khi nào nên sử dụng khảo sát CES?,,//,DRAFT,Chăm sóc khách hàng,HUB-04 Customer Service và Customer Experience,informational-definition,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,3001,2000-3000,STRONG,Chỉ số CES là gì và khi nào nên sử dụng khảo sát CES?,Có nhiều cách khác nhau để tìm hiểu cảm nhận của khách hàng và một trong những cách dễ nhất là thực hiện khảo sát và đo lường chỉ số CES.,0,0,2,Gcalls CX|Tổng đài tích hợp Helpdesk,HAS_FEATURED,customer_named,VERIFY_LEGAL,AUDITED_PENDING_BATCH
BLOG-063,2486,Chỉ số NPS là gì và tại sao nó lại quan trọng đối với doanh nghiệp?,,//,DRAFT,Chăm sóc khách hàng,HUB-04 Customer Service và Customer Experience,informational-definition,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,3149,2000-3000,STRONG,Chỉ số NPS là gì và tại sao nó lại quan trọng đối với doanh nghiệp?,Khách hàng thường sẽ nói về trải nghiệm tệ của mình hơn là trải nghiệm tốt. Lúc này việc đánh giá chỉ số NPS là rất quan trọng.,0,0,2,Gcalls CX|Tổng đài tích hợp Helpdesk,HAS_FEATURED,customer_named,VERIFY_LEGAL,AUDITED_PENDING_BATCH
BLOG-064,2495,19 ví dụ về khảo sát sự hài lòng của khách hàng và các khảo sát mẫu,19-vi-du-ve-khao-sat-su-hai-long-cua-khach-hang-va-cac-khao-sat-mau,/19-vi-du-ve-khao-sat-su-hai-long-cua-khach-hang-va-cac-khao-sat-mau/,DRAFT,Chăm sóc khách hàng,HUB-04 Customer Service và Customer Experience,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,5808,2000-3000,STRONG,19 ví dụ về khảo sát sự hài lòng của khách hàng và các khảo sát mẫu,Việc tạo ra sự hài lòng của khách hàng mới và khuyến khích họ trở thành khách hàng trung thành là một hoạt động diễn ra liên tục.,0,0,13,Gcalls CX|Tổng đài tích hợp Helpdesk,HAS_FEATURED,setup_time,VERIFY_PRODUCT,AUDITED_PENDING_BATCH
BLOG-065,2539,Chỉ số CSAT là gì và cách đo lường chỉ số này trong dịch vụ khách hàng?,chi-so-csat-la-gi-va-cach-do-luong-chi-so-nay-trong-dich-vu-khach-hang,/chi-so-csat-la-gi-va-cach-do-luong-chi-so-nay-trong-dich-vu-khach-hang/,DRAFT,Chăm sóc khách hàng,HUB-04 Customer Service và Customer Experience,informational-definition,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,2747,2000-3000,STRONG,Chỉ số CSAT là gì và cách đo lường chỉ số này trong dịch vụ khách hàng?,"CSAT liên quan đến phát triển sản phẩm, sản xuất, tiếp thị, và khách hàng thành công, và thường phụ thuộc vào kết quả của chỉ số CSAT.",0,0,2,Gcalls CX|Tổng đài tích hợp Helpdesk,HAS_FEATURED,NONE,NORMALIZE,AUDITED_PENDING_BATCH
BLOG-066,2584,Phần mềm Getfly: Tính năng và ứng dụng của phần mềm CRM “gốc Việt”,phan-mem-getfly-tinh-nang-ung-dung-va-uu-nhuoc-diem-cua-phan-mem-crm-goc-viet,/phan-mem-getfly-tinh-nang-ung-dung-va-uu-nhuoc-diem-cua-phan-mem-crm-goc-viet/,DRAFT,Công nghệ,"HUB-02 CRM, Helpdesk và tích hợp",informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,3082,2000-3000,STRONG,Phần mềm Getfly: Tính năng và ứng dụng của phần mềm CRM “gốc Việt”,Phần mềm Getfly CRM được hàng ngàn khách hàng là SMEs Việt tin tưởng lựa chọn. Vậy nó có gì khác biệt so với các phần mềm khác trên thế giới?,0,0,6,Tổng đài tích hợp CRM|Tổng đài tích hợp Helpdesk,HAS_FEATURED,NONE,NORMALIZE,AUDITED_PENDING_BATCH
