Post ID,Title,Hub,Status,Planned Related Posts (2-5),Planned Product/Solution Links,Link Status
2400,Hướng dẫn đo lường kết quả khảo sát sự hài lòng của khách hàng,HUB-04,draft,861:11-chi-so-danh-gia-quan-trong-doi-voi-bo-pha | 15589:cau-hoi-cham-soc-khach-hang-cu-kich-ban-cskh | 15830:mo-hinh-trai-nghiem-khach-hang-la-gi | 16005:he-thong-cham-soc-khach-hang-loi-ich-va-6-ti,Gcalls CX:/gcalls-cx/ | Tổng đài tích hợp Helpdesk:/tong-dai-tich-hop-helpdesk/,PLANNED_NOT_IMPLEMENTED
2425,Hướng dẫn tuyển dụng nhân sự cho bộ phận Hỗ trợ khách hàng,HUB-04,draft,861:11-chi-so-danh-gia-quan-trong-doi-voi-bo-pha | 15589:cau-hoi-cham-soc-khach-hang-cu-kich-ban-cskh | 15830:mo-hinh-trai-nghiem-khach-hang-la-gi | 16005:he-thong-cham-soc-khach-hang-loi-ich-va-6-ti,Gcalls CX:/gcalls-cx/ | Tổng đài tích hợp Helpdesk:/tong-dai-tich-hop-helpdesk/,PLANNED_NOT_IMPLEMENTED
2437,16 công cụ tạo phiếu yêu cầu hỗ trợ ticket cho bộ phận Dịch vụ khách hàng,HUB-02,private,15743:dong-bo-hoa-du-lieu-la-gi-tai-sao-nen-dong-b | 15384:salesforce-marketing-cloud-la-gi-tim-hieu-th | 15380:so-sanh-salesforce-crm-va-cac-phan-mem-khac | 15314:salesforce-la-gi-nhung-thong-tin-quan-trong-,Tổng đài tích hợp CRM:/tong-dai-tich-hop-crm/ | Tổng đài tích hợp Helpdesk:/tong-dai-tich-hop-helpdesk/,PLANNED_NOT_IMPLEMENTED
2449,Hướng dẫn tính toán và cải thiện chỉ số CAC cho doanh nghiệp năm 2022,HUB-04,draft,861:11-chi-so-danh-gia-quan-trong-doi-voi-bo-pha | 15589:cau-hoi-cham-soc-khach-hang-cu-kich-ban-cskh | 15830:mo-hinh-trai-nghiem-khach-hang-la-gi | 16005:he-thong-cham-soc-khach-hang-loi-ich-va-6-ti,Gcalls CX:/gcalls-cx/ | Tổng đài tích hợp Helpdesk:/tong-dai-tich-hop-helpdesk/,PLANNED_NOT_IMPLEMENTED
2462,Tại sao tỷ lệ giữ chân khách hàng lại quan trọng đối với doanh nghiệp?,HUB-04,draft,861:11-chi-so-danh-gia-quan-trong-doi-voi-bo-pha | 15589:cau-hoi-cham-soc-khach-hang-cu-kich-ban-cskh | 15830:mo-hinh-trai-nghiem-khach-hang-la-gi | 16005:he-thong-cham-soc-khach-hang-loi-ich-va-6-ti,Gcalls CX:/gcalls-cx/ | Tổng đài tích hợp Helpdesk:/tong-dai-tich-hop-helpdesk/,PLANNED_NOT_IMPLEMENTED
2472,Chỉ số CES là gì và khi nào nên sử dụng khảo sát CES?,HUB-04,draft,861:11-chi-so-danh-gia-quan-trong-doi-voi-bo-pha | 15589:cau-hoi-cham-soc-khach-hang-cu-kich-ban-cskh | 15830:mo-hinh-trai-nghiem-khach-hang-la-gi | 16005:he-thong-cham-soc-khach-hang-loi-ich-va-6-ti,Gcalls CX:/gcalls-cx/ | Tổng đài tích hợp Helpdesk:/tong-dai-tich-hop-helpdesk/,PLANNED_NOT_IMPLEMENTED
2486,Chỉ số NPS là gì và tại sao nó lại quan trọng đối với doanh nghiệp?,HUB-04,draft,861:11-chi-so-danh-gia-quan-trong-doi-voi-bo-pha | 15589:cau-hoi-cham-soc-khach-hang-cu-kich-ban-cskh | 15830:mo-hinh-trai-nghiem-khach-hang-la-gi | 16005:he-thong-cham-soc-khach-hang-loi-ich-va-6-ti,Gcalls CX:/gcalls-cx/ | Tổng đài tích hợp Helpdesk:/tong-dai-tich-hop-helpdesk/,PLANNED_NOT_IMPLEMENTED
2495,19 ví dụ về khảo sát sự hài lòng của khách hàng và các khảo sát mẫu,HUB-04,draft,861:11-chi-so-danh-gia-quan-trong-doi-voi-bo-pha | 15589:cau-hoi-cham-soc-khach-hang-cu-kich-ban-cskh | 15830:mo-hinh-trai-nghiem-khach-hang-la-gi | 16005:he-thong-cham-soc-khach-hang-loi-ich-va-6-ti,Gcalls CX:/gcalls-cx/ | Tổng đài tích hợp Helpdesk:/tong-dai-tich-hop-helpdesk/,PLANNED_NOT_IMPLEMENTED
2539,Chỉ số CSAT là gì và cách đo lường chỉ số này trong dịch vụ khách hàng?,HUB-04,draft,861:11-chi-so-danh-gia-quan-trong-doi-voi-bo-pha | 15589:cau-hoi-cham-soc-khach-hang-cu-kich-ban-cskh | 15830:mo-hinh-trai-nghiem-khach-hang-la-gi | 16005:he-thong-cham-soc-khach-hang-loi-ich-va-6-ti,Gcalls CX:/gcalls-cx/ | Tổng đài tích hợp Helpdesk:/tong-dai-tich-hop-helpdesk/,PLANNED_NOT_IMPLEMENTED
2584,Phần mềm Getfly: Tính năng và ứng dụng của phần mềm CRM “gốc Việt”,HUB-02,draft,15743:dong-bo-hoa-du-lieu-la-gi-tai-sao-nen-dong-b | 15384:salesforce-marketing-cloud-la-gi-tim-hieu-th | 15380:so-sanh-salesforce-crm-va-cac-phan-mem-khac | 15314:salesforce-la-gi-nhung-thong-tin-quan-trong-,Tổng đài tích hợp CRM:/tong-dai-tich-hop-crm/ | Tổng đài tích hợp Helpdesk:/tong-dai-tich-hop-helpdesk/,PLANNED_NOT_IMPLEMENTED
2621,Ưu và nhược điểm của các giải pháp trong  phần mềm CRM HubSpot,HUB-02,draft,15743:dong-bo-hoa-du-lieu-la-gi-tai-sao-nen-dong-b | 15384:salesforce-marketing-cloud-la-gi-tim-hieu-th | 15380:so-sanh-salesforce-crm-va-cac-phan-mem-khac | 15314:salesforce-la-gi-nhung-thong-tin-quan-trong-,Tổng đài tích hợp CRM:/tong-dai-tich-hop-crm/ | Tổng đài tích hợp Helpdesk:/tong-dai-tich-hop-helpdesk/,PLANNED_NOT_IMPLEMENTED
2641,Phần mềm Bitrix24 - Các tính năng nổi bật và lý do nên lựa chọn Bitrix24,HUB-08,draft,1705:cach-viet-ban-tu-danh-gia-cong-viec-cua-nhan | 15332:dich-vu-voice-brandname-la-gi | 872:cong-nghe-dang-thay-doi-cach-moi-nguoi-lam-v | 16611:9-viec-nen-va-khong-nen-lam-trong-quy-trinh-,Gcalls Plus Webphone:/gcalls-plus-webphone/,PLANNED_NOT_IMPLEMENTED
2665,Chiến lược khách hàng trung tâm (Customer-Centric) cho doanh nghiệp,HUB-04,draft,861:11-chi-so-danh-gia-quan-trong-doi-voi-bo-pha | 15589:cau-hoi-cham-soc-khach-hang-cu-kich-ban-cskh | 15830:mo-hinh-trai-nghiem-khach-hang-la-gi | 16005:he-thong-cham-soc-khach-hang-loi-ich-va-6-ti,Gcalls CX:/gcalls-cx/ | Tổng đài tích hợp Helpdesk:/tong-dai-tich-hop-helpdesk/,PLANNED_NOT_IMPLEMENTED
2684,Đội ngũ bán hàng nên quay lại văn phòng hay làm việc từ xa sau đại dịch?,HUB-03,draft,1198:ban-hang-inbound-hay-ban-hang-outbound-phan- | 1381:6-buoc-xay-dung-kich-ban-ban-hang-dinh-cao | 1396:cach-goi-dien-thoai-cho-khach-hang-tiem-nang | 1082:top-10-phan-mem-theo-doi-ban-hang-hang-dau-d,Gcalls Plus Webphone:/gcalls-plus-webphone/ | Tổng đài tích hợp CRM:/tong-dai-tich-hop-crm/,PLANNED_NOT_IMPLEMENTED
2695,10 điều không nên nói trong một cuộc gọi chăm sóc khách hàng,HUB-04,draft,861:11-chi-so-danh-gia-quan-trong-doi-voi-bo-pha | 15589:cau-hoi-cham-soc-khach-hang-cu-kich-ban-cskh | 15830:mo-hinh-trai-nghiem-khach-hang-la-gi | 16005:he-thong-cham-soc-khach-hang-loi-ich-va-6-ti,Gcalls CX:/gcalls-cx/ | Tổng đài tích hợp Helpdesk:/tong-dai-tich-hop-helpdesk/,PLANNED_NOT_IMPLEMENTED
2704,Hướng dẫn tạo biểu mẫu chấm điểm đánh giá cuộc gọi tại Call Center,HUB-01,draft,647:4-ly-do-su-dung-tong-dai-ao-call-center-la-c | 588:call-center-la-mot-trai-nghiem-thuong-hieu-t | 1157:cac-phan-mem-call-center-phu-hop-voi-cac-ton | 566:5-linh-vuc-rat-can-dich-vu-call-center-trung,Cloud Call Center:/lien-he/ | Gcalls Plus Webphone:/gcalls-plus-webphone/,PLANNED_NOT_IMPLEMENTED
2715,Hướng dẫn tuyển dụng nhân viên hỗ trợ cho bộ phận dịch vụ khách hàng,HUB-04,draft,861:11-chi-so-danh-gia-quan-trong-doi-voi-bo-pha | 15589:cau-hoi-cham-soc-khach-hang-cu-kich-ban-cskh | 15830:mo-hinh-trai-nghiem-khach-hang-la-gi | 16005:he-thong-cham-soc-khach-hang-loi-ich-va-6-ti,Gcalls CX:/gcalls-cx/ | Tổng đài tích hợp Helpdesk:/tong-dai-tich-hop-helpdesk/,PLANNED_NOT_IMPLEMENTED
2738,Tại sao phàn nàn của khách hàng lại có ích cho doanh nghiệp của bạn?,HUB-04,draft,861:11-chi-so-danh-gia-quan-trong-doi-voi-bo-pha | 15589:cau-hoi-cham-soc-khach-hang-cu-kich-ban-cskh | 15830:mo-hinh-trai-nghiem-khach-hang-la-gi | 16005:he-thong-cham-soc-khach-hang-loi-ich-va-6-ti,Gcalls CX:/gcalls-cx/ | Tổng đài tích hợp Helpdesk:/tong-dai-tich-hop-helpdesk/,PLANNED_NOT_IMPLEMENTED
2752,Khách hàng tự phục vụ và ví dụ về các cổng thông tin tự phục vụ tốt nhất,HUB-04,draft,861:11-chi-so-danh-gia-quan-trong-doi-voi-bo-pha | 15589:cau-hoi-cham-soc-khach-hang-cu-kich-ban-cskh | 15830:mo-hinh-trai-nghiem-khach-hang-la-gi | 16005:he-thong-cham-soc-khach-hang-loi-ich-va-6-ti,Gcalls CX:/gcalls-cx/ | Tổng đài tích hợp Helpdesk:/tong-dai-tich-hop-helpdesk/,PLANNED_NOT_IMPLEMENTED
2761,Làm thế nào để kết nối 2 bộ phận bán hàng và dịch vụ khách hàng?,HUB-03,draft,1198:ban-hang-inbound-hay-ban-hang-outbound-phan- | 1381:6-buoc-xay-dung-kich-ban-ban-hang-dinh-cao | 1396:cach-goi-dien-thoai-cho-khach-hang-tiem-nang | 1082:top-10-phan-mem-theo-doi-ban-hang-hang-dau-d,Gcalls Plus Webphone:/gcalls-plus-webphone/ | Tổng đài tích hợp CRM:/tong-dai-tich-hop-crm/,PLANNED_NOT_IMPLEMENTED
2768,Call Center: Điểm khác biệt giữa On-Premises và Cloud Call Center (Phần 1),HUB-01,publish,647:4-ly-do-su-dung-tong-dai-ao-call-center-la-c | 588:call-center-la-mot-trai-nghiem-thuong-hieu-t | 1157:cac-phan-mem-call-center-phu-hop-voi-cac-ton | 566:5-linh-vuc-rat-can-dich-vu-call-center-trung,Cloud Call Center:/lien-he/ | Gcalls Plus Webphone:/gcalls-plus-webphone/,PLANNED_NOT_IMPLEMENTED
2784,18 lợi ích mà giải pháp tích hợp điện thoại máy tính đem đến cho Call Center,HUB-01,publish,647:4-ly-do-su-dung-tong-dai-ao-call-center-la-c | 588:call-center-la-mot-trai-nghiem-thuong-hieu-t | 1157:cac-phan-mem-call-center-phu-hop-voi-cac-ton | 566:5-linh-vuc-rat-can-dich-vu-call-center-trung,Cloud Call Center:/lien-he/ | Gcalls Plus Webphone:/gcalls-plus-webphone/,PLANNED_NOT_IMPLEMENTED
2811,Call Center: Điểm khác biệt giữa On-Premises và Cloud Call Center (Phần cuối),HUB-01,publish,647:4-ly-do-su-dung-tong-dai-ao-call-center-la-c | 588:call-center-la-mot-trai-nghiem-thuong-hieu-t | 1157:cac-phan-mem-call-center-phu-hop-voi-cac-ton | 566:5-linh-vuc-rat-can-dich-vu-call-center-trung,Cloud Call Center:/lien-he/ | Gcalls Plus Webphone:/gcalls-plus-webphone/,PLANNED_NOT_IMPLEMENTED
2819,"Ưu, nhược điểm của phần mềm quản lý quan hệ khách hàng Zoho CRM",HUB-02,draft,15743:dong-bo-hoa-du-lieu-la-gi-tai-sao-nen-dong-b | 15384:salesforce-marketing-cloud-la-gi-tim-hieu-th | 15380:so-sanh-salesforce-crm-va-cac-phan-mem-khac | 15314:salesforce-la-gi-nhung-thong-tin-quan-trong-,Tổng đài tích hợp CRM:/tong-dai-tich-hop-crm/ | Tổng đài tích hợp Helpdesk:/tong-dai-tich-hop-helpdesk/,PLANNED_NOT_IMPLEMENTED
2835,Liệu Salesforce có phải là phần mềm CRM tốt nhất trên thị trường?,HUB-02,draft,15743:dong-bo-hoa-du-lieu-la-gi-tai-sao-nen-dong-b | 15384:salesforce-marketing-cloud-la-gi-tim-hieu-th | 15380:so-sanh-salesforce-crm-va-cac-phan-mem-khac | 15314:salesforce-la-gi-nhung-thong-tin-quan-trong-,Tổng đài tích hợp CRM:/tong-dai-tich-hop-crm/ | Tổng đài tích hợp Helpdesk:/tong-dai-tich-hop-helpdesk/,PLANNED_NOT_IMPLEMENTED
2850,Ưu và nhược điểm của Zendesk: Đâu là phần mềm help desk tốt nhất?,HUB-02,draft,15743:dong-bo-hoa-du-lieu-la-gi-tai-sao-nen-dong-b | 15384:salesforce-marketing-cloud-la-gi-tim-hieu-th | 15380:so-sanh-salesforce-crm-va-cac-phan-mem-khac | 15314:salesforce-la-gi-nhung-thong-tin-quan-trong-,Tổng đài tích hợp CRM:/tong-dai-tich-hop-crm/ | Tổng đài tích hợp Helpdesk:/tong-dai-tich-hop-helpdesk/,PLANNED_NOT_IMPLEMENTED
2864,Phần mềm Pancake POS: Tính năng và những ưu nhược điểm cần biết,HUB-08,draft,1705:cach-viet-ban-tu-danh-gia-cong-viec-cua-nhan | 15332:dich-vu-voice-brandname-la-gi | 872:cong-nghe-dang-thay-doi-cach-moi-nguoi-lam-v | 16611:9-viec-nen-va-khong-nen-lam-trong-quy-trinh-,Gcalls Plus Webphone:/gcalls-plus-webphone/,PLANNED_NOT_IMPLEMENTED
2883,Sapo POS là gì? Phần mềm Sapo POS có tốt không?,HUB-08,draft,1705:cach-viet-ban-tu-danh-gia-cong-viec-cua-nhan | 15332:dich-vu-voice-brandname-la-gi | 872:cong-nghe-dang-thay-doi-cach-moi-nguoi-lam-v | 16611:9-viec-nen-va-khong-nen-lam-trong-quy-trinh-,Gcalls Plus Webphone:/gcalls-plus-webphone/,PLANNED_NOT_IMPLEMENTED
2904,"Tại sao nói: “Phản hồi của khách hàng của bạn vẫn còn quan trọng đối với doanh nghiệp?""",HUB-04,draft,861:11-chi-so-danh-gia-quan-trong-doi-voi-bo-pha | 15589:cau-hoi-cham-soc-khach-hang-cu-kich-ban-cskh | 15830:mo-hinh-trai-nghiem-khach-hang-la-gi | 16005:he-thong-cham-soc-khach-hang-loi-ich-va-6-ti,Gcalls CX:/gcalls-cx/ | Tổng đài tích hợp Helpdesk:/tong-dai-tich-hop-helpdesk/,PLANNED_NOT_IMPLEMENTED
2920,36 mẹo telesales để bán hàng thành công năm 2021 (PHẦN 1),HUB-03,draft,1198:ban-hang-inbound-hay-ban-hang-outbound-phan- | 1381:6-buoc-xay-dung-kich-ban-ban-hang-dinh-cao | 1396:cach-goi-dien-thoai-cho-khach-hang-tiem-nang | 1082:top-10-phan-mem-theo-doi-ban-hang-hang-dau-d,Gcalls Plus Webphone:/gcalls-plus-webphone/ | Tổng đài tích hợp CRM:/tong-dai-tich-hop-crm/,PLANNED_NOT_IMPLEMENTED
2930,36 Mẹo telesales để bán hàng thành công năm 2021 (PHẦN CUỐI),HUB-03,draft,1198:ban-hang-inbound-hay-ban-hang-outbound-phan- | 1381:6-buoc-xay-dung-kich-ban-ban-hang-dinh-cao | 1396:cach-goi-dien-thoai-cho-khach-hang-tiem-nang | 1082:top-10-phan-mem-theo-doi-ban-hang-hang-dau-d,Gcalls Plus Webphone:/gcalls-plus-webphone/ | Tổng đài tích hợp CRM:/tong-dai-tich-hop-crm/,PLANNED_NOT_IMPLEMENTED
2958,Bán hàng qua điện thoại: Làm gì nếu khách hàng nói không có thời gian?,HUB-03,publish,1198:ban-hang-inbound-hay-ban-hang-outbound-phan- | 1381:6-buoc-xay-dung-kich-ban-ban-hang-dinh-cao | 1396:cach-goi-dien-thoai-cho-khach-hang-tiem-nang | 1082:top-10-phan-mem-theo-doi-ban-hang-hang-dau-d,Gcalls Plus Webphone:/gcalls-plus-webphone/ | Tổng đài tích hợp CRM:/tong-dai-tich-hop-crm/,PLANNED_NOT_IMPLEMENTED
9980,Tai nghe EPOS Sennheiser 30 USB CTRL,HUB-08,publish,1705:cach-viet-ban-tu-danh-gia-cong-viec-cua-nhan | 15332:dich-vu-voice-brandname-la-gi | 872:cong-nghe-dang-thay-doi-cach-moi-nguoi-lam-v | 16611:9-viec-nen-va-khong-nen-lam-trong-quy-trinh-,Gcalls Plus Webphone:/gcalls-plus-webphone/,PLANNED_NOT_IMPLEMENTED
9991,Tai nghe EPOS Sennheiser SC 60 USB CTRL,HUB-08,publish,1705:cach-viet-ban-tu-danh-gia-cong-viec-cua-nhan | 15332:dich-vu-voice-brandname-la-gi | 872:cong-nghe-dang-thay-doi-cach-moi-nguoi-lam-v | 16611:9-viec-nen-va-khong-nen-lam-trong-quy-trinh-,Gcalls Plus Webphone:/gcalls-plus-webphone/,PLANNED_NOT_IMPLEMENTED
9992,Tai nghe Jabra Biz 1100QD Mono,HUB-08,publish,1705:cach-viet-ban-tu-danh-gia-cong-viec-cua-nhan | 15332:dich-vu-voice-brandname-la-gi | 872:cong-nghe-dang-thay-doi-cach-moi-nguoi-lam-v | 16611:9-viec-nen-va-khong-nen-lam-trong-quy-trinh-,Gcalls Plus Webphone:/gcalls-plus-webphone/,PLANNED_NOT_IMPLEMENTED
9993,Tai Nghe Jabra Biz 1100 QD Duo,HUB-08,publish,1705:cach-viet-ban-tu-danh-gia-cong-viec-cua-nhan | 15332:dich-vu-voice-brandname-la-gi | 872:cong-nghe-dang-thay-doi-cach-moi-nguoi-lam-v | 16611:9-viec-nen-va-khong-nen-lam-trong-quy-trinh-,Gcalls Plus Webphone:/gcalls-plus-webphone/,PLANNED_NOT_IMPLEMENTED
9994,Tai nghe Jabra Biz 1100 USB Mono,HUB-08,publish,1705:cach-viet-ban-tu-danh-gia-cong-viec-cua-nhan | 15332:dich-vu-voice-brandname-la-gi | 872:cong-nghe-dang-thay-doi-cach-moi-nguoi-lam-v | 16611:9-viec-nen-va-khong-nen-lam-trong-quy-trinh-,Gcalls Plus Webphone:/gcalls-plus-webphone/,PLANNED_NOT_IMPLEMENTED
9995,Tai nghe Jabra Biz 1100 USB Duo,HUB-08,publish,1705:cach-viet-ban-tu-danh-gia-cong-viec-cua-nhan | 15332:dich-vu-voice-brandname-la-gi | 872:cong-nghe-dang-thay-doi-cach-moi-nguoi-lam-v | 16611:9-viec-nen-va-khong-nen-lam-trong-quy-trinh-,Gcalls Plus Webphone:/gcalls-plus-webphone/,PLANNED_NOT_IMPLEMENTED
9996,Tai nghe Logitech H340,HUB-08,publish,1705:cach-viet-ban-tu-danh-gia-cong-viec-cua-nhan | 15332:dich-vu-voice-brandname-la-gi | 872:cong-nghe-dang-thay-doi-cach-moi-nguoi-lam-v | 16611:9-viec-nen-va-khong-nen-lam-trong-quy-trinh-,Gcalls Plus Webphone:/gcalls-plus-webphone/,PLANNED_NOT_IMPLEMENTED
10727,9 quy tắc giao tiếp qua điện thoại với khách hàng mà tổng đài viên cần biết,HUB-01,draft,647:4-ly-do-su-dung-tong-dai-ao-call-center-la-c | 588:call-center-la-mot-trai-nghiem-thuong-hieu-t | 1157:cac-phan-mem-call-center-phu-hop-voi-cac-ton | 566:5-linh-vuc-rat-can-dich-vu-call-center-trung,Cloud Call Center:/lien-he/ | Gcalls Plus Webphone:/gcalls-plus-webphone/,PLANNED_NOT_IMPLEMENTED
10728,Dịch vụ khách hàng chủ động: Chiến lược và giá trị đối với doanh nghiệp,HUB-04,draft,861:11-chi-so-danh-gia-quan-trong-doi-voi-bo-pha | 15589:cau-hoi-cham-soc-khach-hang-cu-kich-ban-cskh | 15830:mo-hinh-trai-nghiem-khach-hang-la-gi | 16005:he-thong-cham-soc-khach-hang-loi-ich-va-6-ti,Gcalls CX:/gcalls-cx/ | Tổng đài tích hợp Helpdesk:/tong-dai-tich-hop-helpdesk/,PLANNED_NOT_IMPLEMENTED
10729,Làm gì để tạo cuộc khảo sát về mức độ hài lòng của khách hàng hiệu quả?,HUB-04,draft,861:11-chi-so-danh-gia-quan-trong-doi-voi-bo-pha | 15589:cau-hoi-cham-soc-khach-hang-cu-kich-ban-cskh | 15830:mo-hinh-trai-nghiem-khach-hang-la-gi | 16005:he-thong-cham-soc-khach-hang-loi-ich-va-6-ti,Gcalls CX:/gcalls-cx/ | Tổng đài tích hợp Helpdesk:/tong-dai-tich-hop-helpdesk/,PLANNED_NOT_IMPLEMENTED
10730,Hướng dẫn các bước xử lý tình huống khách hàng phàn nàn,HUB-04,draft,861:11-chi-so-danh-gia-quan-trong-doi-voi-bo-pha | 15589:cau-hoi-cham-soc-khach-hang-cu-kich-ban-cskh | 15830:mo-hinh-trai-nghiem-khach-hang-la-gi | 16005:he-thong-cham-soc-khach-hang-loi-ich-va-6-ti,Gcalls CX:/gcalls-cx/ | Tổng đài tích hợp Helpdesk:/tong-dai-tich-hop-helpdesk/,PLANNED_NOT_IMPLEMENTED
10731,Khách hàng tự phục vụ và các ví dụ về loại hình trang web self-service,HUB-04,draft,861:11-chi-so-danh-gia-quan-trong-doi-voi-bo-pha | 15589:cau-hoi-cham-soc-khach-hang-cu-kich-ban-cskh | 15830:mo-hinh-trai-nghiem-khach-hang-la-gi | 16005:he-thong-cham-soc-khach-hang-loi-ich-va-6-ti,Gcalls CX:/gcalls-cx/ | Tổng đài tích hợp Helpdesk:/tong-dai-tich-hop-helpdesk/,PLANNED_NOT_IMPLEMENTED
10732,Ebook: Bí quyết telesales hiệu quả,HUB-03,draft,1198:ban-hang-inbound-hay-ban-hang-outbound-phan- | 1381:6-buoc-xay-dung-kich-ban-ban-hang-dinh-cao | 1396:cach-goi-dien-thoai-cho-khach-hang-tiem-nang | 1082:top-10-phan-mem-theo-doi-ban-hang-hang-dau-d,Gcalls Plus Webphone:/gcalls-plus-webphone/ | Tổng đài tích hợp CRM:/tong-dai-tich-hop-crm/,PLANNED_NOT_IMPLEMENTED
10733,Cuộc gọi tiếp thị qua điện thoại là gì và cách thực hiện cuộc gọi hiệu quả?,HUB-01,publish,647:4-ly-do-su-dung-tong-dai-ao-call-center-la-c | 588:call-center-la-mot-trai-nghiem-thuong-hieu-t | 1157:cac-phan-mem-call-center-phu-hop-voi-cac-ton | 566:5-linh-vuc-rat-can-dich-vu-call-center-trung,Cloud Call Center:/lien-he/ | Gcalls Plus Webphone:/gcalls-plus-webphone/,PLANNED_NOT_IMPLEMENTED
10734,Cách tiếp thị qua điện thoại hiệu quả xử lý 3 lời từ chối cuộc gọi chào hàng,HUB-01,publish,647:4-ly-do-su-dung-tong-dai-ao-call-center-la-c | 588:call-center-la-mot-trai-nghiem-thuong-hieu-t | 1157:cac-phan-mem-call-center-phu-hop-voi-cac-ton | 566:5-linh-vuc-rat-can-dich-vu-call-center-trung,Cloud Call Center:/lien-he/ | Gcalls Plus Webphone:/gcalls-plus-webphone/,PLANNED_NOT_IMPLEMENTED
10740,Bộ câu hỏi phỏng vấn chuyên viên Telemarketing và Telesales,HUB-03,publish,1198:ban-hang-inbound-hay-ban-hang-outbound-phan- | 1381:6-buoc-xay-dung-kich-ban-ban-hang-dinh-cao | 1396:cach-goi-dien-thoai-cho-khach-hang-tiem-nang | 1082:top-10-phan-mem-theo-doi-ban-hang-hang-dau-d,Gcalls Plus Webphone:/gcalls-plus-webphone/ | Tổng đài tích hợp CRM:/tong-dai-tich-hop-crm/,PLANNED_NOT_IMPLEMENTED
10741,8 lời khuyên dành cho nhà quản lý Call Center,HUB-08,publish,1705:cach-viet-ban-tu-danh-gia-cong-viec-cua-nhan | 15332:dich-vu-voice-brandname-la-gi | 872:cong-nghe-dang-thay-doi-cach-moi-nguoi-lam-v | 16611:9-viec-nen-va-khong-nen-lam-trong-quy-trinh-,Gcalls Plus Webphone:/gcalls-plus-webphone/,PLANNED_NOT_IMPLEMENTED
10742,Quyết toán thuế TNCN - Doanh nghiệp và người lao động cần biết,HUB-08,publish,1705:cach-viet-ban-tu-danh-gia-cong-viec-cua-nhan | 15332:dich-vu-voice-brandname-la-gi | 872:cong-nghe-dang-thay-doi-cach-moi-nguoi-lam-v | 16611:9-viec-nen-va-khong-nen-lam-trong-quy-trinh-,Gcalls Plus Webphone:/gcalls-plus-webphone/,PLANNED_NOT_IMPLEMENTED
10743,Hướng dẫn nhân viên tư vấn bán hàng cách xử lý khách hàng nóng tính,HUB-03,draft,1198:ban-hang-inbound-hay-ban-hang-outbound-phan- | 1381:6-buoc-xay-dung-kich-ban-ban-hang-dinh-cao | 1396:cach-goi-dien-thoai-cho-khach-hang-tiem-nang | 1082:top-10-phan-mem-theo-doi-ban-hang-hang-dau-d,Gcalls Plus Webphone:/gcalls-plus-webphone/ | Tổng đài tích hợp CRM:/tong-dai-tich-hop-crm/,PLANNED_NOT_IMPLEMENTED
10745,Xây dựng chiến lược email follow-up giúp bán hàng hiệu quả (Phần 1),HUB-03,publish,1198:ban-hang-inbound-hay-ban-hang-outbound-phan- | 1381:6-buoc-xay-dung-kich-ban-ban-hang-dinh-cao | 1396:cach-goi-dien-thoai-cho-khach-hang-tiem-nang | 1082:top-10-phan-mem-theo-doi-ban-hang-hang-dau-d,Gcalls Plus Webphone:/gcalls-plus-webphone/ | Tổng đài tích hợp CRM:/tong-dai-tich-hop-crm/,PLANNED_NOT_IMPLEMENTED
10746,Xây dựng chiến lược email follow-up giúp bán hàng hiệu quả (Phần cuối),HUB-03,publish,1198:ban-hang-inbound-hay-ban-hang-outbound-phan- | 1381:6-buoc-xay-dung-kich-ban-ban-hang-dinh-cao | 1396:cach-goi-dien-thoai-cho-khach-hang-tiem-nang | 1082:top-10-phan-mem-theo-doi-ban-hang-hang-dau-d,Gcalls Plus Webphone:/gcalls-plus-webphone/ | Tổng đài tích hợp CRM:/tong-dai-tich-hop-crm/,PLANNED_NOT_IMPLEMENTED
10747,7 bước lập kế hoạch telesales hiệu quả,HUB-03,publish,1198:ban-hang-inbound-hay-ban-hang-outbound-phan- | 1381:6-buoc-xay-dung-kich-ban-ban-hang-dinh-cao | 1396:cach-goi-dien-thoai-cho-khach-hang-tiem-nang | 1082:top-10-phan-mem-theo-doi-ban-hang-hang-dau-d,Gcalls Plus Webphone:/gcalls-plus-webphone/ | Tổng đài tích hợp CRM:/tong-dai-tich-hop-crm/,PLANNED_NOT_IMPLEMENTED
10748,5 điều về trải nghiệm khách hàng mà mọi nhân viên bán hàng nên biết,HUB-03,publish,1198:ban-hang-inbound-hay-ban-hang-outbound-phan- | 1381:6-buoc-xay-dung-kich-ban-ban-hang-dinh-cao | 1396:cach-goi-dien-thoai-cho-khach-hang-tiem-nang | 1082:top-10-phan-mem-theo-doi-ban-hang-hang-dau-d,Gcalls Plus Webphone:/gcalls-plus-webphone/ | Tổng đài tích hợp CRM:/tong-dai-tich-hop-crm/,PLANNED_NOT_IMPLEMENTED
10749,EBOOK: MẪU KỊCH BẢN CHĂM SÓC KHÁCH HÀNG QUA ĐIỆN THOẠI,HUB-04,draft,861:11-chi-so-danh-gia-quan-trong-doi-voi-bo-pha | 15589:cau-hoi-cham-soc-khach-hang-cu-kich-ban-cskh | 15830:mo-hinh-trai-nghiem-khach-hang-la-gi | 16005:he-thong-cham-soc-khach-hang-loi-ich-va-6-ti,Gcalls CX:/gcalls-cx/ | Tổng đài tích hợp Helpdesk:/tong-dai-tich-hop-helpdesk/,PLANNED_NOT_IMPLEMENTED
