Post ID,Title,Status,Language,Words,H1,H2,H3,Duplicate Of,Thin,Outdated,Internal Links,External Links,Outbound Domains,Scripts,Iframes,Shortcodes,Elementor,Claims Detected,Pricing Claim,247/SLA Claim,Customer Named,Featured Image,CTA Present,SEO Title Set,Meta Desc Set,Canonical Set,Published,Modified,Non-Editorial
10962,Tuyển dụng Thực Tập Sinh Tư Vấn Doanh Nghiệp,publish,vi,553,0,8,0,10957,YES,,0,1,docs.google.com,0,0,,,pricing,YES,,,YES,YES,NO,NO,NO,2022-07-06,2022-07-06,YES
11915,Chạy Quảng Cáo Trên Shopee Từ A Đến Z,publish,vi,1151,0,2,3,,,,1,1,shopee.vn,0,0,caption,,unlimited,,,,YES,YES,YES,YES,NO,2022-07-23,2022-08-03,
12281,SMS Marketing Là Gì? Vì Sao Bạn Nên Dùng SMS Marketing?,publish,vi,1392,0,5,6,,,,1,2,vi.wikipedia.org,0,0,caption,,pricing,YES,,,YES,YES,YES,YES,NO,2022-07-25,2022-08-03,
12293,Phần Mềm SMS Marketing Và Những Điều Cần Biết,publish,vi,1075,0,4,5,,,,2,1,moit.gov.vn,0,0,caption,,,,,,YES,YES,YES,YES,NO,2022-07-26,2022-08-12,
12309,Dịch Vụ Tin Nhắn SMS Brandname Là Gì?,publish,vi,1268,0,4,9,,,,1,1,luathoanganh.vn,0,0,caption,,,,,,YES,YES,YES,YES,NO,2022-08-12,2022-08-12,
12326,"Sms Brandname Là Gì, Gồm Mấy Loại Và Có Lợi Ích Gì Cho Doanh Nghiệp?",publish,vi,965,0,4,2,,,,0,1,vi.wikipedia.org,0,0,caption,,qc_100,,,,YES,YES,YES,YES,NO,2022-08-13,2022-08-19,
12590,Phần Mềm SMS Brandname Nào Tốt Nhất?,publish,vi,1239,0,4,4,,,,2,1,vi.wikipedia.org,0,0,caption,,,,,,YES,YES,YES,YES,NO,2022-08-12,2022-08-12,
12599,SMS Marketing Giá Rẻ - Báo Giá Nhanh - Hiệu Quả Hàng Đầu,publish,vi,1121,0,3,9,,,,2,1,pasgo.vn,0,0,caption,,,,,,YES,YES,YES,YES,NO,2022-08-19,2022-08-19,
12625,"SMS Brandname Giá Rẻ, Uy Tín Tại Gcalls",publish,vi,1181,0,6,3,,,,1,2,vi.wikipedia.org,0,0,caption,,,,,,YES,YES,YES,YES,NO,2022-08-19,2022-08-19,
12686,Học Ngay 5 Kinh Nghiệm Bán Hàng Trên Shopee Cực Hiệu Quả 2022,publish,vi,1638,0,3,8,,,,1,2,bit.ly|meta.vn,0,0,caption,,,,,,YES,YES,YES,YES,NO,2022-08-12,2022-08-16,
12751,"Kinh Nghiệm Kinh Doanh Shopee, Bán Hàng Online Hiệu Quả",publish,vi,1660,0,3,4,,,,1,2,bit.ly|shopee.vn,0,0,caption,,,,,,YES,YES,YES,YES,NO,2022-08-11,2022-08-19,
12770,Shopee Template Và Cách Thiết Kế Chi Tiết Trên Canva,publish,vi,1468,0,4,5,,,,2,5,canva.com|drive.google.com|techtarget.com|zalo.me,0,0,caption,,,,,,YES,YES,YES,YES,NO,2022-08-13,2022-08-28,
12797,Khóa Học Bán Hàng Trên Shopee Nào Hiệu Quả Nhất,publish,vi,1619,0,4,6,,,,1,6,drive.google.com|vi.wikipedia.org|zalo.me,0,0,caption,,,,,,YES,YES,YES,YES,NO,2022-08-19,2022-08-28,
12953,Tối Ưu Quảng Cáo Shopee Hiệu Quả Nhất,draft,vi,1071,0,3,7,,,,1,1,brandsvietnam.com,0,0,caption,,,,,,YES,YES,YES,YES,NO,2022-08-25,2022-09-07,
12991,Kinh Nghiệm Bán Hàng Trên Lazada Cho Người Mới Bắt Đầu,draft,vi,1312,0,4,5,,,,2,1,vi.wikipedia.org,0,0,caption,,,,,,YES,YES,YES,YES,NO,2022-08-26,2022-08-26,
13012,Kinh Nghiệm Kinh Doanh Lazada Dành Cho Người Mới Bắt Đầu,private,vi,1350,0,6,4,,,,0,0,,0,0,caption,,,,,,YES,YES,YES,YES,NO,2022-09-05,2022-09-05,
13020,Khóa Học Kinh Doanh Shopee Hiệu Quả Trong Top 3,publish,vi,1329,0,4,3,,,,1,2,vi.wikipedia.org,0,0,caption,,save_50_80|pricing,YES,,,YES,YES,YES,YES,NO,2022-08-29,2022-09-07,
13047,Cách Tối Ưu Sản Phẩm Trên Shopee Hiệu Quả Nhất,publish,vi,1062,0,3,2,,,,0,0,,0,0,caption,,,,,,YES,YES,YES,YES,NO,2022-08-30,2022-09-07,
13067,Cách Thiết Kế Gian Hàng Trên Lazada 2022,publish,vi,1028,0,3,1,,,,1,2,canva.com|en.wikipedia.org,0,0,caption,,,,,,YES,YES,YES,YES,NO,2022-09-07,2022-09-17,
13094,Tối Ưu Quảng Cáo Lazada Hiệu Quả Và Chuyên Nghiệp,draft,vi,1098,0,2,5,,,,1,1,socprinting.net,0,0,caption,,,,,,YES,YES,YES,YES,NO,2022-09-07,2022-09-07,
13167,Cách Tối Ưu Sản Phẩm Trên Lazada,draft,vi,1262,0,2,5,,,,1,2,vi.wikipedia.org,0,0,ELHA700|caption,,,,,,YES,YES,YES,YES,NO,2022-09-09,2022-09-09,
13208,Dịch Vụ Call Center Là Gì? Công Ty Cung Cấp Uy Tín Nhất,publish,vi,1066,0,3,3,,,,2,1,marketingai.vn,0,0,caption,,always_247,,YES,,YES,YES,YES,YES,NO,2022-09-23,2022-09-30,
13242,Tổng Đài Ảo Miễn Phí Là Gì? Top 5+ Tổng Đài Ảo Miễn Phí CRM,publish,vi,1418,0,4,11,,,,2,1,en.wikipedia.org,0,0,caption,,,,,,YES,YES,YES,YES,NO,2022-09-30,2023-09-04,
13286,Tổng Đài Ảo Là Gì? Lợi Ích Hàng Đầu Dành Cho Doanh Nghiệp,publish,vi,1114,0,3,6,,,,1,1,tuyensi.vn,0,0,caption,,,,,,YES,YES,YES,YES,NO,2022-10-10,2022-10-10,
13378,Giải Pháp Tổng Đài Chăm Sóc Khách Hàng: Bỏ Vốn 1 Một Lời 10,draft,vi,1334,0,4,6,,,,2,1,en.wikipedia.org,0,0,caption,,,,,,YES,YES,YES,YES,NO,2022-10-01,2022-10-01,
13388,Tổng Đài Nội Bộ Ảo Khác Tổng Đài Ảo Điểm Nào?,publish,vi,1201,0,4,7,,,,2,2,vi.wikipedia.org,0,0,caption,,customer_named,,,YES,YES,YES,YES,YES,NO,2022-10-10,2022-10-10,
13409,Giải Pháp Tổng Đài Hỗ Trợ - Ưu Nhược Điểm,draft,vi,1077,0,3,6,,,,1,1,vi.wikipedia.org,0,0,caption,,,,,,YES,YES,NO,YES,NO,2022-10-06,2022-10-06,
13426,Lắp Đặt Tổng Đài Ảo Có Lợi Ích Gì?,draft,vi,1238,0,4,9,,,,1,2,en.wikipedia.org,0,0,caption,,,,,,YES,YES,NO,YES,NO,2022-10-08,2022-10-08,
13427,Giải Pháp Tổng Đài Ảo Không Dây Có Gì Tốt?,publish,vi,1355,0,5,2,,,,2,1,vi.wikipedia.org,0,0,caption,,qc_100,,,,YES,YES,YES,YES,NO,2022-10-10,2023-05-10,
13456,Tuyển dụng UI/UX Intern,publish,vi,439,0,2,0,,YES,,0,1,share.hsforms.com,0,0,,,,,,,YES,YES,NO,NO,NO,2022-10-12,2023-11-30,YES
13469,Tuyển dụng Customer Success Specialist Intern,publish,vi,803,0,1,0,14304,,,0,1,gcallsjsc.sg.larksuite.com,0,0,,,customer_named,,,YES,YES,YES,NO,NO,NO,2022-10-14,2024-07-03,YES
13483,Tổng Đài Công Nghệ Là Gì? Có Nên Đầu Tư Vào Tổng Đài Ảo?,publish,vi,1820,0,5,7,,,,5,1,en.wikipedia.org,0,0,caption,,qc_100|always_247|unlimited,,YES,,YES,YES,YES,YES,NO,2022-10-15,2022-12-08,
13535,HR Intern,publish,vi,538,0,1,0,14577,YES,,0,1,share.hsforms.com,0,0,,,pricing,YES,,,YES,YES,NO,NO,NO,2022-10-19,2023-11-30,YES
13899,Top 4 Kỹ Năng Chăm Sóc Khách Hàng Qua Điện Thoại,draft,vi,1363,0,5,7,,,,1,1,shopee.vn,0,0,caption,,,,,,YES,YES,YES,YES,NO,2022-11-05,2022-11-05,
14292,Marketing Automation Là Gì? Những Thông Tin Cần Biết,publish,vi,1029,0,6,0,,,,1,1,vi.wikipedia.org,0,0,caption,,,,,,YES,YES,YES,YES,NO,2022-11-24,2022-11-24,
14304,Customer Success Specialist Fulltime,publish,vi,733,0,1,0,13469,,,0,1,share.hsforms.com,0,0,,,customer_named,,,YES,YES,YES,NO,NO,NO,2022-11-24,2022-11-24,YES
14308,Customer Success Engineer Fulltime,publish,vi,465,0,3,2,,YES,,0,1,share.hsforms.com,0,0,,,,,,,YES,YES,NO,NO,NO,2022-11-24,2022-12-08,YES
14415,Kế Hoạch Chăm Sóc Khách Hàng Cũ Hiệu Quả Nhất,publish,vi,1229,0,3,4,,,,1,1,mona.media,0,0,caption,,,,,,YES,YES,YES,YES,NO,2022-11-30,2022-11-30,
14462,Hotline Là Gì? Có Những Loại Đầu Số Hotline Nào Hiện Nay?,publish,vi,1553,0,3,4,,,,2,1,en.wikipedia.org,0,0,caption,,pricing,YES,,,YES,YES,YES,YES,NO,2022-12-01,2022-12-01,
14502,IVR Là Gì? Và Những Điều Cần Biết Về IVR,publish,vi,1337,0,5,2,,,,2,2,en.wikipedia.org|vi.wikipedia.org,0,0,caption,,unlimited,,,,YES,YES,YES,YES,NO,2022-12-02,2022-12-03,
14506,Quy Trình Chăm Sóc Khách Hàng Sau Bán Hàng,publish,vi,1065,0,2,5,,,,1,2,en.wikipedia.org|vi.wikipedia.org,0,0,caption,,,,,,YES,NO,NO,YES,NO,2022-12-03,2022-12-03,
14522,ACD Là Gì? Ứng Dụng Thực Tế Của ACD Vào Call Center,publish,vi,1306,0,5,5,,,,1,1,vi.m.wikipedia.org,0,0,caption,,setup_time,,,,YES,YES,YES,YES,NO,2022-12-03,2023-01-27,
14536,Dịch Vụ Tổng Đài Ảo - 13 Tính Năng Nổi Bật,publish,vi,1162,0,3,13,,,,2,1,vi.wikipedia.org,0,0,caption,,unlimited,,,,YES,YES,NO,YES,NO,2022-12-06,2022-12-06,
14539,SIP Trunk Là Gì? Lợi Ích Dịch Vụ Này Mang Đến Như Thế Nào?,publish,vi,1140,0,5,4,,,,2,1,vi.wikipedia.org,0,0,caption,,unlimited,,,,YES,YES,YES,YES,NO,2022-12-06,2022-12-06,
14560,Số Tổng Đài 1800 Là Gì? Hướng Dẫn Đăng Ký Đầu Số 1800 Đơn Giản,publish,vi,1109,0,7,2,,,,1,1,hieuluat.vn,0,0,caption,,unlimited,,,,YES,YES,NO,YES,NO,2022-12-07,2022-12-07,
14568,Giải Đáp Thông Tin Về VoIP Và Ứng Dụng Thực Tế,publish,vi,1091,0,3,6,,,,1,1,vi.wikipedia.org,0,0,caption,,unlimited,,,,YES,YES,YES,YES,NO,2022-12-06,2022-12-13,
14577,HR Parttime,publish,vi,525,0,1,0,13535,YES,,0,1,share.hsforms.com,0,0,,,,,,,YES,YES,NO,NO,NO,2022-12-08,2022-12-08,YES
14607,Mẫu Lời Chào Tổng Đài Điện Thoại Phổ Biến Hiện Nay,publish,vi,1160,0,6,5,,,,3,1,vietteltelecom.vn,0,0,caption,,,,,,YES,YES,YES,YES,NO,2023-01-11,2023-01-11,
14614,Service Level Agreement Là Gì? Từ A - Z Thông Tin Về SLA,publish,vi,1118,0,6,0,,,,2,1,nganhangphapluat.lawnet.vn,0,0,caption,,sla_uptime,,YES,,YES,YES,YES,YES,NO,2022-12-12,2022-12-12,
14773,Best Virtual Phone System For Small Medium Business 2023,publish,non-vi,1879,0,8,19,,,,1,3,en.wikipedia.org,0,0,caption,,unlimited,,,,YES,YES,YES,YES,NO,2022-12-21,2022-12-23,
14787,Cách Xử Lý Các Tình Huống Chăm Sóc Khách Hàng,publish,vi,1441,0,6,4,,,,1,1,vi.wikipedia.org,0,0,caption,,,,,,YES,YES,NO,YES,NO,2022-12-21,2022-12-21,
14797,Tin Nhắn Chăm Sóc Khách Hàng Cũ Hiệu Quả Nhất,publish,vi,1164,0,3,6,,,,1,1,tuha.vn,0,0,caption,,,,,,YES,YES,YES,YES,NO,2022-12-22,2022-12-22,
14870,On Premise Là Gì Và Đây Có Phải Là Giải Pháp Tốt Nhất?,publish,vi,1198,0,3,4,,,,2,1,dictionary.cambridge.org,0,0,caption,,,,,,YES,YES,YES,YES,NO,2022-12-30,2022-12-31,
14890,Hệ Thống Tổng Đài Điện Thoại Chuẩn Là Như Thế Nào?,publish,vi,1048,0,6,0,,,,1,1,adsun.vn,0,0,caption,,,,,,YES,YES,YES,YES,NO,2023-01-05,2023-01-05,
14902,Dịch Vụ Chăm Sóc Khách Hàng Là Gì?,publish,vi,1232,0,6,0,,,,5,1,vi.wikipedia.org,0,0,caption,,,,,,YES,YES,NO,YES,NO,2023-01-05,2023-01-05,
15008,Tổng Đài IP Và Những Khác Biệt So Với Tổng Đài Analog,publish,vi,1199,0,4,2,,,,2,1,onlinecrm.vn,0,0,caption,,unlimited,,,,YES,YES,YES,YES,NO,2023-01-06,2023-01-06,
15049,Kịch Bản Tư Vấn Khách Hàng Spa Là Gì?,publish,vi,1301,0,2,2,,,,2,1,vi.wikipedia.org,0,0,caption,,pricing,YES,,,YES,YES,NO,YES,NO,2023-01-10,2023-01-10,
15195,Customer Lifetime Value Là Gì? Vai Trò Và Cách Tính,publish,vi,1142,0,4,3,,,,1,1,luatminhkhue.vn,0,0,caption,,,,,,YES,YES,YES,YES,NO,2023-01-12,2023-01-12,
15207,5 Lý Do Nên Chọn Dịch Vụ Chăm Sóc Khách Hàng Viettel,publish,vi,1098,0,3,5,,,,2,1,zingnews.vn,0,0,caption,,always_247|pricing|customer_named,YES,YES,YES,YES,YES,YES,YES,NO,2023-01-14,2023-01-15,
15217,Phần Mềm Quản Lý Bán Hàng Đa Kênh Là Gì? Có Nên Sử Dụng?,publish,vi,1127,0,5,0,,,,2,1,vi.wikipedia.org,0,0,caption,,,,,,YES,YES,YES,YES,NO,2023-01-18,2023-01-18,
15221,Dịch Vụ Voice Brandname Là Gì Và Những Lợi Ích Hiện Đại,publish,vi,1247,0,4,4,,,,2,2,3cx.vn|voicefpt.com.vn,0,0,caption,,,,,,YES,YES,YES,YES,NO,2023-01-17,2023-01-18,
15235,Customer Success Là Gì? Những Thông Tin Cụ Thể Nhất,publish,vi,1072,0,3,3,,,,1,1,advertisingvietnam.com,0,0,caption,,,,,,YES,YES,YES,YES,NO,2023-01-19,2023-01-19,
15250,Tổng Đài Contact Center Là Gì?,publish,vi,1106,0,4,5,,,,1,1,vi.wikipedia.org,0,0,caption,,always_247|customer_named,,YES,YES,YES,YES,NO,YES,NO,2023-01-20,2023-01-20,
15262,Phần Mềm Tổng Đài Ảo Là Gì?,publish,vi,1059,0,4,7,,,,2,1,en.wikipedia.org,0,0,caption,,,,,,YES,YES,NO,YES,NO,2023-01-20,2023-01-20,
15281,Mua Số Tổng Đài 1900 Có Lợi Ích Gì? Nên Mua Ở Đâu Uy Tín?,publish,vi,1094,0,6,6,,,,3,1,vi.wikipedia.org,0,0,caption,,never_miss|unlimited|pricing,YES,,,YES,YES,YES,YES,NO,2023-01-21,2023-01-29,
15306,Chăm Sóc Khách Hàng Qua Điện Thoại Và Kỹ Năng Cần Thiết,publish,vi,1454,0,4,5,,,,1,1,salesforce.com,0,0,caption,,,,,,YES,YES,YES,YES,NO,2023-01-31,2023-02-01,
15314,Salesforce Là Gì? Những Thông Tin Quan Trọng Nhất,publish,vi,1123,0,3,10,,,,1,2,vi.wikipedia.org,0,0,caption,,,,,,YES,YES,YES,YES,NO,2023-02-01,2023-03-08,
15328,salesforce,draft,non-vi,0,0,0,0,,YES,,0,0,,0,0,,,,,,,NO,NO,NO,NO,NO,2023-02-01,2023-02-01,
15332,Dịch Vụ Voice Brandname Là Gì?,publish,vi,2761,0,8,14,,,,2,0,,0,0,caption,,unlimited,,,,YES,YES,NO,YES,NO,2023-03-06,2023-03-06,
15335,Phần Mềm CRM Việt Nam Là Gì?,publish,vi,1121,0,4,8,,,,1,1,vi.wikipedia.org,0,0,caption,,,,,,YES,YES,NO,YES,NO,2023-02-05,2023-02-05,
15353,Cách Xây Dựng Quy Trình Bán Hàng Của Doanh Nghiệp Hiệu Quả,publish,vi,1537,0,4,8,,,,2,1,vi.wikipedia.org,0,0,caption,,,,,,YES,YES,YES,YES,NO,2023-02-06,2023-02-10,
15363,Vì Sao Chiến Lược Chăm Sóc Khách Hàng Với SalesForce Cần Thiết,publish,vi,1083,0,2,4,,,,1,1,tinhocmos.edu.vn,0,0,caption,,,,,,YES,YES,YES,YES,NO,2023-02-09,2023-02-09,
15380,So Sánh Salesforce CRM Và Các Phần Mềm Khác,publish,vi,1175,0,2,3,,,,1,1,aita.gov.vn,0,0,caption,,,,,,YES,YES,YES,YES,NO,2023-02-15,2023-03-08,
15384,Salesforce Marketing Cloud Là Gì? Tìm Hiểu Thông Tin Từ A-Z,publish,vi,1200,0,3,5,,,,2,1,vi.wikipedia.org,0,0,caption,,unlimited,,,,YES,YES,YES,YES,NO,2023-02-14,2023-02-15,
15558,8 Cách Giữ Khách Hàng Cũ Hiệu Quả,publish,vi,1619,0,3,8,,,,1,1,en.wikipedia.org,0,0,caption,,,,,,YES,YES,NO,YES,NO,2023-03-07,2023-03-07,
15561,Trải Nghiệm Khách Hàng Xuất Sắc Là Gì? Cách Nâng Cấp,publish,vi,1375,0,4,6,,,,1,1,nhanh.vn,0,0,caption,,unlimited,,,,YES,YES,YES,YES,NO,2023-03-07,2023-03-07,
15589,Câu Hỏi Chăm Sóc Khách Hàng Cũ & Kịch Bản CSKH Hiệu Quả,publish,vi,1624,0,5,3,,,,2,1,vi.wikipedia.org,0,0,caption,,,,,,YES,YES,YES,YES,NO,2023-03-07,2023-03-09,
15604,Giải Pháp Chăm Sóc Khách Hàng Nào Tối Ưu Nhất?,publish,vi,1227,0,3,5,,,,1,1,sapo.vn,0,0,caption,,,,,,YES,YES,YES,YES,NO,2023-03-09,2023-03-09,
15646,Top 5 Lợi Ích Của Phần Mềm Auto Answer,publish,vi,1584,0,3,9,,,,2,1,vi.wikipedia.org,0,0,caption,,always_247,,YES,,YES,NO,NO,YES,NO,2023-03-21,2023-03-26,
15660,Chiến Lược Giữ Chân Khách Hàng Hiệu Quả Nhất,publish,vi,1072,0,3,6,,,,1,1,sapo.vn,0,0,caption,,,,,,YES,YES,YES,YES,NO,2023-03-17,2023-03-17,
15681,Tin Nhắn Chăm Sóc Khách Hàng Cũ Giúp Gia Tăng Hiệu Quả,publish,vi,1390,0,3,6,,,,2,2,bitrix24.vn|zozo.vn,0,0,caption,,,,,,YES,YES,YES,YES,NO,2023-03-18,2023-03-18,
15687,Quản Lý Thông Tin Khách Hàng Hiệu Quả Qua Hệ Thống Nào?,publish,vi,809,0,1,3,,,,0,1,vi.wikipedia.org,0,0,caption,,,,,,YES,YES,YES,YES,NO,2023-03-18,2023-04-04,
15713,Quản Lý Cuộc Gọi Khách Hàng Có Thật Sự Dễ Dàng?,publish,vi,1854,0,4,8,,,,2,1,support.google.com,0,0,caption,,setup_time,,,,YES,YES,YES,YES,NO,2023-03-21,2023-03-22,
15724,Bí Quyết Chăm Sóc Khách Hàng Tuyệt Đỉnh Nhất,publish,vi,1084,0,2,6,,,,1,1,ieit.vn,0,0,caption,,,,,,YES,YES,YES,YES,NO,2023-03-22,2023-03-22,
15738,"Tại Sao Dịch Vụ Tổng Đài Ảo Dành Cho Startup ""Bùng Nổ"" 2023?",publish,vi,1826,0,5,11,,,,5,1,topcv.vn,0,0,caption,,,,,,YES,YES,YES,YES,NO,2023-03-24,2023-03-24,
15743,Đồng Bộ Hóa Dữ Liệu Là Gì? Tại Sao Nên Đồng Bộ Dữ Liệu?,publish,vi,1292,0,5,2,,,,2,1,vi.wikipedia.org,0,0,caption,,,,,,YES,YES,YES,YES,NO,2023-03-24,2023-03-24,
15765,Phần Mềm Auto Call Và Những Lợi Ích Cho Doanh Nghiệp,publish,vi,1197,0,5,3,,,,2,0,,0,0,caption,,save_50_80,,,,YES,YES,YES,YES,NO,2023-03-27,2023-03-27,
15775,5 Lợi Ích Của Dịch Vụ Hỗ Trợ Trực Tuyến,publish,vi,1358,0,4,8,,,,2,1,vi.wikipedia.org,0,0,caption,,,,,,YES,YES,NO,YES,NO,2023-03-27,2023-03-27,
15794,Hệ Thống Quản Lý Khách Hàng Và Phần Mềm Trên Điện Thoại,publish,vi,1031,0,3,4,,,,2,1,vi.wikipedia.org,0,0,caption,,,,,,YES,YES,YES,YES,NO,2023-03-28,2023-03-29,
15806,Giải Pháp Tổng Đài Ảo Cho Doanh Nghiệp Vừa Và Nhỏ,publish,vi,1137,0,3,7,,,,4,2,vi.wikipedia.org,0,0,caption,,always_247,,YES,,YES,YES,YES,YES,NO,2023-03-29,2023-03-29,
15830,Mô Hình Trải Nghiệm Khách Hàng Là Gì?,publish,vi,1494,0,5,16,,,,4,1,vi.wikipedia.org,0,0,caption,,,,,,YES,YES,NO,YES,NO,2023-04-05,2023-04-27,
15847,Lưu Trữ Thông Tin Khách Hàng Với Top 3 Phần Mềm Tốt Nhất,publish,vi,1390,0,4,9,,,,2,1,vi.wikipedia.org,0,0,caption,,,,,,YES,YES,YES,YES,NO,2023-04-05,2023-04-07,
15859,Tổng Đài IP Và Những Điều Cần Biết Trước Khi Lắp Đặt,publish,vi,1422,0,3,5,,,,2,2,dictionary.cambridge.org|google.com,0,0,caption,,,,,,YES,YES,YES,YES,NO,2023-04-06,2023-04-06,
15870,Nhân Viên Hỗ Trợ Khách Hàng - Chìa Khóa Thành Công Của Doanh Nghiệp,publish,vi,1179,0,3,3,,,,2,1,vncmd.com,0,0,caption,,,,,,YES,YES,YES,YES,NO,2023-04-07,2023-04-07,
15884,Dịch Vụ Tổng Đài Đám Mây Cho Start-Up,publish,vi,1282,0,3,7,,,,3,1,vi.wikipedia.org,0,0,caption,,,,,,YES,YES,NO,YES,NO,2023-04-11,2023-04-11,
15904,8 Bước Bán Hàng Cơ Bản Và Hiệu Quả Cho Nhân Viên Sales,publish,vi,1601,0,3,6,,,,2,0,,0,0,caption,,,,,,YES,YES,YES,YES,NO,2023-04-17,2023-04-18,
15916,Cách Gọi Sale Hiệu Quả Có Thể Bạn Không Biết,publish,vi,1110,0,2,6,,,,3,1,ilovemyvoice.vn,0,0,caption,,,,,,YES,YES,YES,YES,NO,2023-04-18,2023-04-18,
15926,Cách Telesale Cho Người Mới Bắt Đầu,publish,vi,1461,0,3,11,,,,4,1,vi.wikipedia.org,0,0,caption,,,,,,YES,YES,NO,YES,NO,2023-04-18,2023-04-27,
15943,Chương Trình Chăm Sóc Khách Hàng Tối Ưu Nhất,publish,vi,1075,0,2,5,,,,3,1,indongnam.com.vn,0,0,caption,,,,,,YES,YES,YES,YES,NO,2023-04-19,2023-04-19,
15982,Quản Lý Quan Hệ Khách Hàng Trong Doanh Nghiệp,publish,vi,1497,0,4,13,,,,3,2,glints.com|support.google.com,0,0,caption,,,,,,YES,YES,YES,YES,NO,2023-04-21,2023-04-27,
15993,Phương Pháp Quản Lý Telesale Hiệu Quả,publish,vi,1667,0,2,7,,,,3,1,en.wikipedia.org,0,0,caption,,,,,,YES,YES,NO,YES,NO,2023-04-24,2023-04-24,
16005,Hệ Thống Chăm Sóc Khách Hàng: Lợi Ích Và 6 Tính Năng,publish,vi,1459,0,4,12,,,,3,1,vi.wikipedia.org,0,0,caption,,customer_named,,,YES,YES,YES,YES,YES,NO,2023-04-24,2023-04-25,
16018,Đăng Ký Tổng Đài Ảo: Giải Pháp Chăm Sóc Khách Hàng Hiệu Quả,publish,vi,1488,0,4,9,,,,6,1,vi.wikipedia.org,0,0,caption,,always_247|customer_named,,YES,YES,YES,YES,YES,YES,NO,2023-04-12,2023-05-09,
16022,Cách Gọi Telesale Hiệu Quả Mà Bạn Chưa Biết,publish,vi,1079,0,2,6,,,,3,1,cafeland.vn,0,0,caption,,,,,,YES,YES,YES,YES,NO,2023-04-26,2023-04-26,
16035,8 Cách Nâng Cao Trải Nghiệm Dịch Vụ Khách Hàng,publish,vi,1233,0,2,8,,,,3,1,vi.wikipedia.org,0,0,caption,,,,,,YES,YES,YES,YES,NO,2023-04-27,2023-04-27,
16095,"Hệ Thống Quản Lý Khách Hàng Trong Nhà Hàng, Khách Sạn",publish,vi,1531,0,5,2,,,,3,2,google.com|salesforce.com,0,0,caption,,,,,,YES,YES,YES,YES,NO,2023-04-28,2023-04-28,
16109,Chú Ý Khi Xây Dựng Sơ Đồ Quy Trình Chăm Sóc Khách Hàng,publish,vi,1212,0,2,5,,,,2,1,vi.wikipedia.org,0,0,caption,,,,,,YES,YES,YES,YES,NO,2023-05-04,2023-05-04,
16131,Phần Mềm Quản Lý Khách Hàng Miễn Phí Cho Doanh Nghiệp,publish,vi,1574,0,4,5,,,,3,2,agilecrm.com|insightly.com,0,0,caption,,,,,,YES,YES,YES,YES,NO,2023-05-04,2023-05-05,
16145,Phương Pháp Chăm Sóc Khách Hàng Hiệu Quả Nhất Hiện Nay,publish,vi,1320,0,5,4,,,,3,2,nguyenkim.com|vtv.vn,0,0,caption,,,,,,YES,YES,YES,YES,NO,2023-05-07,2023-05-07,
16176,Nâng Cao Chất Lượng Nguồn Nhân Lực Trong Doanh Nghiệp,publish,vi,1781,0,4,4,,,,2,1,thinkingschool.vn,0,0,caption,,,,,,YES,YES,YES,YES,NO,2023-05-11,2023-05-12,
16180,Xây Dựng Chiến Lược Marketing Hiệu Quả Như Thế Nào?,publish,vi,1131,0,2,5,,,,1,1,banhang.shopee.vn,0,0,caption,,,,,,YES,YES,YES,YES,NO,2023-05-12,2023-05-12,
16201,9 Ý Tưởng Khởi Nghiệp Tuyệt Vời Cho Bạn,publish,vi,1309,0,2,2,,,,2,1,vi.wikipedia.org,0,0,caption,,,,,,YES,YES,NO,YES,NO,2023-05-13,2023-05-13,
16202,8 Phương Pháp Tiếp Cận Khách Hàng Hiệu Quả,publish,vi,1571,0,3,11,,,,4,1,vi.wikipedia.org,0,0,caption,,,,,,YES,YES,YES,YES,NO,2023-05-13,2023-05-13,
16240,Xác Định Khách Hàng Mục Tiêu: Vai Trò & Cách Xác Định,publish,vi,1548,0,5,8,,,,2,1,vi.wikipedia.org,0,0,caption,,,,,,YES,YES,YES,YES,NO,2023-05-15,2023-05-16,
16252,Mục Tiêu SMART Là Gì? Ví Dụ Và Cách Đặt Mục Tiêu SMART,publish,vi,1452,0,5,4,,,,4,1,vi.wikipedia.org,0,0,caption,,,,,,YES,YES,YES,YES,NO,2023-05-26,2023-05-26,
16254,5 Bước Lập Kế Hoạch Marketing Hiệu Quả Cho Doanh Nghiệp,publish,vi,1585,0,4,5,,,,3,1,support.google.com,0,0,caption,,,,,,YES,YES,YES,YES,NO,2023-05-22,2023-05-25,
16257,Xác Định Ngân Sách Marketing Như Thế Nào?,publish,vi,1167,0,4,4,,,,3,2,insivia.com|vieclam.thegioididong.com,0,0,caption,,,,,,YES,YES,YES,YES,NO,2023-05-17,2023-05-17,
16271,Nhà Đầu Tư Thiên Thần - Cứu Tinh Của Start Up,publish,vi,1821,0,6,9,,,,2,2,ventures.vinacapital.com|viisa.vn,0,0,caption,,,,,,YES,YES,YES,YES,NO,2023-05-19,2023-05-20,
16284,9 Bước Lập Kế Hoạch Digital Marketing,publish,vi,1169,0,2,1,,,,2,1,vi.wikipedia.org,0,0,caption,,,,,,YES,YES,NO,YES,NO,2023-05-22,2023-05-22,
