Legacy Post ID,Legacy URL,Legacy Status,Decision,Final URL,URL Action,Redirect,Reason
10745,https://gcalls.co/xay-dung-chien-luoc-email-follow-up-giup-ban-hang-hieu-qua-phan-1/,publish,REBUILD_KEEP_URL,/xay-dung-chien-luoc-email-follow-up-giup-ban-hang-hieu-qua-phan-1/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
10746,https://gcalls.co/xay-dung-chien-luoc-email-follow-up-phan-cuoi/,publish,REBUILD_KEEP_URL,/xay-dung-chien-luoc-email-follow-up-phan-cuoi/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
10747,https://gcalls.co/7-buoc-lap-ke-hoach-telesales-hieu-qua/,publish,REBUILD_KEEP_URL,/7-buoc-lap-ke-hoach-telesales-hieu-qua/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
10748,https://gcalls.co/5-dieu-ve-trai-nghiem-khach-hang-moi-nhan-vien-ban-hang-nen-biet/,publish,REBUILD_KEEP_URL,/5-dieu-ve-trai-nghiem-khach-hang-moi-nhan-vien-ban-hang-nen-biet/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
10749,https://gcalls.co/?p=10749,draft,REBUILD_UPDATE_TOPIC,/ebook-mau-kich-ban-cham-soc-khach-hang-qua-dien-thoai/,PRESERVE_ROOT_URL,NONE,"URL kept, topic re-scoped"
10750,https://gcalls.co/cach-ban-hang-hieu-qua-bang-giong-noi/,publish,REBUILD_KEEP_URL,/cach-ban-hang-hieu-qua-bang-giong-noi/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
10751,https://gcalls.co/5-buoc-de-thiet-ke-mot-kich-ban-ban-hang-thanh-cong/,publish,REBUILD_KEEP_URL,/5-buoc-de-thiet-ke-mot-kich-ban-ban-hang-thanh-cong/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
10752,https://gcalls.co/dung-bao-gia-giai-phap-truoc-khi-truyen-tai-duoc-gia-tri-den-khach-hang/,publish,REBUILD_KEEP_URL,/dung-bao-gia-giai-phap-truoc-khi-truyen-tai-duoc-gia-tri-den-khach-hang/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
10753,https://gcalls.co/mau-bang-danh-gia-nhan-vien-ban-hang/,publish,REBUILD_KEEP_URL,/mau-bang-danh-gia-nhan-vien-ban-hang/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
10754,https://gcalls.co/8-buoc-quan-trong-de-thuc-hien-cuoc-hop-danh-gia-ban-hang-hang-nam/,publish,REBUILD_KEEP_URL,/8-buoc-quan-trong-de-thuc-hien-cuoc-hop-danh-gia-ban-hang-hang-nam/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
10756,https://gcalls.co/telesales-va-telemarketing/,publish,REBUILD_KEEP_URL,/telesales-va-telemarketing/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
10798,https://gcalls.co/tuyen-dung-customer-success-engineer-it-full-time/,publish,RETIRE_410,410,RETIRE,410 Gone,Non-editorial / off-ICP; no same-intent target so no redirect
10801,https://gcalls.co/tuyen-dung-customer-success-engineer-internship/,publish,RETIRE_410,410,RETIRE,410 Gone,Non-editorial / off-ICP; no same-intent target so no redirect
10957,https://gcalls.co/chuyen-vien-tu-van-doanh-nghiep/,publish,RETIRE_410,410,RETIRE,410 Gone,Non-editorial / off-ICP; no same-intent target so no redirect
10962,https://gcalls.co/thuc-tap-sinh-tu-van-doanh-nghiep/,publish,RETIRE_410,410,RETIRE,410 Gone,Non-editorial / off-ICP; no same-intent target so no redirect
11915,https://gcalls.co/chay-quang-cao-tren-shopee-tu-a-den-z/,publish,RETIRE_410,410,RETIRE,410 Gone,Non-editorial / off-ICP; no same-intent target so no redirect
12281,https://gcalls.co/sms-marketing-la-gi-vi-sao-ban-nen-dung-sms-marketing/,publish,REBUILD_UPDATE_TOPIC,/sms-marketing-la-gi-vi-sao-ban-nen-dung-sms-marketing/,PRESERVE_ROOT_URL,NONE,"URL kept, topic re-scoped"
12293,https://gcalls.co/phan-mem-sms-marketing-va-nhung-dieu-can-biet/,publish,REBUILD_UPDATE_TOPIC,/phan-mem-sms-marketing-va-nhung-dieu-can-biet/,PRESERVE_ROOT_URL,NONE,"URL kept, topic re-scoped"
12309,https://gcalls.co/dich-vu-tin-nhan-sms-brandname-la-gi/,publish,REBUILD_UPDATE_TOPIC,/dich-vu-tin-nhan-sms-brandname-la-gi/,PRESERVE_ROOT_URL,NONE,"URL kept, topic re-scoped"
12326,https://gcalls.co/sms-brandname-la-gi-gom-may-loai-va-co-loi-ich-gi-cho-doanh-nghiep/,publish,REBUILD_UPDATE_TOPIC,/sms-brandname-la-gi-gom-may-loai-va-co-loi-ich-gi-cho-doanh-nghiep/,PRESERVE_ROOT_URL,NONE,"URL kept, topic re-scoped"
12590,https://gcalls.co/phan-mem-sms-brandname-nao-tot-nhat/,publish,REBUILD_UPDATE_TOPIC,/phan-mem-sms-brandname-nao-tot-nhat/,PRESERVE_ROOT_URL,NONE,"URL kept, topic re-scoped"
12599,https://gcalls.co/sms-marketing-gia-re-bao-gia-nhanh-hieu-qua-hang-dau/,publish,REBUILD_UPDATE_TOPIC,/sms-marketing-gia-re-bao-gia-nhanh-hieu-qua-hang-dau/,PRESERVE_ROOT_URL,NONE,"URL kept, topic re-scoped"
12625,https://gcalls.co/sms-brandname-gia-re-uy-tin-tai-gcalls/,publish,REBUILD_UPDATE_TOPIC,/sms-brandname-gia-re-uy-tin-tai-gcalls/,PRESERVE_ROOT_URL,NONE,"URL kept, topic re-scoped"
12686,https://gcalls.co/hoc-ngay-5-kinh-nghiem-ban-hang-tren-shopee/,publish,REBUILD_KEEP_URL,/hoc-ngay-5-kinh-nghiem-ban-hang-tren-shopee/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
12751,https://gcalls.co/kinh-nghiem-kinh-doanh-shopee-ban-hang-online/,publish,REBUILD_KEEP_URL,/kinh-nghiem-kinh-doanh-shopee-ban-hang-online/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
12770,https://gcalls.co/shopee-template-va-cach-thiet-ke-chi-tiet-tren-canva/,publish,REBUILD_KEEP_URL,/shopee-template-va-cach-thiet-ke-chi-tiet-tren-canva/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
12797,https://gcalls.co/khoa-hoc-ban-hang-tren-shopee-nao-hieu-qua-nhat/,publish,REBUILD_KEEP_URL,/khoa-hoc-ban-hang-tren-shopee-nao-hieu-qua-nhat/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
12953,https://gcalls.co/?p=12953,draft,RETIRE_410,410,RETIRE,410 Gone,Non-editorial / off-ICP; no same-intent target so no redirect
12991,https://gcalls.co/?p=12991,draft,REBUILD_UPDATE_TOPIC,/kinh-nghiem-ban-hang-tren-lazada-cho-nguoi-moi-bat-dau/,NEW_ROOT_URL,NONE,Unpublished draft — no legacy URL; new root URL
13012,https://gcalls.co/kinh-nghiem-kinh-doanh-lazada-danh-cho-nguoi-moi-bat-dau/,private,REBUILD_UPDATE_TOPIC,/kinh-nghiem-kinh-doanh-lazada-danh-cho-nguoi-moi-bat-dau/,PRESERVE_ROOT_URL,NONE,"URL kept, topic re-scoped"
13020,https://gcalls.co/khoa-hoc-kinh-doanh-shopee-hieu-qua-trong-top-3/,publish,REBUILD_KEEP_URL,/khoa-hoc-kinh-doanh-shopee-hieu-qua-trong-top-3/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
13047,https://gcalls.co/cach-toi-uu-san-pham-tren-shopee-hieu-qua-nhat/,publish,REBUILD_KEEP_URL,/cach-toi-uu-san-pham-tren-shopee-hieu-qua-nhat/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
13067,https://gcalls.co/cach-thiet-ke-gian-hang-tren-lazada/,publish,RETIRE_410,410,RETIRE,410 Gone,Non-editorial / off-ICP; no same-intent target so no redirect
13094,https://gcalls.co/?p=13094,draft,REBUILD_UPDATE_TOPIC,/toi-uu-quang-cao-lazada-hieu-qua-va-chuyen-nghiep/,NEW_ROOT_URL,NONE,Unpublished draft — no legacy URL; new root URL
13167,https://gcalls.co/?p=13167,draft,REBUILD_UPDATE_TOPIC,/cach-toi-uu-san-pham-tren-lazada/,NEW_ROOT_URL,NONE,Unpublished draft — no legacy URL; new root URL
13208,https://gcalls.co/dich-vu-call-center-la-gi-cong-ty-cung-cap-uy-tin-nhat/,publish,REBUILD_KEEP_URL,/dich-vu-call-center-la-gi-cong-ty-cung-cap-uy-tin-nhat/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
13242,https://gcalls.co/tong-dai-ao-mien-phi-la-gi-top-5-tong-dai-ao-mien-phi-crm/,publish,REBUILD_KEEP_URL,/tong-dai-ao-mien-phi-la-gi-top-5-tong-dai-ao-mien-phi-crm/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
13286,https://gcalls.co/tong-dai-ao-la-gi-loi-ich-hang-dau-danh-cho-doanh-nghiep/,publish,REBUILD_KEEP_URL,/tong-dai-ao-la-gi-loi-ich-hang-dau-danh-cho-doanh-nghiep/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
13378,https://gcalls.co/?p=13378,draft,REBUILD_UPDATE_TOPIC,/giai-phap-tong-dai-cham-soc-khach-hang-bo-mot-loi-muoi/,PRESERVE_ROOT_URL,NONE,"URL kept, topic re-scoped"
13388,https://gcalls.co/tong-dai-noi-bo-ao-khac-tong-dai-ao-diem-nao/,publish,REBUILD_KEEP_URL,/tong-dai-noi-bo-ao-khac-tong-dai-ao-diem-nao/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
13409,https://gcalls.co/?p=13409,draft,REBUILD_UPDATE_TOPIC,/giai-phap-tong-dai-ho-tro-uu-nhuoc-diem/,NEW_ROOT_URL,NONE,Unpublished draft — no legacy URL; new root URL
13426,https://gcalls.co/?p=13426,draft,REBUILD_UPDATE_TOPIC,/lap-dat-tong-dai-ao-co-loi-ich-gi/,NEW_ROOT_URL,NONE,Unpublished draft — no legacy URL; new root URL
13427,https://gcalls.co/giai-phap-tong-dai-ao-khong-day-co-gi-tot/,publish,REBUILD_KEEP_URL,/giai-phap-tong-dai-ao-khong-day-co-gi-tot/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
13456,https://gcalls.co/tuyen-dung-product-designer-ui-ux-intern/,publish,RETIRE_410,410,RETIRE,410 Gone,Non-editorial / off-ICP; no same-intent target so no redirect
13469,https://gcalls.co/tuyen-dung-customer-success-specialist-intern/,publish,RETIRE_410,410,RETIRE,410 Gone,Non-editorial / off-ICP; no same-intent target so no redirect
13483,https://gcalls.co/tong-dai-cong-nghe-la-gi-co-nen-dau-tu-vao-tong-dai-ao/,publish,REBUILD_KEEP_URL,/tong-dai-cong-nghe-la-gi-co-nen-dau-tu-vao-tong-dai-ao/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
13535,https://gcalls.co/hr-intern/,publish,RETIRE_410,410,RETIRE,410 Gone,Non-editorial / off-ICP; no same-intent target so no redirect
13899,https://gcalls.co/?p=13899,draft,REBUILD_UPDATE_TOPIC,/top-4-ky-nang-cham-soc-khach-hang-qua-dien-thoai/,NEW_ROOT_URL,NONE,Unpublished draft — no legacy URL; new root URL
14292,https://gcalls.co/marketing-automation-la-gi-nhung-thong-tin-can-biet/,publish,REBUILD_KEEP_URL,/marketing-automation-la-gi-nhung-thong-tin-can-biet/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
14304,https://gcalls.co/tuyen-dung-customer-success-specialist-fulltime/,publish,RETIRE_410,410,RETIRE,410 Gone,Non-editorial / off-ICP; no same-intent target so no redirect
14308,https://gcalls.co/customer-success-engineer-fulltime/,publish,RETIRE_410,410,RETIRE,410 Gone,Non-editorial / off-ICP; no same-intent target so no redirect
14415,https://gcalls.co/ke-hoach-cham-soc-khach-hang-cu-hieu-qua-nhat/,publish,REBUILD_KEEP_URL,/ke-hoach-cham-soc-khach-hang-cu-hieu-qua-nhat/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
14462,https://gcalls.co/hotline-la-gi-co-nhung-loai-dau-so-hotline-nao-hien-nay/,publish,REBUILD_KEEP_URL,/hotline-la-gi-co-nhung-loai-dau-so-hotline-nao-hien-nay/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
14502,https://gcalls.co/ivr-la-gi-va-nhung-dieu-can-biet-ve/,publish,REBUILD_KEEP_URL,/ivr-la-gi-va-nhung-dieu-can-biet-ve/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
14506,https://gcalls.co/quy-trinh-cham-soc-khach-hang-sau-ban-hang/,publish,REBUILD_KEEP_URL,/quy-trinh-cham-soc-khach-hang-sau-ban-hang/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
14522,https://gcalls.co/acd-la-gi-ung-dung-thuc-te-cua-acd-vao-call-center/,publish,REBUILD_KEEP_URL,/acd-la-gi-ung-dung-thuc-te-cua-acd-vao-call-center/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
14536,https://gcalls.co/dich-vu-tong-dai-ao-13-tinh-nang-noi-bat/,publish,REBUILD_KEEP_URL,/dich-vu-tong-dai-ao-13-tinh-nang-noi-bat/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
14539,https://gcalls.co/sip-trunk-la-gi-loi-ich-dich-vu-nay-mang-den-nhu-the-nao/,publish,REBUILD_UPDATE_TOPIC,/sip-trunk-la-gi-loi-ich-dich-vu-nay-mang-den-nhu-the-nao/,PRESERVE_ROOT_URL,NONE,"URL kept, topic re-scoped"
14560,https://gcalls.co/so-tong-dai-1800-la-gi-huong-dan-dang-ky-dau-so-1800-don-gian/,publish,REBUILD_KEEP_URL,/so-tong-dai-1800-la-gi-huong-dan-dang-ky-dau-so-1800-don-gian/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
14568,https://gcalls.co/giai-dap-thong-tin-ve-voip-va-ung-dung-thuc-te/,publish,REBUILD_KEEP_URL,/giai-dap-thong-tin-ve-voip-va-ung-dung-thuc-te/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
14577,https://gcalls.co/hr-parttime/,publish,RETIRE_410,410,RETIRE,410 Gone,Non-editorial / off-ICP; no same-intent target so no redirect
14607,https://gcalls.co/mau-loi-chao-tong-dai-dien-thoai-pho-bien-hien-nay/,publish,REBUILD_KEEP_URL,/mau-loi-chao-tong-dai-dien-thoai-pho-bien-hien-nay/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
14614,https://gcalls.co/service-level-agreement-la-gi-tu-a-z-thong-tin-ve-sla/,publish,REBUILD_UPDATE_TOPIC,/service-level-agreement-la-gi-tu-a-z-thong-tin-ve-sla/,PRESERVE_ROOT_URL,NONE,"URL kept, topic re-scoped"
14773,https://gcalls.co/best-virtual-phone-system-for-small-medium-business-2023/,publish,MANUAL_DECISION,PENDING_DECISION,HOLD,NONE,Awaiting manual decision
14787,https://gcalls.co/cach-xu-ly-cac-tinh-huong-cham-soc-khach-hang/,publish,REBUILD_KEEP_URL,/cach-xu-ly-cac-tinh-huong-cham-soc-khach-hang/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
14797,https://gcalls.co/tin-nhan-cham-soc-khach-hang-cu-hieu-qua-nhat/,publish,REBUILD_KEEP_URL,/tin-nhan-cham-soc-khach-hang-cu-hieu-qua-nhat/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
14870,https://gcalls.co/on-premise-la-gi-va-day-co-phai-la-giai-phap-tot-nhat/,publish,REBUILD_UPDATE_TOPIC,/on-premise-la-gi-va-day-co-phai-la-giai-phap-tot-nhat/,PRESERVE_ROOT_URL,NONE,"URL kept, topic re-scoped"
14890,https://gcalls.co/he-thong-tong-dai-dien-thoai-chuan-la-nhu-the-nao/,publish,REBUILD_KEEP_URL,/he-thong-tong-dai-dien-thoai-chuan-la-nhu-the-nao/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
14902,https://gcalls.co/dich-vu-cham-soc-khach-hang-la-gi/,publish,REBUILD_KEEP_URL,/dich-vu-cham-soc-khach-hang-la-gi/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
15008,https://gcalls.co/tong-dai-ip-va-nhung-khac-biet-so-voi-tong-dai-analog/,publish,REBUILD_KEEP_URL,/tong-dai-ip-va-nhung-khac-biet-so-voi-tong-dai-analog/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
15049,https://gcalls.co/kich-ban-tu-van-khach-hang-spa-la-gi/,publish,REBUILD_KEEP_URL,/kich-ban-tu-van-khach-hang-spa-la-gi/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
15195,https://gcalls.co/customer-lifetime-value-la-gi-vai-tro-va-cach-tinh/,publish,REBUILD_UPDATE_TOPIC,/customer-lifetime-value-la-gi-vai-tro-va-cach-tinh/,PRESERVE_ROOT_URL,NONE,"URL kept, topic re-scoped"
15207,https://gcalls.co/5-ly-do-nen-chon-dich-vu-cham-soc-khach-hang-viettel/,publish,REBUILD_KEEP_URL,/5-ly-do-nen-chon-dich-vu-cham-soc-khach-hang-viettel/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
15217,https://gcalls.co/phan-mem-quan-ly-ban-hang-da-kenh-la-gi-co-nen-su-dung/,publish,REBUILD_KEEP_URL,/phan-mem-quan-ly-ban-hang-da-kenh-la-gi-co-nen-su-dung/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
15221,https://gcalls.co/dich-vu-voice-brandname-la-gi-va-nhung-loi-ich/,publish,REBUILD_UPDATE_TOPIC,/dich-vu-voice-brandname-la-gi-va-nhung-loi-ich/,PRESERVE_ROOT_URL,NONE,"URL kept, topic re-scoped"
15235,https://gcalls.co/customer-success-la-gi-nhung-thong-tin-cu-the-nhat/,publish,REBUILD_KEEP_URL,/customer-success-la-gi-nhung-thong-tin-cu-the-nhat/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
15250,https://gcalls.co/tong-dai-contact-center-la-gi/,publish,REBUILD_KEEP_URL,/tong-dai-contact-center-la-gi/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
15262,https://gcalls.co/phan-mem-tong-dai-ao-la-gi/,publish,REBUILD_KEEP_URL,/phan-mem-tong-dai-ao-la-gi/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
15281,https://gcalls.co/mua-so-tong-dai-1900-co-loi-ich-gi-nen-mua-o-dau-uy-tin/,publish,REBUILD_KEEP_URL,/mua-so-tong-dai-1900-co-loi-ich-gi-nen-mua-o-dau-uy-tin/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
15306,https://gcalls.co/cham-soc-khach-hang-qua-dien-thoai/,publish,REBUILD_KEEP_URL,/cham-soc-khach-hang-qua-dien-thoai/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
15314,https://gcalls.co/salesforce-la-gi-nhung-thong-tin-quan-trong-nhat/,publish,REBUILD_KEEP_URL,/salesforce-la-gi-nhung-thong-tin-quan-trong-nhat/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
15328,https://gcalls.co/?p=15328,draft,MANUAL_DECISION,PENDING_DECISION,HOLD,NONE,Awaiting manual decision
15332,https://gcalls.co/dich-vu-voice-brandname-la-gi/,publish,REBUILD_UPDATE_TOPIC,/dich-vu-voice-brandname-la-gi/,PRESERVE_ROOT_URL,NONE,"URL kept, topic re-scoped"
15335,https://gcalls.co/phan-mem-crm-viet-nam-la-gi/,publish,REBUILD_KEEP_URL,/phan-mem-crm-viet-nam-la-gi/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
15353,https://gcalls.co/cach-xay-dung-quy-trinh-ban-hang-cua-doanh-nghiep-hieu-qua/,publish,REBUILD_KEEP_URL,/cach-xay-dung-quy-trinh-ban-hang-cua-doanh-nghiep-hieu-qua/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
15363,https://gcalls.co/vi-sao-chien-luoc-cham-soc-khach-hang-voi-salesforce-can-thiet/,publish,REBUILD_KEEP_URL,/vi-sao-chien-luoc-cham-soc-khach-hang-voi-salesforce-can-thiet/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
15380,https://gcalls.co/so-sanh-salesforce-crm-va-cac-phan-mem-khac/,publish,REBUILD_KEEP_URL,/so-sanh-salesforce-crm-va-cac-phan-mem-khac/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
15384,https://gcalls.co/salesforce-marketing-cloud-la-gi-tim-hieu-thong-tin-tu-a-z/,publish,REBUILD_KEEP_URL,/salesforce-marketing-cloud-la-gi-tim-hieu-thong-tin-tu-a-z/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
15558,https://gcalls.co/8-cach-giu-khach-hang-cu-hieu-qua/,publish,REBUILD_KEEP_URL,/8-cach-giu-khach-hang-cu-hieu-qua/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
15561,https://gcalls.co/trai-nghiem-khach-hang-xuat-sac-la-gi-cach-nang-cap/,publish,REBUILD_KEEP_URL,/trai-nghiem-khach-hang-xuat-sac-la-gi-cach-nang-cap/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
15589,https://gcalls.co/cau-hoi-cham-soc-khach-hang-cu-kich-ban-cskh-hieu-qua/,publish,REBUILD_KEEP_URL,/cau-hoi-cham-soc-khach-hang-cu-kich-ban-cskh-hieu-qua/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
15604,https://gcalls.co/giai-phap-cham-soc-khach-hang-nao-toi-uu-nhat/,publish,REBUILD_KEEP_URL,/giai-phap-cham-soc-khach-hang-nao-toi-uu-nhat/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
15646,https://gcalls.co/top-5-loi-ich-cua-phan-mem-auto-answer/,publish,REBUILD_KEEP_URL,/top-5-loi-ich-cua-phan-mem-auto-answer/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
15660,https://gcalls.co/chien-luoc-giu-chan-khach-hang-hieu-qua-nhat/,publish,REBUILD_KEEP_URL,/chien-luoc-giu-chan-khach-hang-hieu-qua-nhat/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
15681,https://gcalls.co/tin-nhan-cham-soc-khach-hang-cu-giup-gia-tang-hieu-qua/,publish,REBUILD_KEEP_URL,/tin-nhan-cham-soc-khach-hang-cu-giup-gia-tang-hieu-qua/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
15687,https://gcalls.co/quan-ly-thong-tin-khach-hang-hieu-qua-qua-he-thong-nao/,publish,REBUILD_UPDATE_TOPIC,/quan-ly-thong-tin-khach-hang-hieu-qua-qua-he-thong-nao/,PRESERVE_ROOT_URL,NONE,"URL kept, topic re-scoped"
15713,https://gcalls.co/quan-ly-cuoc-goi-khach-hang/,publish,REBUILD_UPDATE_TOPIC,/quan-ly-cuoc-goi-khach-hang/,PRESERVE_ROOT_URL,NONE,"URL kept, topic re-scoped"
15724,https://gcalls.co/bi-quyet-cham-soc-khach-hang-tuyet-dinh-nhat/,publish,REBUILD_KEEP_URL,/bi-quyet-cham-soc-khach-hang-tuyet-dinh-nhat/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
15738,https://gcalls.co/tai-sao-dich-vu-tong-dai-ao-danh-cho-startup-bung-no-2023/,publish,REBUILD_KEEP_URL,/tai-sao-dich-vu-tong-dai-ao-danh-cho-startup-bung-no-2023/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
15743,https://gcalls.co/dong-bo-hoa-du-lieu-la-gi-tai-sao-nen-dong-bo-du-lieu/,publish,REBUILD_KEEP_URL,/dong-bo-hoa-du-lieu-la-gi-tai-sao-nen-dong-bo-du-lieu/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
15765,https://gcalls.co/phan-mem-auto-call-va-nhung-loi-ich-cho-doanh-nghiep/,publish,REBUILD_UPDATE_TOPIC,/phan-mem-auto-call-va-nhung-loi-ich-cho-doanh-nghiep/,PRESERVE_ROOT_URL,NONE,"URL kept, topic re-scoped"
15775,https://gcalls.co/5-loi-ich-cua-dich-vu-ho-tro-truc-tuyen/,publish,REBUILD_UPDATE_TOPIC,/5-loi-ich-cua-dich-vu-ho-tro-truc-tuyen/,PRESERVE_ROOT_URL,NONE,"URL kept, topic re-scoped"
15794,https://gcalls.co/he-thong-quan-ly-khach-hang/,publish,REBUILD_UPDATE_TOPIC,/he-thong-quan-ly-khach-hang/,PRESERVE_ROOT_URL,NONE,"URL kept, topic re-scoped"
15806,https://gcalls.co/giai-phap-tong-dai-ao-cho-doanh-nghiep-vua-va-nho/,publish,REBUILD_KEEP_URL,/giai-phap-tong-dai-ao-cho-doanh-nghiep-vua-va-nho/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
15830,https://gcalls.co/mo-hinh-trai-nghiem-khach-hang-la-gi/,publish,REBUILD_KEEP_URL,/mo-hinh-trai-nghiem-khach-hang-la-gi/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
15847,https://gcalls.co/luu-tru-thong-tin-khach-hang-voi-top-3-phan-mem-tot-nhat/,publish,REBUILD_UPDATE_TOPIC,/luu-tru-thong-tin-khach-hang-voi-top-3-phan-mem-tot-nhat/,PRESERVE_ROOT_URL,NONE,"URL kept, topic re-scoped"
15859,https://gcalls.co/tong-dai-ip-va-nhung-dieu-can-biet/,publish,REBUILD_KEEP_URL,/tong-dai-ip-va-nhung-dieu-can-biet/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
15870,https://gcalls.co/nhan-vien-ho-tro-khach-hang-chia-khoa-thanh-cong-cua-doanh-nghiep/,publish,REBUILD_UPDATE_TOPIC,/nhan-vien-ho-tro-khach-hang-chia-khoa-thanh-cong-cua-doanh-nghiep/,PRESERVE_ROOT_URL,NONE,"URL kept, topic re-scoped"
15884,https://gcalls.co/dich-vu-tong-dai-dam-may-cho-start-up/,publish,REBUILD_KEEP_URL,/dich-vu-tong-dai-dam-may-cho-start-up/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
15904,https://gcalls.co/8-buoc-ban-hang-co-ban-va-hieu-qua-cho-nhan-vien-sales/,publish,REBUILD_KEEP_URL,/8-buoc-ban-hang-co-ban-va-hieu-qua-cho-nhan-vien-sales/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
15916,https://gcalls.co/cach-goi-sale-hieu-qua-co-the-ban-khong-biet/,publish,REBUILD_KEEP_URL,/cach-goi-sale-hieu-qua-co-the-ban-khong-biet/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
15926,https://gcalls.co/cach-telesale-cho-nguoi-moi-bat-dau/,publish,REBUILD_KEEP_URL,/cach-telesale-cho-nguoi-moi-bat-dau/,PRESERVE_ROOT_URL,NONE,Topic still valid; root URL keeps its equity
