Batch,Batch Name,Post ID,Title,Status,Hub,Words,Quality,Primary Action,Priority,Claims
Batch 7,Kiến thức vận hành doanh nghiệp,16348,Hướng Dẫn Khởi Nghiệp Hiệu Quả,publish,HUB-08,1348,ADEQUATE,KEEP_AS_IS,P2,
Batch 7,Kiến thức vận hành doanh nghiệp,13020,Khóa Học Kinh Doanh Shopee Hiệu Quả Trong Top 3,publish,HUB-08,1329,ADEQUATE,VERIFY_PRODUCT,P1,save_50_80|pricing
Batch 7,Kiến thức vận hành doanh nghiệp,694,"Tại sao không ""tùy ý"" đưa ý kiến trong content marketing",publish,HUB-08,1320,ADEQUATE,NORMALIZE,P2,
Batch 7,Kiến thức vận hành doanh nghiệp,16329,4 Website Gọi Vốn Cộng Đồng Hiệu Quả Dành Cho Start-Up,publish,HUB-08,1314,ADEQUATE,KEEP_AS_IS,P2,
Batch 7,Kiến thức vận hành doanh nghiệp,16201,9 Ý Tưởng Khởi Nghiệp Tuyệt Vời Cho Bạn,publish,HUB-08,1309,ADEQUATE,KEEP_AS_IS,P2,
Batch 7,Kiến thức vận hành doanh nghiệp,15049,Kịch Bản Tư Vấn Khách Hàng Spa Là Gì?,publish,HUB-08,1301,ADEQUATE,VERIFY_PRODUCT,P2,pricing
Batch 7,Kiến thức vận hành doanh nghiệp,16376,Quản Trị Theo Mục Tiêu SMART Là Gì?,publish,HUB-08,1273,ADEQUATE,KEEP_AS_IS,P2,
Batch 7,Kiến thức vận hành doanh nghiệp,12309,Dịch Vụ Tin Nhắn SMS Brandname Là Gì?,publish,HUB-08,1268,ADEQUATE,KEEP_AS_IS,P2,
Batch 7,Kiến thức vận hành doanh nghiệp,15221,Dịch Vụ Voice Brandname Là Gì Và Những Lợi Ích Hiện Đại,publish,HUB-08,1247,ADEQUATE,KEEP_AS_IS,P2,
Batch 7,Kiến thức vận hành doanh nghiệp,16035,8 Cách Nâng Cao Trải Nghiệm Dịch Vụ Khách Hàng,publish,HUB-08,1233,ADEQUATE,KEEP_AS_IS,P2,
Batch 7,Kiến thức vận hành doanh nghiệp,897,10 công nghệ mà bạn phải có để có thể xây dựng Team làm việc từ xa hiệu quả,publish,HUB-08,1213,ADEQUATE,NORMALIZE,P2,
Batch 7,Kiến thức vận hành doanh nghiệp,14870,On Premise Là Gì Và Đây Có Phải Là Giải Pháp Tốt Nhất?,publish,HUB-08,1198,ADEQUATE_SHORT,KEEP_AS_IS,P2,
Batch 7,Kiến thức vận hành doanh nghiệp,15765,Phần Mềm Auto Call Và Những Lợi Ích Cho Doanh Nghiệp,publish,HUB-08,1197,ADEQUATE_SHORT,VERIFY_PRODUCT,P1,save_50_80
Batch 7,Kiến thức vận hành doanh nghiệp,314,3 cách để doanh nghiệp tồn tại và vươn lên thời Covid,publish,HUB-08,1187,ADEQUATE_SHORT,NORMALIZE,P2,
Batch 7,Kiến thức vận hành doanh nghiệp,15870,Nhân Viên Hỗ Trợ Khách Hàng - Chìa Khóa Thành Công Của Doanh Nghiệp,publish,HUB-08,1179,ADEQUATE_SHORT,KEEP_AS_IS,P2,
Batch 7,Kiến thức vận hành doanh nghiệp,16284,9 Bước Lập Kế Hoạch Digital Marketing,publish,HUB-08,1169,ADEQUATE_SHORT,KEEP_AS_IS,P2,
Batch 7,Kiến thức vận hành doanh nghiệp,16257,Xác Định Ngân Sách Marketing Như Thế Nào?,publish,HUB-08,1167,ADEQUATE_SHORT,KEEP_AS_IS,P2,
Batch 7,Kiến thức vận hành doanh nghiệp,11915,Chạy Quảng Cáo Trên Shopee Từ A Đến Z,publish,HUB-08,1151,ADEQUATE_SHORT,VERIFY_PRODUCT,P2,unlimited
Batch 7,Kiến thức vận hành doanh nghiệp,15195,Customer Lifetime Value Là Gì? Vai Trò Và Cách Tính,publish,HUB-08,1142,ADEQUATE_SHORT,KEEP_AS_IS,P2,
Batch 7,Kiến thức vận hành doanh nghiệp,14539,SIP Trunk Là Gì? Lợi Ích Dịch Vụ Này Mang Đến Như Thế Nào?,publish,HUB-08,1140,ADEQUATE_SHORT,VERIFY_PRODUCT,P2,unlimited
Batch 7,Kiến thức vận hành doanh nghiệp,410,Nâng tầm giá trị thương hiệu của doanh nghiệp bạn với Voice Brandname,publish,HUB-08,1134,ADEQUATE_SHORT,NORMALIZE,P2,
Batch 7,Kiến thức vận hành doanh nghiệp,16180,Xây Dựng Chiến Lược Marketing Hiệu Quả Như Thế Nào?,publish,HUB-08,1131,ADEQUATE_SHORT,KEEP_AS_IS,P2,
Batch 7,Kiến thức vận hành doanh nghiệp,12599,SMS Marketing Giá Rẻ - Báo Giá Nhanh - Hiệu Quả Hàng Đầu,publish,HUB-08,1121,ADEQUATE_SHORT,KEEP_AS_IS,P2,
Batch 7,Kiến thức vận hành doanh nghiệp,14614,Service Level Agreement Là Gì? Từ A - Z Thông Tin Về SLA,publish,HUB-08,1118,ADEQUATE_SHORT,VERIFY_PRODUCT,P2,sla_uptime
Batch 7,Kiến thức vận hành doanh nghiệp,15916,Cách Gọi Sale Hiệu Quả Có Thể Bạn Không Biết,publish,HUB-08,1110,ADEQUATE_SHORT,KEEP_AS_IS,P2,
Batch 7,Kiến thức vận hành doanh nghiệp,12293,Phần Mềm SMS Marketing Và Những Điều Cần Biết,publish,HUB-08,1075,ADEQUATE_SHORT,KEEP_AS_IS,P2,
Batch 7,Kiến thức vận hành doanh nghiệp,13047,Cách Tối Ưu Sản Phẩm Trên Shopee Hiệu Quả Nhất,publish,HUB-08,1062,ADEQUATE_SHORT,KEEP_AS_IS,P2,
Batch 7,Kiến thức vận hành doanh nghiệp,15794,Hệ Thống Quản Lý Khách Hàng Và Phần Mềm Trên Điện Thoại,publish,HUB-08,1031,ADEQUATE_SHORT,KEEP_AS_IS,P2,
Batch 7,Kiến thức vận hành doanh nghiệp,13067,Cách Thiết Kế Gian Hàng Trên Lazada 2022,publish,HUB-08,1028,ADEQUATE_SHORT,KEEP_AS_IS,P2,
Batch 7,Kiến thức vận hành doanh nghiệp,12326,"Sms Brandname Là Gì, Gồm Mấy Loại Và Có Lợi Ích Gì Cho Doanh Nghiệp?",publish,HUB-08,965,ADEQUATE_SHORT,VERIFY_PRODUCT,P1,qc_100
Batch 7,Kiến thức vận hành doanh nghiệp,17741,Thủ thuật tăng traffic website uy tín tại trafficSEO,publish,HUB-08,825,BELOW_STANDARD,EXPAND,P2,
Batch 7,Kiến thức vận hành doanh nghiệp,15687,Quản Lý Thông Tin Khách Hàng Hiệu Quả Qua Hệ Thống Nào?,publish,HUB-08,809,BELOW_STANDARD,EXPAND,P2,
Batch 8,Non-editorial & draft duplicates,17775,Hướng dẫn quy trình bán bất động sản: Từ thời điểm mở bán cho đến lúc ký hợp đồng,draft,HUB-03,6685,STRONG,KEEP_AS_IS,P1,
Batch 8,Non-editorial & draft duplicates,2621,Ưu và nhược điểm của các giải pháp trong  phần mềm CRM HubSpot,draft,HUB-02,6221,STRONG,VERIFY_LEGAL,P1,setup_time|customer_named
Batch 8,Non-editorial & draft duplicates,2752,Khách hàng tự phục vụ và ví dụ về các cổng thông tin tự phục vụ tốt nhất,draft,HUB-04,6106,STRONG,VERIFY_LEGAL,P1,always_247|customer_named
Batch 8,Non-editorial & draft duplicates,2495,19 ví dụ về khảo sát sự hài lòng của khách hàng và các khảo sát mẫu,draft,HUB-04,5808,STRONG,VERIFY_PRODUCT,P2,setup_time
Batch 8,Non-editorial & draft duplicates,2400,Hướng dẫn đo lường kết quả khảo sát sự hài lòng của khách hàng,draft,HUB-04,5601,STRONG,VERIFY_PRODUCT,P2,always_247
Batch 8,Non-editorial & draft duplicates,2437,16 công cụ tạo phiếu yêu cầu hỗ trợ ticket cho bộ phận Dịch vụ khách hàng,private,HUB-02,5345,STRONG,VERIFY_PRODUCT,P1,always_247|sla_uptime|unlimited
Batch 8,Non-editorial & draft duplicates,17924,Product Demo là gì? Cách thực hiện Product Demo thành công dành cho nhân viên bán hàng,draft,HUB-03,4718,STRONG,VERIFY_LEGAL,P1,customer_named
Batch 8,Non-editorial & draft duplicates,2850,Ưu và nhược điểm của Zendesk: Đâu là phần mềm help desk tốt nhất?,draft,HUB-02,4598,STRONG,VERIFY_PRODUCT,P1,always_247
Batch 8,Non-editorial & draft duplicates,17917,15 cách để tránh cạn kiệt năng lượng của tổng đài viên,draft,HUB-01,4535,STRONG,VERIFY_PRODUCT,P2,setup_time
Batch 8,Non-editorial & draft duplicates,2835,Liệu Salesforce có phải là phần mềm CRM tốt nhất trên thị trường?,draft,HUB-02,4517,STRONG,NORMALIZE,P1,
Batch 8,Non-editorial & draft duplicates,2819,"Ưu, nhược điểm của phần mềm quản lý quan hệ khách hàng Zoho CRM",draft,HUB-02,4456,STRONG,NORMALIZE,P1,
Batch 8,Non-editorial & draft duplicates,17902,"Zoho CRM: Tính năng và ưu, nhược điểm của phần mềm quản lý mối quan hệ khách hàng này",draft,HUB-02,4438,STRONG,KEEP_AS_IS,P1,
Batch 8,Non-editorial & draft duplicates,10728,Dịch vụ khách hàng chủ động: Chiến lược và giá trị đối với doanh nghiệp,draft,HUB-04,4325,STRONG,VERIFY_LEGAL,P1,customer_named
Batch 8,Non-editorial & draft duplicates,2883,Sapo POS là gì? Phần mềm Sapo POS có tốt không?,draft,HUB-08,4269,STRONG,NORMALIZE,P2,
Batch 8,Non-editorial & draft duplicates,17884,Tại sao tỷ lệ giữ chân khách hàng lại quan trọng đối với doanh nghiệp?,draft,HUB-04,4248,STRONG,VERIFY_PRODUCT,P1,perf_30_50
Batch 8,Non-editorial & draft duplicates,2462,Tại sao tỷ lệ giữ chân khách hàng lại quan trọng đối với doanh nghiệp?,draft,HUB-04,4171,STRONG,VERIFY_PRODUCT,P1,perf_30_50
Batch 8,Non-editorial & draft duplicates,2920,36 mẹo telesales để bán hàng thành công năm 2021 (PHẦN 1),draft,HUB-03,3913,STRONG,NORMALIZE,P2,
Batch 8,Non-editorial & draft duplicates,17875,Lead qualification: Cách đánh giá khách hàng tiềm năng hiệu quả,draft,HUB-03,3882,STRONG,KEEP_AS_IS,P1,
Batch 8,Non-editorial & draft duplicates,2200,Lead qualification: Cách đánh giá khách hàng tiềm năng hiệu quả,draft,HUB-03,3837,STRONG,NORMALIZE,P2,
Batch 8,Non-editorial & draft duplicates,2665,Chiến lược khách hàng trung tâm (Customer-Centric) cho doanh nghiệp,draft,HUB-04,3638,STRONG,NORMALIZE,P2,
Batch 8,Non-editorial & draft duplicates,10729,Làm gì để tạo cuộc khảo sát về mức độ hài lòng của khách hàng hiệu quả?,draft,HUB-04,3617,STRONG,NORMALIZE,P2,
Batch 8,Non-editorial & draft duplicates,2864,Phần mềm Pancake POS: Tính năng và những ưu nhược điểm cần biết,draft,HUB-08,3571,STRONG,NORMALIZE,P2,
Batch 8,Non-editorial & draft duplicates,2244,Làm gì để mở rộng đội ngũ hỗ trợ khách hàng mà không hi sinh chất lượng dịch vụ?,draft,HUB-04,3350,STRONG,VERIFY_PRODUCT,P2,setup_time
Batch 8,Non-editorial & draft duplicates,2261,Cách tính giá trị vòng đời khách hàng CLV của doanh nghiệp,draft,HUB-04,3323,STRONG,NORMALIZE,P2,
Batch 8,Non-editorial & draft duplicates,2449,Hướng dẫn tính toán và cải thiện chỉ số CAC cho doanh nghiệp năm 2022,draft,HUB-04,3255,STRONG,VERIFY_PRODUCT,P2,always_247|pricing
Batch 8,Non-editorial & draft duplicates,10727,9 quy tắc giao tiếp qua điện thoại với khách hàng mà tổng đài viên cần biết,draft,HUB-01,3254,STRONG,NORMALIZE,P2,
Batch 8,Non-editorial & draft duplicates,2641,Phần mềm Bitrix24 - Các tính năng nổi bật và lý do nên lựa chọn Bitrix24,draft,HUB-08,3209,STRONG,VERIFY_PRODUCT,P2,unlimited
Batch 8,Non-editorial & draft duplicates,2930,36 Mẹo telesales để bán hàng thành công năm 2021 (PHẦN CUỐI),draft,HUB-03,3168,STRONG,NORMALIZE,P2,
Batch 8,Non-editorial & draft duplicates,2486,Chỉ số NPS là gì và tại sao nó lại quan trọng đối với doanh nghiệp?,draft,HUB-04,3149,STRONG,VERIFY_LEGAL,P1,customer_named
Batch 8,Non-editorial & draft duplicates,2584,Phần mềm Getfly: Tính năng và ứng dụng của phần mềm CRM “gốc Việt”,draft,HUB-02,3082,STRONG,NORMALIZE,P1,
Batch 8,Non-editorial & draft duplicates,2425,Hướng dẫn tuyển dụng nhân sự cho bộ phận Hỗ trợ khách hàng,draft,HUB-04,3067,STRONG,MANUAL_REVIEW,P3,
Batch 8,Non-editorial & draft duplicates,17894,"Tại sao nói: “Phản hồi của khách hàng của bạn vẫn còn quan trọng đối với doanh nghiệp?""",draft,HUB-04,3061,STRONG,KEEP_AS_IS,P1,
Batch 8,Non-editorial & draft duplicates,2738,Tại sao phàn nàn của khách hàng lại có ích cho doanh nghiệp của bạn?,draft,HUB-04,3007,STRONG,NORMALIZE,P2,
Batch 8,Non-editorial & draft duplicates,2472,Chỉ số CES là gì và khi nào nên sử dụng khảo sát CES?,draft,HUB-04,3001,STRONG,VERIFY_LEGAL,P1,customer_named
Batch 8,Non-editorial & draft duplicates,2715,Hướng dẫn tuyển dụng nhân viên hỗ trợ cho bộ phận dịch vụ khách hàng,draft,HUB-04,2995,STRONG,MANUAL_REVIEW,P3,
Batch 8,Non-editorial & draft duplicates,2904,"Tại sao nói: “Phản hồi của khách hàng của bạn vẫn còn quan trọng đối với doanh nghiệp?""",draft,HUB-04,2995,STRONG,NORMALIZE,P2,
Batch 8,Non-editorial & draft duplicates,17846,Hướng dẫn tuyển dụng nhân sự cho bộ phận Hỗ trợ khách hàng của doanh nghiệp,draft,HUB-08,2985,STRONG,MANUAL_REVIEW,P3,
Batch 8,Non-editorial & draft duplicates,10730,Hướng dẫn các bước xử lý tình huống khách hàng phàn nàn,draft,HUB-04,2965,STRONG,NORMALIZE,P2,
Batch 8,Non-editorial & draft duplicates,2761,Làm thế nào để kết nối 2 bộ phận bán hàng và dịch vụ khách hàng?,draft,HUB-03,2840,STRONG,NORMALIZE,P2,
Batch 8,Non-editorial & draft duplicates,10743,Hướng dẫn nhân viên tư vấn bán hàng cách xử lý khách hàng nóng tính,draft,HUB-03,2827,STRONG,VERIFY_LEGAL,P1,customer_named
Batch 8,Non-editorial & draft duplicates,10731,Khách hàng tự phục vụ và các ví dụ về loại hình trang web self-service,draft,HUB-04,2806,STRONG,NORMALIZE,P2,
Batch 8,Non-editorial & draft duplicates,17911,“Khách hàng luôn đúng”:Ý nghĩa và góc nhìn về tính đúng đắn của triết lý,draft,HUB-04,2778,STRONG,KEEP_AS_IS,P1,
Batch 8,Non-editorial & draft duplicates,17832,Làm thế nào để kết nối 2 bộ phận bán hàng và dịch vụ khách hàng trong doanh nghiệp?,draft,HUB-03,2770,STRONG,REFRESH_METADATA,P2,
Batch 8,Non-editorial & draft duplicates,1541,Các bước tổ chức một cuộc họp khách hàng chuyên nghiệp,draft,HUB-04,2765,STRONG,NORMALIZE,P2,
Batch 8,Non-editorial & draft duplicates,2539,Chỉ số CSAT là gì và cách đo lường chỉ số này trong dịch vụ khách hàng?,draft,HUB-04,2747,STRONG,NORMALIZE,P2,
Batch 8,Non-editorial & draft duplicates,17827,Chỉ số CSAT là gì và cách đo lường chỉ số này trong dịch vụ khách hàng?,draft,HUB-04,2677,STRONG,REFRESH_METADATA,P2,
Batch 8,Non-editorial & draft duplicates,2167,Mẫu bảng đánh giá nhân viên bán hàng mới nhất,draft,HUB-03,2599,STRONG,MERGE,P3,
Batch 8,Non-editorial & draft duplicates,1529,Tiêu chí đánh giá hiệu quả bán hàng,draft,HUB-03,2075,STRONG,NORMALIZE,P2,
Batch 8,Non-editorial & draft duplicates,2704,Hướng dẫn tạo biểu mẫu chấm điểm đánh giá cuộc gọi tại Call Center,draft,HUB-01,2043,STRONG,MERGE,P3,
Batch 8,Non-editorial & draft duplicates,17802,Tiêu chí đánh giá hiệu quả bán hàng,draft,HUB-03,2028,STRONG,REFRESH_METADATA,P2,
Batch 8,Non-editorial & draft duplicates,17839,6 cách tăng năng suất bán hàng và tối ưu công việc cho nhân viên bán hàng,draft,HUB-03,1994,ADEQUATE,VERIFY_PRODUCT,P2,setup_time
Batch 8,Non-editorial & draft duplicates,1454,Hướng dẫn nhân viên bán hàng SaaS xử lý từ chối giao dịch (Phần 1),draft,HUB-03,1871,ADEQUATE,VERIFY_PRODUCT,P2,setup_time
Batch 8,Non-editorial & draft duplicates,2684,Đội ngũ bán hàng nên quay lại văn phòng hay làm việc từ xa sau đại dịch?,draft,HUB-03,1834,ADEQUATE,NORMALIZE,P2,
Batch 8,Non-editorial & draft duplicates,17823,Vì sao nhắn tin với khách hàng là cách hiệu quả để tăng doanh số bán hàng?,draft,HUB-03,1781,ADEQUATE,KEEP_AS_IS,P2,
Batch 8,Non-editorial & draft duplicates,17856,Hướng dẫn cải thiện tình trạng quá tải tại Call Center vào các mùa lễ lớn sale to,draft,HUB-01,1781,ADEQUATE,REFRESH_METADATA,P2,
Batch 8,Non-editorial & draft duplicates,2695,10 điều không nên nói trong một cuộc gọi chăm sóc khách hàng,draft,HUB-04,1554,ADEQUATE,NORMALIZE,P2,
Batch 8,Non-editorial & draft duplicates,1496,Hướng dẫn nhân viên bán hàng SaaS xử lý từ chối giao dịch (Phần cuối),draft,HUB-03,1429,ADEQUATE,NORMALIZE,P2,
Batch 8,Non-editorial & draft duplicates,17795,8 cách xử lý từ chối của khách hàng,draft,HUB-03,1424,ADEQUATE,KEEP_AS_IS,P2,
Batch 8,Non-editorial & draft duplicates,13899,Top 4 Kỹ Năng Chăm Sóc Khách Hàng Qua Điện Thoại,draft,HUB-04,1363,ADEQUATE,KEEP_AS_IS,P2,
Batch 8,Non-editorial & draft duplicates,13012,Kinh Nghiệm Kinh Doanh Lazada Dành Cho Người Mới Bắt Đầu,private,HUB-08,1350,ADEQUATE,KEEP_AS_IS,P2,
Batch 8,Non-editorial & draft duplicates,13378,Giải Pháp Tổng Đài Chăm Sóc Khách Hàng: Bỏ Vốn 1 Một Lời 10,draft,HUB-01,1334,ADEQUATE,KEEP_AS_IS,P2,
Batch 8,Non-editorial & draft duplicates,12991,Kinh Nghiệm Bán Hàng Trên Lazada Cho Người Mới Bắt Đầu,draft,HUB-03,1312,ADEQUATE,KEEP_AS_IS,P2,
Batch 8,Non-editorial & draft duplicates,13167,Cách Tối Ưu Sản Phẩm Trên Lazada,draft,HUB-08,1262,ADEQUATE,KEEP_AS_IS,P2,
Batch 8,Non-editorial & draft duplicates,13426,Lắp Đặt Tổng Đài Ảo Có Lợi Ích Gì?,draft,HUB-01,1238,ADEQUATE,KEEP_AS_IS,P2,
Batch 8,Non-editorial & draft duplicates,13094,Tối Ưu Quảng Cáo Lazada Hiệu Quả Và Chuyên Nghiệp,draft,HUB-08,1098,ADEQUATE_SHORT,KEEP_AS_IS,P2,
Batch 8,Non-editorial & draft duplicates,13409,Giải Pháp Tổng Đài Hỗ Trợ - Ưu Nhược Điểm,draft,HUB-01,1077,ADEQUATE_SHORT,KEEP_AS_IS,P2,
Batch 8,Non-editorial & draft duplicates,12953,Tối Ưu Quảng Cáo Shopee Hiệu Quả Nhất,draft,HUB-08,1071,ADEQUATE_SHORT,KEEP_AS_IS,P2,
Batch 8,Non-editorial & draft duplicates,16389,Call Center Là Gì? Tất Tần Tật Về Call Center Mà Bạn Nên Biết,draft,HUB-01,937,ADEQUATE_SHORT,VERIFY_PRODUCT,P2,always_247
Batch 8,Non-editorial & draft duplicates,13469,Tuyển dụng Customer Success Specialist Intern,publish,HUB-04,803,BELOW_STANDARD,RETIRE_410,P3,customer_named
Batch 8,Non-editorial & draft duplicates,14304,Customer Success Specialist Fulltime,publish,HUB-04,733,BELOW_STANDARD,RETIRE_410,P3,customer_named
Batch 8,Non-editorial & draft duplicates,10801,Tuyển dụng Customer Success Engineer (IT Internship),publish,HUB-04,675,BELOW_STANDARD,RETIRE_410,P3,pricing
Batch 8,Non-editorial & draft duplicates,10798,Tuyển dụng Customer Success Engineer (IT Full Time),publish,HUB-04,589,THIN,RETIRE_410,P3,pricing
Batch 8,Non-editorial & draft duplicates,1617,Ebook: Hướng dẫn các bước xử lý tình huống khách hàng phàn nàn,draft,HUB-08,581,THIN,RETIRE_410,P3,
Batch 8,Non-editorial & draft duplicates,10957,Tuyển dụng Chuyên Viên Tư Vấn Doanh Nghiệp FullTime,publish,HUB-08,562,THIN,RETIRE_410,P3,
Batch 8,Non-editorial & draft duplicates,10962,Tuyển dụng Thực Tập Sinh Tư Vấn Doanh Nghiệp,publish,HUB-08,553,THIN,RETIRE_410,P3,pricing
Batch 8,Non-editorial & draft duplicates,13535,HR Intern,publish,HUB-08,538,THIN,RETIRE_410,P3,pricing
Batch 8,Non-editorial & draft duplicates,14577,HR Parttime,publish,HUB-08,525,THIN,RETIRE_410,P3,
Batch 8,Non-editorial & draft duplicates,14308,Customer Success Engineer Fulltime,publish,HUB-04,465,THIN,RETIRE_410,P3,
Batch 8,Non-editorial & draft duplicates,13456,Tuyển dụng UI/UX Intern,publish,HUB-08,439,THIN,RETIRE_410,P3,
Batch 8,Non-editorial & draft duplicates,10749,EBOOK: MẪU KỊCH BẢN CHĂM SÓC KHÁCH HÀNG QUA ĐIỆN THOẠI,draft,HUB-04,370,THIN,RETIRE_410,P3,
Batch 8,Non-editorial & draft duplicates,9993,Tai Nghe Jabra Biz 1100 QD Duo,publish,HUB-08,301,THIN,RETIRE_410,P3,
Batch 8,Non-editorial & draft duplicates,9991,Tai nghe EPOS Sennheiser SC 60 USB CTRL,publish,HUB-08,271,THIN,RETIRE_410,P3,
Batch 8,Non-editorial & draft duplicates,9980,Tai nghe EPOS Sennheiser 30 USB CTRL,publish,HUB-08,269,THIN,RETIRE_410,P3,
Batch 8,Non-editorial & draft duplicates,9995,Tai nghe Jabra Biz 1100 USB Duo,publish,HUB-08,217,THIN,RETIRE_410,P3,
Batch 8,Non-editorial & draft duplicates,9994,Tai nghe Jabra Biz 1100 USB Mono,publish,HUB-08,205,THIN,RETIRE_410,P3,
Batch 8,Non-editorial & draft duplicates,9992,Tai nghe Jabra Biz 1100QD Mono,publish,HUB-08,181,THIN,RETIRE_410,P3,
Batch 8,Non-editorial & draft duplicates,9996,Tai nghe Logitech H340,publish,HUB-08,166,THIN,RETIRE_410,P3,
Batch 8,Non-editorial & draft duplicates,10732,Ebook: Bí quyết telesales hiệu quả,draft,HUB-03,0,THIN,MANUAL_REVIEW,P3,
Batch 8,Non-editorial & draft duplicates,15328,salesforce,draft,HUB-02,0,THIN,MANUAL_REVIEW,P1,
