Batch,Batch Scope,Source,Legacy Post ID,Title,HUB,Decision,Priority,Pillar/Supporting,Target Words,Draft Status
Batch 7,Gcalls CX & Customer Service,LEGACY_ROW,10731,Khách hàng tự phục vụ và các ví dụ về loại hình trang web self-service,HUB-05,REBUILD_UPDATE_TOPIC,P1,PILLAR,2000-3000,DRAFT_NOT_WRITTEN
Batch 7,Gcalls CX & Customer Service,LEGACY_ROW,2539,Chỉ số CSAT là gì và cách đo lường chỉ số này trong dịch vụ khách hàng?,HUB-05,REBUILD_UPDATE_TOPIC,P1,PILLAR,2000-3000,DRAFT_NOT_WRITTEN
Batch 7,Gcalls CX & Customer Service,LEGACY_ROW,15589,Câu Hỏi Chăm Sóc Khách Hàng Cũ & Kịch Bản CSKH Hiệu Quả,HUB-05,REBUILD_KEEP_URL,P1,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 7,Gcalls CX & Customer Service,LEGACY_ROW,15558,8 Cách Giữ Khách Hàng Cũ Hiệu Quả,HUB-05,REBUILD_KEEP_URL,P1,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 7,Gcalls CX & Customer Service,LEGACY_ROW,2695,10 điều không nên nói trong một cuộc gọi chăm sóc khách hàng,HUB-05,REBUILD_UPDATE_TOPIC,P1,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 7,Gcalls CX & Customer Service,LEGACY_ROW,15830,Mô Hình Trải Nghiệm Khách Hàng Là Gì?,HUB-05,REBUILD_KEEP_URL,P1,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 7,Gcalls CX & Customer Service,LEGACY_ROW,16005,Hệ Thống Chăm Sóc Khách Hàng: Lợi Ích Và 6 Tính Năng,HUB-05,REBUILD_KEEP_URL,P1,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 7,Gcalls CX & Customer Service,LEGACY_ROW,15306,Chăm Sóc Khách Hàng Qua Điện Thoại Và Kỹ Năng Cần Thiết,HUB-05,REBUILD_KEEP_URL,P1,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 7,Gcalls CX & Customer Service,LEGACY_ROW,15681,Tin Nhắn Chăm Sóc Khách Hàng Cũ Giúp Gia Tăng Hiệu Quả,HUB-05,REBUILD_KEEP_URL,P1,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 7,Gcalls CX & Customer Service,LEGACY_ROW,15561,Trải Nghiệm Khách Hàng Xuất Sắc Là Gì? Cách Nâng Cấp,HUB-05,REBUILD_KEEP_URL,P1,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 7,Gcalls CX & Customer Service,LEGACY_ROW,13899,Top 4 Kỹ Năng Chăm Sóc Khách Hàng Qua Điện Thoại,HUB-05,REBUILD_UPDATE_TOPIC,P1,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 7,Gcalls CX & Customer Service,LEGACY_ROW,16145,Phương Pháp Chăm Sóc Khách Hàng Hiệu Quả Nhất Hiện Nay,HUB-05,REBUILD_KEEP_URL,P1,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 7,Gcalls CX & Customer Service,LEGACY_ROW,15049,Kịch Bản Tư Vấn Khách Hàng Spa Là Gì?,HUB-05,REBUILD_KEEP_URL,P1,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 7,Gcalls CX & Customer Service,LEGACY_ROW,16035,8 Cách Nâng Cao Trải Nghiệm Dịch Vụ Khách Hàng,HUB-05,REBUILD_KEEP_URL,P1,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 7,Gcalls CX & Customer Service,LEGACY_ROW,14902,Dịch Vụ Chăm Sóc Khách Hàng Là Gì?,HUB-05,REBUILD_KEEP_URL,P1,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 7,Gcalls CX & Customer Service,LEGACY_ROW,14415,Kế Hoạch Chăm Sóc Khách Hàng Cũ Hiệu Quả Nhất,HUB-05,REBUILD_KEEP_URL,P1,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 7,Gcalls CX & Customer Service,LEGACY_ROW,15604,Giải Pháp Chăm Sóc Khách Hàng Nào Tối Ưu Nhất?,HUB-05,REBUILD_KEEP_URL,P1,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 7,Gcalls CX & Customer Service,LEGACY_ROW,16109,Chú Ý Khi Xây Dựng Sơ Đồ Quy Trình Chăm Sóc Khách Hàng,HUB-05,REBUILD_KEEP_URL,P1,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 7,Gcalls CX & Customer Service,LEGACY_ROW,14797,Tin Nhắn Chăm Sóc Khách Hàng Cũ Hiệu Quả Nhất,HUB-05,REBUILD_KEEP_URL,P1,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 7,Gcalls CX & Customer Service,LEGACY_ROW,15207,5 Lý Do Nên Chọn Dịch Vụ Chăm Sóc Khách Hàng Viettel,HUB-05,REBUILD_KEEP_URL,P1,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 7,Gcalls CX & Customer Service,LEGACY_ROW,15724,Bí Quyết Chăm Sóc Khách Hàng Tuyệt Đỉnh Nhất,HUB-05,REBUILD_KEEP_URL,P1,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 7,Gcalls CX & Customer Service,LEGACY_ROW,15943,Chương Trình Chăm Sóc Khách Hàng Tối Ưu Nhất,HUB-05,REBUILD_KEEP_URL,P1,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 7,Gcalls CX & Customer Service,LEGACY_ROW,15235,Customer Success Là Gì? Những Thông Tin Cụ Thể Nhất,HUB-05,REBUILD_KEEP_URL,P1,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 7,Gcalls CX & Customer Service,LEGACY_ROW,15660,Chiến Lược Giữ Chân Khách Hàng Hiệu Quả Nhất,HUB-05,REBUILD_KEEP_URL,P1,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 7,Gcalls CX & Customer Service,LEGACY_ROW,439,Góc nhìn của doanh nghiệp và khách hàng về tổng đài CSKH và bán hàng,HUB-05,REBUILD_KEEP_URL,P1,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 7,Gcalls CX & Customer Service,LEGACY_ROW,10749,EBOOK: MẪU KỊCH BẢN CHĂM SÓC KHÁCH HÀNG QUA ĐIỆN THOẠI,HUB-05,REBUILD_UPDATE_TOPIC,P1,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 7,Gcalls CX & Customer Service,NET_NEW,—,"Hợp nhất hội thoại hotline, Zalo OA và Facebook về một nơi",HUB-06 Gcalls CX,NEW_ARTICLE,P0,PILLAR,2000-3000,DRAFT_NOT_WRITTEN
Batch 7,Gcalls CX & Customer Service,NET_NEW,—,Khi nào doanh nghiệp thực sự cần nền tảng đa kênh,HUB-06 Gcalls CX,NEW_ARTICLE,P0,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,17775,Hướng dẫn quy trình bán bất động sản: Từ thời điểm mở bán cho đến lúc ký hợp đồng,HUB-04,REBUILD_UPDATE_TOPIC,P3,PILLAR,2000-3000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,2495,19 ví dụ về khảo sát sự hài lòng của khách hàng và các khảo sát mẫu,HUB-04,REBUILD_UPDATE_TOPIC,P1,PILLAR,2000-3000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,1157,Phần Mềm Contact Center - Giải Pháp Tổng Đài Chuyên Nghiệp 2023,HUB-04,REBUILD_KEEP_URL,P1,PILLAR,2000-3000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,17924,Product Demo là gì? Cách thực hiện Product Demo thành công dành cho nhân viên bán hàng,HUB-04,REBUILD_UPDATE_TOPIC,P1,PILLAR,2000-3000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,1198,Bán hàng Inbound hay Outbound - Đâu là phương pháp mà bạn nên quan tâm? (Phần 2),HUB-04,REBUILD_KEEP_URL,P1,PILLAR,2000-3000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,2920,36 mẹo telesales để bán hàng thành công năm 2021 (PHẦN 1),HUB-04,REBUILD_UPDATE_TOPIC,P1,PILLAR,2000-3000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,17875,Lead qualification: Cách đánh giá khách hàng tiềm năng hiệu quả,HUB-04,REBUILD_UPDATE_TOPIC,P1,PILLAR,2000-3000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,1381,6 bước xây dựng kịch bản bán hàng đỉnh cao,HUB-04,REBUILD_KEEP_URL,P1,PILLAR,2000-3000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,2449,Hướng dẫn tính toán và cải thiện chỉ số CAC cho doanh nghiệp năm 2022,HUB-04,REBUILD_UPDATE_TOPIC,P1,PILLAR,2000-3000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,2641,Phần mềm Bitrix24 - Các tính năng nổi bật và lý do nên lựa chọn Bitrix24,HUB-04,REBUILD_UPDATE_TOPIC,P1,PILLAR,2000-3000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,2930,36 Mẹo telesales để bán hàng thành công năm 2021 (PHẦN CUỐI),HUB-04,REBUILD_UPDATE_TOPIC,P1,PILLAR,2000-3000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,1396,Cách gọi điện thoại cho khách hàng tiềm năng đã mở email,HUB-04,REBUILD_KEEP_URL,P1,PILLAR,2000-3000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,10730,Hướng dẫn các bước xử lý tình huống khách hàng phàn nàn,HUB-04,REBUILD_UPDATE_TOPIC,P1,PILLAR,2000-3000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,1082,TOP 10 phần mềm theo dõi bán hàng hàng đầu dành cho doanh nghiệp,HUB-04,REBUILD_KEEP_URL,P1,PILLAR,2000-3000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,1134,9 mẹo Cold Calling dành cho nhân viên bán hàng (Phần cuối),HUB-04,REBUILD_KEEP_URL,P1,PILLAR,2000-3000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,1187,Bán hàng Inbound hay Outbound - Đâu là phương pháp mà bạn nên quan tâm? (Phần 1),HUB-04,REBUILD_KEEP_URL,P1,PILLAR,2000-3000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,2761,Làm thế nào để kết nối 2 bộ phận bán hàng và dịch vụ khách hàng?,HUB-04,REBUILD_UPDATE_TOPIC,P1,PILLAR,2000-3000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,10743,Hướng dẫn nhân viên tư vấn bán hàng cách xử lý khách hàng nóng tính,HUB-04,REBUILD_UPDATE_TOPIC,P1,PILLAR,2000-3000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,1541,Các bước tổ chức một cuộc họp khách hàng chuyên nghiệp,HUB-04,REBUILD_UPDATE_TOPIC,P1,PILLAR,2000-3000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,10753,Mẫu bảng đánh giá nhân viên bán hàng mới nhất,HUB-04,REBUILD_KEEP_URL,P1,PILLAR,2000-3000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,10747,7 bước lập kế hoạch telesales hiệu quả,HUB-04,REBUILD_KEEP_URL,P1,PILLAR,2000-3000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,1113,9 mẹo Cold Calling dành cho nhân viên bán hàng (Phần 1),HUB-04,REBUILD_KEEP_URL,P1,PILLAR,2000-3000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,1071,Cách tạo hồ sơ khách hàng lý tưởng cho nhóm khách hàng tiềm năng B2B,HUB-04,REBUILD_KEEP_URL,P1,PILLAR,2000-3000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,1296,Bí quyết telesales: Nên hay không sử dụng kịch bản cuộc gọi bán hàng?,HUB-04,REBUILD_KEEP_URL,P1,PILLAR,2000-3000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,10754,Cuộc họp đánh giá bán hàng hàng năm: 8 bước để thực hiện hiệu quả,HUB-04,REBUILD_KEEP_URL,P1,PILLAR,2000-3000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,1351,6 cách nhắn tin cho khách hàng đạt hiệu quả trong quy trình bán hàng,HUB-04,REBUILD_KEEP_URL,P1,PILLAR,2000-3000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,1102,5 chỉ số đo lường hiệu suất bán hàng quan trọng mà quản lý nên theo dõi,HUB-04,REBUILD_KEEP_URL,P1,PILLAR,2000-3000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,1529,Tiêu chí đánh giá hiệu quả bán hàng,HUB-04,REBUILD_UPDATE_TOPIC,P1,PILLAR,2000-3000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,2958,Bán hàng qua điện thoại: Làm gì nếu khách hàng nói không có thời gian?,HUB-04,REBUILD_KEEP_URL,P1,PILLAR,2000-3000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,17839,6 cách tăng năng suất bán hàng và tối ưu công việc cho nhân viên bán hàng,HUB-04,REBUILD_UPDATE_TOPIC,P1,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,1324,Thế nào là telesales thành công và cách đánh giá cuộc gọi bán hàng?,HUB-04,REBUILD_KEEP_URL,P1,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,10750,Cách bán hàng hiệu quả bằng giọng nói,HUB-04,REBUILD_KEEP_URL,P1,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,1454,Hướng dẫn nhân viên bán hàng SaaS xử lý từ chối giao dịch (Phần 1),HUB-04,REBUILD_UPDATE_TOPIC,P1,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,2684,Đội ngũ bán hàng nên quay lại văn phòng hay làm việc từ xa sau đại dịch?,HUB-04,REBUILD_UPDATE_TOPIC,P1,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,1219,Bán hàng Inbound hay Outbound - Đâu là phương pháp mà bạn nên quan tâm? (Phần 3),HUB-04,REBUILD_KEEP_URL,P1,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,17823,Vì sao nhắn tin với khách hàng là cách hiệu quả để tăng doanh số bán hàng?,HUB-04,REBUILD_UPDATE_TOPIC,P1,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,15993,Phương Pháp Quản Lý Telesale Hiệu Quả,HUB-04,REBUILD_KEEP_URL,P1,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,12751,"Kinh Nghiệm Kinh Doanh Shopee, Bán Hàng Online Hiệu Quả",HUB-04,REBUILD_KEEP_URL,P3,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,12686,Học Ngay 5 Kinh Nghiệm Bán Hàng Trên Shopee Cực Hiệu Quả 2022,HUB-04,REBUILD_KEEP_URL,P3,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,12797,Khóa Học Bán Hàng Trên Shopee Nào Hiệu Quả Nhất,HUB-04,REBUILD_KEEP_URL,P3,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,1427,Các chỉ số đánh giá phễu bán hàng hiệu quả,HUB-04,REBUILD_KEEP_URL,P1,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,15904,8 Bước Bán Hàng Cơ Bản Và Hiệu Quả Cho Nhân Viên Sales,HUB-04,REBUILD_KEEP_URL,P1,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,15646,Top 5 Lợi Ích Của Phần Mềm Auto Answer,HUB-04,REBUILD_KEEP_URL,P1,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,1314,Telesales: Cách tập trung khi gọi điện bán hàng,HUB-04,REBUILD_KEEP_URL,P1,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,10746,Xây dựng chiến lược email follow-up giúp bán hàng hiệu quả (Phần cuối),HUB-04,REBUILD_KEEP_URL,P1,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,1560,Tiếp thị qua điện thoại: Kỹ năng xử lý từ chối giúp tăng cơ hội bán hàng,HUB-04,REBUILD_KEEP_URL,P1,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,15353,Cách Xây Dựng Quy Trình Bán Hàng Của Doanh Nghiệp Hiệu Quả,HUB-04,REBUILD_KEEP_URL,P1,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,10752,Đừng báo giá giải pháp trước khi truyền tải được giá trị đến khách hàng,HUB-04,REBUILD_KEEP_URL,P1,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,615,10 mẹo hay nhất để Telesales thành công,HUB-04,REBUILD_KEEP_URL,P1,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,15926,Cách Telesale Cho Người Mới Bắt Đầu,HUB-04,REBUILD_KEEP_URL,P1,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,1591,Giọng nói: Yếu tố quyết định thành công trong tiếp thị qua điện thoại,HUB-04,REBUILD_KEEP_URL,P1,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,14787,Cách Xử Lý Các Tình Huống Chăm Sóc Khách Hàng,HUB-04,REBUILD_KEEP_URL,P1,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,1496,Hướng dẫn nhân viên bán hàng SaaS xử lý từ chối giao dịch (Phần cuối),HUB-04,REBUILD_UPDATE_TOPIC,P1,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,17795,8 cách xử lý từ chối của khách hàng,HUB-04,REBUILD_UPDATE_TOPIC,P1,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,10733,Cuộc gọi tiếp thị qua điện thoại là gì và cách thực hiện cuộc gọi hiệu quả?,HUB-04,REBUILD_KEEP_URL,P1,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,10748,5 điều về trải nghiệm khách hàng mà mọi nhân viên bán hàng nên biết,HUB-04,REBUILD_KEEP_URL,P1,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,13012,Kinh Nghiệm Kinh Doanh Lazada Dành Cho Người Mới Bắt Đầu,HUB-04,REBUILD_UPDATE_TOPIC,P3,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,1420,Cách giảm áp lực khi làm telesales,HUB-04,REBUILD_KEEP_URL,P1,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,13020,Khóa Học Kinh Doanh Shopee Hiệu Quả Trong Top 3,HUB-04,REBUILD_KEEP_URL,P3,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,12991,Kinh Nghiệm Bán Hàng Trên Lazada Cho Người Mới Bắt Đầu,HUB-04,REBUILD_UPDATE_TOPIC,P3,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,10751,5 bước để thiết kế một kịch bản bán hàng thành công,HUB-04,REBUILD_KEEP_URL,P1,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,13167,Cách Tối Ưu Sản Phẩm Trên Lazada,HUB-04,REBUILD_UPDATE_TOPIC,P3,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,10756,Sales: Telesales và Telemarketing,HUB-04,REBUILD_KEEP_URL,P1,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,1440,Tiếp thị qua điện thoại: Hướng dẫn nhanh Cold Calling chuyên nghiệp,HUB-04,REBUILD_KEEP_URL,P1,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,10745,Xây dựng chiến lược email follow-up giúp bán hàng hiệu quả (Phần 1),HUB-04,REBUILD_KEEP_URL,P1,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,1805,Bán hàng qua điện thoại: 3 câu hỏi bạn nên tự hỏi bản thân trước khi thực hiện cuộc gọi,HUB-04,REBUILD_KEEP_URL,P1,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,15217,Phần Mềm Quản Lý Bán Hàng Đa Kênh Là Gì? Có Nên Sử Dụng?,HUB-04,REBUILD_KEEP_URL,P1,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,15916,Cách Gọi Sale Hiệu Quả Có Thể Bạn Không Biết,HUB-04,REBUILD_KEEP_URL,P1,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,1817,Cách chiếm được lòng tin của khách hàng kín tiếng,HUB-04,REBUILD_KEEP_URL,P1,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,13094,Tối Ưu Quảng Cáo Lazada Hiệu Quả Và Chuyên Nghiệp,HUB-04,REBUILD_UPDATE_TOPIC,P3,SUPPORTING,"('NARROW', '900-1200')",DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,10740,Bộ câu hỏi phỏng vấn chuyên viên Telemarketing và Telesales,HUB-04,REBUILD_KEEP_URL,P1,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,16022,Cách Gọi Telesale Hiệu Quả Mà Bạn Chưa Biết,HUB-04,REBUILD_KEEP_URL,P1,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,14506,Quy Trình Chăm Sóc Khách Hàng Sau Bán Hàng,HUB-04,REBUILD_KEEP_URL,P1,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,13047,Cách Tối Ưu Sản Phẩm Trên Shopee Hiệu Quả Nhất,HUB-04,REBUILD_KEEP_URL,P3,SUPPORTING,"('NARROW', '900-1200')",DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,676,Làm thế nào để mở rộng một nhóm bán hàng toàn cầu?,HUB-04,REBUILD_KEEP_URL,P1,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,10734,Cách tiếp thị qua điện thoại hiệu quả xử lý 3 lời từ chối cuộc gọi chào hàng,HUB-04,REBUILD_KEEP_URL,P1,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 8,Telesales / Sales Operations,LEGACY_ROW,1617,Ebook: Hướng dẫn các bước xử lý tình huống khách hàng phàn nàn,HUB-04,REBUILD_UPDATE_TOPIC,P1,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 9,Cloud Call Center & remote,LEGACY_ROW,872,Công nghệ đang thay đổi cách mọi người làm việc từ xa như thế nào?,HUB-10,REBUILD_KEEP_URL,P1,PILLAR,2000-3000,DRAFT_NOT_WRITTEN
Batch 9,Cloud Call Center & remote,LEGACY_ROW,897,10 công nghệ mà bạn phải có để có thể xây dựng Team làm việc từ xa hiệu quả,HUB-10,REBUILD_KEEP_URL,P1,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 10,Vận hành doanh nghiệp,LEGACY_ROW,1705,Cách viết bản tự đánh giá công việc của nhân viên đầy đủ và ấn tượng,HUB-11,REBUILD_UPDATE_TOPIC,P2,PILLAR,2000-3000,DRAFT_NOT_WRITTEN
Batch 10,Vận hành doanh nghiệp,LEGACY_ROW,10728,Dịch vụ khách hàng chủ động: Chiến lược và giá trị đối với doanh nghiệp,HUB-11,REBUILD_UPDATE_TOPIC,P2,PILLAR,2000-3000,DRAFT_NOT_WRITTEN
Batch 10,Vận hành doanh nghiệp,LEGACY_ROW,2665,Chiến lược khách hàng trung tâm (Customer-Centric) cho doanh nghiệp,HUB-11,REBUILD_UPDATE_TOPIC,P2,PILLAR,2000-3000,DRAFT_NOT_WRITTEN
Batch 10,Vận hành doanh nghiệp,LEGACY_ROW,2261,Cách tính giá trị vòng đời khách hàng CLV của doanh nghiệp,HUB-11,REBUILD_UPDATE_TOPIC,P2,PILLAR,2000-3000,DRAFT_NOT_WRITTEN
Batch 10,Vận hành doanh nghiệp,LEGACY_ROW,2738,Tại sao phàn nàn của khách hàng lại có ích cho doanh nghiệp của bạn?,HUB-11,REBUILD_UPDATE_TOPIC,P2,PILLAR,2000-3000,DRAFT_NOT_WRITTEN
Batch 10,Vận hành doanh nghiệp,LEGACY_ROW,17911,“Khách hàng luôn đúng”:Ý nghĩa và góc nhìn về tính đúng đắn của triết lý,HUB-11,REBUILD_UPDATE_TOPIC,P2,PILLAR,2000-3000,DRAFT_NOT_WRITTEN
